Year,data.Geography,data.Violations,GeoCode,Value
2023,data.Nunavut,data.Total other violent violations [180],62,124.65
2024,data.Canada,data.Homicide [110],,1.93
2024,data.Canada,data.Total other violations causing death [120],,0.23
2024,data.Canada,data.Attempted murder [1210],,1.94
2024,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.32
2024,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,2.01
2024,data.Canada,"data.Sexual assault, level 1 [1330]",,88.19
2024,data.Canada,data.Total sexual violations against children [130],,32.93
2024,data.Canada,"data.Assault, level 3, aggravated [1410]",,10.52
2024,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,214.33
2024,data.Canada,"data.Assault, level 1 [1430]",,525.88
2024,data.Canada,data.Total robbery [160],,58.67
2024,data.Canada,data.Uttering threats [1627],,235.85
2024,data.Canada,data.Total other violent violations [180],,24.32
2024,data.Newfoundland and Labrador,data.Total violent Criminal Code violations [100],10,1959.7
2024,data.Newfoundland and Labrador,data.Homicide [110],10,0.73
2024,data.Newfoundland and Labrador,data.Total other violations causing death [120],10,0.18
2024,data.Newfoundland and Labrador,data.Attempted murder [1210],10,0.55
2024,data.Newfoundland and Labrador,"data.Sexual assault, level 3, aggravated [1310]",10,0.0
2024,data.Newfoundland and Labrador,"data.Sexual assault, level 2, weapon or bodily harm [1320]",10,1.65
2024,data.Newfoundland and Labrador,"data.Sexual assault, level 1 [1330]",10,99.66
2024,data.Newfoundland and Labrador,data.Total sexual violations against children [130],10,29.62
2024,data.Newfoundland and Labrador,"data.Assault, level 3, aggravated [1410]",10,11.52
2024,data.Newfoundland and Labrador,"data.Assault, level 2, weapon or bodily harm [1420]",10,197.67
2024,data.Newfoundland and Labrador,"data.Assault, level 1 [1430]",10,740.76
2024,data.Newfoundland and Labrador,data.Total robbery [160],10,32.18
2024,data.Newfoundland and Labrador,data.Uttering threats [1627],10,485.67
2024,data.Newfoundland and Labrador,data.Total other violent violations [180],10,24.32
2024,data.Prince Edward Island,data.Total violent Criminal Code violations [100],11,1514.11
2024,data.Prince Edward Island,data.Homicide [110],11,1.11
2024,data.Prince Edward Island,data.Total other violations causing death [120],11,0.0
2024,data.Prince Edward Island,data.Attempted murder [1210],11,1.67
2024,data.Prince Edward Island,"data.Sexual assault, level 3, aggravated [1310]",11,0.0
2024,data.Prince Edward Island,"data.Sexual assault, level 2, weapon or bodily harm [1320]",11,1.67
2024,data.Prince Edward Island,"data.Sexual assault, level 1 [1330]",11,93.48
2024,data.Prince Edward Island,data.Total sexual violations against children [130],11,39.51
2024,data.Prince Edward Island,"data.Assault, level 3, aggravated [1410]",11,2.23
2024,data.Prince Edward Island,"data.Assault, level 2, weapon or bodily harm [1420]",11,106.28
2024,data.Prince Edward Island,"data.Assault, level 1 [1430]",11,472.43
2024,data.Prince Edward Island,data.Total robbery [160],11,13.91
2024,data.Prince Edward Island,data.Uttering threats [1627],11,303.82
2024,data.Prince Edward Island,data.Total other violent violations [180],11,31.16
2024,data.Nova Scotia,data.Total violent Criminal Code violations [100],12,1539.39
2024,data.Nova Scotia,data.Homicide [110],12,2.31
2024,data.Nova Scotia,data.Total other violations causing death [120],12,0.28
2024,data.Nova Scotia,data.Attempted murder [1210],12,3.6
2024,data.Nova Scotia,"data.Sexual assault, level 3, aggravated [1310]",12,0.83
2024,data.Nova Scotia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",12,1.57
2024,data.Nova Scotia,"data.Sexual assault, level 1 [1330]",12,80.26
2024,data.Nova Scotia,data.Total sexual violations against children [130],12,31.96
2024,data.Nova Scotia,"data.Assault, level 3, aggravated [1410]",12,10.25
2024,data.Nova Scotia,"data.Assault, level 2, weapon or bodily harm [1420]",12,160.88
2024,data.Nova Scotia,"data.Assault, level 1 [1430]",12,521.35
2024,data.Nova Scotia,data.Total robbery [160],12,34.73
2024,data.Nova Scotia,data.Uttering threats [1627],12,347.44
2024,data.Nova Scotia,data.Total other violent violations [180],12,26.78
2024,data.New Brunswick,data.Total violent Criminal Code violations [100],13,1762.34
2024,data.New Brunswick,data.Homicide [110],13,2.1
2024,data.New Brunswick,data.Total other violations causing death [120],13,0.47
2024,data.New Brunswick,data.Attempted murder [1210],13,1.4
2024,data.New Brunswick,"data.Sexual assault, level 3, aggravated [1310]",13,0.35
2024,data.New Brunswick,"data.Sexual assault, level 2, weapon or bodily harm [1320]",13,2.91
2024,data.New Brunswick,"data.Sexual assault, level 1 [1330]",13,87.73
2024,data.New Brunswick,data.Total sexual violations against children [130],13,33.9
2024,data.New Brunswick,"data.Assault, level 3, aggravated [1410]",13,11.42
2024,data.New Brunswick,"data.Assault, level 2, weapon or bodily harm [1420]",13,199.0
2024,data.New Brunswick,"data.Assault, level 1 [1430]",13,617.85
2024,data.New Brunswick,data.Total robbery [160],13,22.95
2024,data.New Brunswick,data.Uttering threats [1627],13,365.03
2024,data.New Brunswick,data.Total other violent violations [180],13,29.48
2024,data.Quebec,data.Total violent Criminal Code violations [100],24,1449.46
2024,data.Quebec,data.Homicide [110],24,1.09
2024,data.Quebec,data.Total other violations causing death [120],24,0.33
2024,data.Quebec,data.Attempted murder [1210],24,2.2
2024,data.Quebec,"data.Sexual assault, level 3, aggravated [1310]",24,0.6
2024,data.Quebec,"data.Sexual assault, level 2, weapon or bodily harm [1320]",24,1.73
2024,data.Quebec,"data.Sexual assault, level 1 [1330]",24,99.83
2024,data.Quebec,data.Total sexual violations against children [130],24,45.9
2024,data.Quebec,"data.Assault, level 3, aggravated [1410]",24,4.91
2024,data.Quebec,"data.Assault, level 2, weapon or bodily harm [1420]",24,204.44
2024,data.Quebec,"data.Assault, level 1 [1430]",24,512.99
2024,data.Quebec,data.Total robbery [160],24,41.43
2024,data.Quebec,data.Uttering threats [1627],24,246.8
2024,data.Quebec,data.Total other violent violations [180],24,35.53
2024,data.Ontario,data.Total violent Criminal Code violations [100],35,1089.62
2024,data.Ontario,data.Homicide [110],35,1.77
2024,data.Ontario,data.Total other violations causing death [120],35,0.07
2024,data.Ontario,data.Attempted murder [1210],35,2.01
2024,data.Ontario,"data.Sexual assault, level 3, aggravated [1310]",35,0.18
2024,data.Ontario,"data.Sexual assault, level 2, weapon or bodily harm [1320]",35,1.96
2024,data.Ontario,"data.Sexual assault, level 1 [1330]",35,79.1
2024,data.Ontario,data.Total sexual violations against children [130],35,17.43
2024,data.Ontario,"data.Assault, level 3, aggravated [1410]",35,6.31
2024,data.Ontario,"data.Assault, level 2, weapon or bodily harm [1420]",35,158.67
2024,data.Ontario,"data.Assault, level 1 [1430]",35,396.15
2024,data.Ontario,data.Total robbery [160],35,54.92
2024,data.Ontario,data.Uttering threats [1627],35,162.2
2024,data.Ontario,data.Total other violent violations [180],35,17.96
2024,data.Manitoba,data.Total violent Criminal Code violations [100],46,2448.83
2024,data.Manitoba,data.Homicide [110],46,6.37
2024,data.Manitoba,data.Total other violations causing death [120],46,0.54
2024,data.Manitoba,data.Attempted murder [1210],46,1.88
2024,data.Manitoba,"data.Sexual assault, level 3, aggravated [1310]",46,0.2
2024,data.Manitoba,"data.Sexual assault, level 2, weapon or bodily harm [1320]",46,3.28
2024,data.Manitoba,"data.Sexual assault, level 1 [1330]",46,116.68
2024,data.Manitoba,data.Total sexual violations against children [130],46,47.45
2024,data.Manitoba,"data.Assault, level 3, aggravated [1410]",46,43.56
2024,data.Manitoba,"data.Assault, level 2, weapon or bodily harm [1420]",46,492.78
2024,data.Manitoba,"data.Assault, level 1 [1430]",46,940.73
2024,data.Manitoba,data.Total robbery [160],46,225.51
2024,data.Manitoba,data.Uttering threats [1627],46,323.96
2024,data.Manitoba,data.Total other violent violations [180],46,24.13
2024,data.Saskatchewan,data.Total violent Criminal Code violations [100],47,2672.08
2024,data.Saskatchewan,data.Homicide [110],47,5.29
2024,data.Saskatchewan,data.Total other violations causing death [120],47,0.4
2024,data.Saskatchewan,data.Attempted murder [1210],47,3.85
2024,data.Saskatchewan,"data.Sexual assault, level 3, aggravated [1310]",47,0.64
2024,data.Saskatchewan,"data.Sexual assault, level 2, weapon or bodily harm [1320]",47,3.21
2024,data.Saskatchewan,"data.Sexual assault, level 1 [1330]",47,119.16
2024,data.Saskatchewan,data.Total sexual violations against children [130],47,52.97
2024,data.Saskatchewan,"data.Assault, level 3, aggravated [1410]",47,46.0
2024,data.Saskatchewan,"data.Assault, level 2, weapon or bodily harm [1420]",47,527.06
2024,data.Saskatchewan,"data.Assault, level 1 [1430]",47,1018.06
2024,data.Saskatchewan,data.Total robbery [160],47,112.19
2024,data.Saskatchewan,data.Uttering threats [1627],47,357.41
2024,data.Saskatchewan,data.Total other violent violations [180],47,36.06
2024,data.Alberta,data.Total violent Criminal Code violations [100],48,1555.28
2024,data.Alberta,data.Homicide [110],48,2.02
2024,data.Alberta,data.Total other violations causing death [120],48,0.35
2024,data.Alberta,data.Attempted murder [1210],48,1.43
2024,data.Alberta,"data.Sexual assault, level 3, aggravated [1310]",48,0.29
2024,data.Alberta,"data.Sexual assault, level 2, weapon or bodily harm [1320]",48,2.67
2024,data.Alberta,"data.Sexual assault, level 1 [1330]",48,81.89
2024,data.Alberta,data.Total sexual violations against children [130],48,30.64
2024,data.Alberta,"data.Assault, level 3, aggravated [1410]",48,17.91
2024,data.Alberta,"data.Assault, level 2, weapon or bodily harm [1420]",48,262.5
2024,data.Alberta,"data.Assault, level 1 [1430]",48,575.76
2024,data.Alberta,data.Total robbery [160],48,66.14
2024,data.Alberta,data.Uttering threats [1627],48,213.02
2024,data.Alberta,data.Total other violent violations [180],48,26.03
2024,data.British Columbia,data.Total violent Criminal Code violations [100],59,1519.6
2024,data.British Columbia,data.Homicide [110],59,1.66
2024,data.British Columbia,data.Total other violations causing death [120],59,0.25
2024,data.British Columbia,data.Attempted murder [1210],59,1.18
2024,data.British Columbia,"data.Sexual assault, level 3, aggravated [1310]",59,0.19
2024,data.British Columbia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",59,1.11
2024,data.British Columbia,"data.Sexual assault, level 1 [1330]",59,78.04
2024,data.British Columbia,data.Total sexual violations against children [130],59,46.68
2024,data.British Columbia,"data.Assault, level 3, aggravated [1410]",59,6.45
2024,data.British Columbia,"data.Assault, level 2, weapon or bodily harm [1420]",59,195.31
2024,data.British Columbia,"data.Assault, level 1 [1430]",59,516.9
2024,data.British Columbia,data.Total robbery [160],59,47.2
2024,data.British Columbia,data.Uttering threats [1627],59,296.68
2024,data.British Columbia,data.Total other violent violations [180],59,17.51
2024,data.Yukon,data.Total violent Criminal Code violations [100],60,4910.18
2024,data.Yukon,data.Homicide [110],60,0.0
2024,data.Yukon,data.Total other violations causing death [120],60,0.0
2024,data.Yukon,data.Attempted murder [1210],60,2.1
2024,data.Yukon,"data.Sexual assault, level 3, aggravated [1310]",60,0.0
2024,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,4.2
2024,data.Yukon,"data.Sexual assault, level 1 [1330]",60,233.22
2024,data.Yukon,data.Total sexual violations against children [130],60,39.92
2024,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,23.11
2024,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,697.55
2024,data.Yukon,"data.Assault, level 1 [1430]",60,2117.87
2024,data.Yukon,data.Total robbery [160],60,88.24
2024,data.Yukon,data.Uttering threats [1627],60,937.07
2024,data.Yukon,data.Total other violent violations [180],60,35.72
2024,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,11907.55
2024,data.Northwest Territories,data.Homicide [110],61,13.26
2024,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2024,data.Northwest Territories,data.Attempted murder [1210],61,2.21
2024,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,0.0
2024,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,15.47
2024,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,517.05
2024,data.Northwest Territories,data.Total sexual violations against children [130],61,159.09
2024,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,106.06
2024,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,1469.39
2024,data.Northwest Territories,"data.Assault, level 1 [1430]",61,6233.29
2024,data.Northwest Territories,data.Total robbery [160],61,174.56
2024,data.Northwest Territories,data.Uttering threats [1627],61,1968.76
2024,data.Northwest Territories,data.Total other violent violations [180],61,110.48
2024,data.Nunavut,data.Total violent Criminal Code violations [100],62,12864.04
2024,data.Nunavut,data.Homicide [110],62,9.66
2024,data.Nunavut,data.Total other violations causing death [120],62,0.0
2024,data.Nunavut,data.Attempted murder [1210],62,16.9
2024,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,2.41
2024,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,21.73
2024,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,543.35
2024,data.Nunavut,data.Total sexual violations against children [130],62,369.48
2024,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,176.29
2024,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,1893.26
2024,data.Nunavut,"data.Assault, level 1 [1430]",62,6660.23
2024,data.Nunavut,data.Total robbery [160],62,74.86
2024,data.Nunavut,data.Uttering threats [1627],62,2028.5
2024,data.Nunavut,data.Total other violent violations [180],62,120.74
2025,data.Canada,data.Homicide [110],,1.61
2025,data.Canada,data.Total other violations causing death [120],,0.22
2025,data.Canada,data.Attempted murder [1210],,1.65
2025,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.31
2025,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,2.08
2025,data.Canada,"data.Sexual assault, level 1 [1330]",,87.11
2025,data.Canada,data.Total sexual violations against children [130],,32.59
2025,data.Canada,"data.Assault, level 3, aggravated [1410]",,9.76
2025,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,214.19
2025,data.Canada,"data.Assault, level 1 [1430]",,528.07
2025,data.Canada,data.Total robbery [160],,55.08
2025,data.Canada,data.Uttering threats [1627],,233.66
2025,data.Canada,data.Total other violent violations [180],,24.47
2025,data.Newfoundland and Labrador,data.Total violent Criminal Code violations [100],10,1838.48
2025,data.Newfoundland and Labrador,data.Homicide [110],10,2.18
2025,data.Newfoundland and Labrador,data.Total other violations causing death [120],10,0.18
2025,data.Newfoundland and Labrador,data.Attempted murder [1210],10,1.82
2025,data.Newfoundland and Labrador,"data.Sexual assault, level 3, aggravated [1310]",10,0.36
2025,data.Newfoundland and Labrador,"data.Sexual assault, level 2, weapon or bodily harm [1320]",10,2.0
2025,data.Newfoundland and Labrador,"data.Sexual assault, level 1 [1330]",10,94.74
2025,data.Newfoundland and Labrador,data.Total sexual violations against children [130],10,28.0
2025,data.Newfoundland and Labrador,"data.Assault, level 3, aggravated [1410]",10,8.91
2025,data.Newfoundland and Labrador,"data.Assault, level 2, weapon or bodily harm [1420]",10,184.39
2025,data.Newfoundland and Labrador,"data.Assault, level 1 [1430]",10,716.12
2025,data.Newfoundland and Labrador,data.Total robbery [160],10,30.19
2025,data.Newfoundland and Labrador,data.Uttering threats [1627],10,424.98
2025,data.Newfoundland and Labrador,data.Total other violent violations [180],10,23.28
2025,data.Prince Edward Island,data.Total violent Criminal Code violations [100],11,1477.09
2025,data.Prince Edward Island,data.Homicide [110],11,1.64
2025,data.Prince Edward Island,data.Total other violations causing death [120],11,0.0
2025,data.Prince Edward Island,data.Attempted murder [1210],11,0.0
2025,data.Prince Edward Island,"data.Sexual assault, level 3, aggravated [1310]",11,0.0
2025,data.Prince Edward Island,"data.Sexual assault, level 2, weapon or bodily harm [1320]",11,0.55
2025,data.Prince Edward Island,"data.Sexual assault, level 1 [1330]",11,88.14
2025,data.Prince Edward Island,data.Total sexual violations against children [130],11,32.85
2025,data.Prince Edward Island,"data.Assault, level 3, aggravated [1410]",11,3.28
2025,data.Prince Edward Island,"data.Assault, level 2, weapon or bodily harm [1420]",11,121.54
2025,data.Prince Edward Island,"data.Assault, level 1 [1430]",11,473.02
2025,data.Prince Edward Island,data.Total robbery [160],11,10.4
2025,data.Prince Edward Island,data.Uttering threats [1627],11,297.83
2025,data.Prince Edward Island,data.Total other violent violations [180],11,22.45
2025,data.Nova Scotia,data.Total violent Criminal Code violations [100],12,1561.86
2025,data.Nova Scotia,data.Homicide [110],12,1.74
2025,data.Nova Scotia,data.Total other violations causing death [120],12,0.0
2025,data.Nova Scotia,data.Attempted murder [1210],12,3.02
2025,data.Nova Scotia,"data.Sexual assault, level 3, aggravated [1310]",12,0.55
2025,data.Nova Scotia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",12,1.65
2025,data.Nova Scotia,"data.Sexual assault, level 1 [1330]",12,81.77
2025,data.Nova Scotia,data.Total sexual violations against children [130],12,26.44
2025,data.Nova Scotia,"data.Assault, level 3, aggravated [1410]",12,8.6
2025,data.Nova Scotia,"data.Assault, level 2, weapon or bodily harm [1420]",12,172.42
2025,data.Nova Scotia,"data.Assault, level 1 [1430]",12,545.9
2025,data.Nova Scotia,data.Total robbery [160],12,31.92
2025,data.Nova Scotia,data.Uttering threats [1627],12,352.25
2025,data.Nova Scotia,data.Total other violent violations [180],12,30.83
2025,data.New Brunswick,data.Total violent Criminal Code violations [100],13,1815.49
2025,data.New Brunswick,data.Homicide [110],13,1.72
2025,data.New Brunswick,data.Total other violations causing death [120],13,0.57
2025,data.New Brunswick,data.Attempted murder [1210],13,3.91
2025,data.New Brunswick,"data.Sexual assault, level 3, aggravated [1310]",13,0.0
2025,data.New Brunswick,"data.Sexual assault, level 2, weapon or bodily harm [1320]",13,2.99
2025,data.New Brunswick,"data.Sexual assault, level 1 [1330]",13,100.96
2025,data.New Brunswick,data.Total sexual violations against children [130],13,40.24
2025,data.New Brunswick,"data.Assault, level 3, aggravated [1410]",13,10.46
2025,data.New Brunswick,"data.Assault, level 2, weapon or bodily harm [1420]",13,210.54
2025,data.New Brunswick,"data.Assault, level 1 [1430]",13,603.78
2025,data.New Brunswick,data.Total robbery [160],13,25.18
2025,data.New Brunswick,data.Uttering threats [1627],13,368.41
2025,data.New Brunswick,data.Total other violent violations [180],13,28.63
2025,data.Quebec,data.Total violent Criminal Code violations [100],24,1472.2
2025,data.Quebec,data.Homicide [110],24,0.97
2025,data.Quebec,data.Total other violations causing death [120],24,0.44
2025,data.Quebec,data.Attempted murder [1210],24,2.15
2025,data.Quebec,"data.Sexual assault, level 3, aggravated [1310]",24,0.41
2025,data.Quebec,"data.Sexual assault, level 2, weapon or bodily harm [1320]",24,1.68
2025,data.Quebec,"data.Sexual assault, level 1 [1330]",24,101.44
2025,data.Quebec,data.Total sexual violations against children [130],24,45.86
2025,data.Quebec,"data.Assault, level 3, aggravated [1410]",24,4.63
2025,data.Quebec,"data.Assault, level 2, weapon or bodily harm [1420]",24,211.14
2025,data.Quebec,"data.Assault, level 1 [1430]",24,518.68
2025,data.Quebec,data.Total robbery [160],24,43.24
2025,data.Quebec,data.Uttering threats [1627],24,245.58
2025,data.Quebec,data.Total other violent violations [180],24,34.95
2025,data.Ontario,data.Total violent Criminal Code violations [100],35,1077.77
2025,data.Ontario,data.Homicide [110],35,1.27
2025,data.Ontario,data.Total other violations causing death [120],35,0.15
2025,data.Ontario,data.Attempted murder [1210],35,1.61
2025,data.Ontario,"data.Sexual assault, level 3, aggravated [1310]",35,0.25
2025,data.Ontario,"data.Sexual assault, level 2, weapon or bodily harm [1320]",35,2.07
2025,data.Ontario,"data.Sexual assault, level 1 [1330]",35,76.58
2025,data.Ontario,data.Total sexual violations against children [130],35,16.05
2025,data.Ontario,"data.Assault, level 3, aggravated [1410]",35,5.87
2025,data.Ontario,"data.Assault, level 2, weapon or bodily harm [1420]",35,158.92
2025,data.Ontario,"data.Assault, level 1 [1430]",35,398.92
2025,data.Ontario,data.Total robbery [160],35,47.35
2025,data.Ontario,data.Uttering threats [1627],35,161.94
2025,data.Ontario,data.Total other violent violations [180],35,17.9
2025,data.Manitoba,data.Total violent Criminal Code violations [100],46,2340.73
2025,data.Manitoba,data.Homicide [110],46,3.64
2025,data.Manitoba,data.Total other violations causing death [120],46,0.26
2025,data.Manitoba,data.Attempted murder [1210],46,1.06
2025,data.Manitoba,"data.Sexual assault, level 3, aggravated [1310]",46,0.53
2025,data.Manitoba,"data.Sexual assault, level 2, weapon or bodily harm [1320]",46,2.98
2025,data.Manitoba,"data.Sexual assault, level 1 [1330]",46,116.38
2025,data.Manitoba,data.Total sexual violations against children [130],46,45.04
2025,data.Manitoba,"data.Assault, level 3, aggravated [1410]",46,38.15
2025,data.Manitoba,"data.Assault, level 2, weapon or bodily harm [1420]",46,466.98
2025,data.Manitoba,"data.Assault, level 1 [1430]",46,916.74
2025,data.Manitoba,data.Total robbery [160],46,208.32
2025,data.Manitoba,data.Uttering threats [1627],46,299.07
2025,data.Manitoba,data.Total other violent violations [180],46,24.11
2025,data.Saskatchewan,data.Total violent Criminal Code violations [100],47,2581.54
2025,data.Saskatchewan,data.Homicide [110],47,5.21
2025,data.Saskatchewan,data.Total other violations causing death [120],47,0.08
2025,data.Saskatchewan,data.Attempted murder [1210],47,3.55
2025,data.Saskatchewan,"data.Sexual assault, level 3, aggravated [1310]",47,0.63
2025,data.Saskatchewan,"data.Sexual assault, level 2, weapon or bodily harm [1320]",47,2.45
2025,data.Saskatchewan,"data.Sexual assault, level 1 [1330]",47,109.63
2025,data.Saskatchewan,data.Total sexual violations against children [130],47,45.54
2025,data.Saskatchewan,"data.Assault, level 3, aggravated [1410]",47,47.36
2025,data.Saskatchewan,"data.Assault, level 2, weapon or bodily harm [1420]",47,556.06
2025,data.Saskatchewan,"data.Assault, level 1 [1430]",47,968.7
2025,data.Saskatchewan,data.Total robbery [160],47,104.98
2025,data.Saskatchewan,data.Uttering threats [1627],47,342.71
2025,data.Saskatchewan,data.Total other violent violations [180],47,35.36
2025,data.Alberta,data.Total violent Criminal Code violations [100],48,1540.74
2025,data.Alberta,data.Homicide [110],48,1.77
2025,data.Alberta,data.Total other violations causing death [120],48,0.06
2025,data.Alberta,data.Attempted murder [1210],48,0.76
2025,data.Alberta,"data.Sexual assault, level 3, aggravated [1310]",48,0.28
2025,data.Alberta,"data.Sexual assault, level 2, weapon or bodily harm [1320]",48,2.76
2025,data.Alberta,"data.Sexual assault, level 1 [1330]",48,78.96
2025,data.Alberta,data.Total sexual violations against children [130],48,32.07
2025,data.Alberta,"data.Assault, level 3, aggravated [1410]",48,16.13
2025,data.Alberta,"data.Assault, level 2, weapon or bodily harm [1420]",48,255.38
2025,data.Alberta,"data.Assault, level 1 [1430]",48,576.2
2025,data.Alberta,data.Total robbery [160],48,63.29
2025,data.Alberta,data.Uttering threats [1627],48,213.53
2025,data.Alberta,data.Total other violent violations [180],48,27.98
2025,data.British Columbia,data.Total violent Criminal Code violations [100],59,1530.75
2025,data.British Columbia,data.Homicide [110],59,1.81
2025,data.British Columbia,data.Total other violations causing death [120],59,0.25
2025,data.British Columbia,data.Attempted murder [1210],59,0.81
2025,data.British Columbia,"data.Sexual assault, level 3, aggravated [1310]",59,0.19
2025,data.British Columbia,"data.Sexual assault, level 2, weapon or bodily harm [1320]",59,1.37
2025,data.British Columbia,"data.Sexual assault, level 1 [1330]",59,77.56
2025,data.British Columbia,data.Total sexual violations against children [130],59,50.06
2025,data.British Columbia,"data.Assault, level 3, aggravated [1410]",59,5.69
2025,data.British Columbia,"data.Assault, level 2, weapon or bodily harm [1420]",59,183.57
2025,data.British Columbia,"data.Assault, level 1 [1430]",59,521.63
2025,data.British Columbia,data.Total robbery [160],59,49.48
2025,data.British Columbia,data.Uttering threats [1627],59,297.46
2025,data.British Columbia,data.Total other violent violations [180],59,17.8
2025,data.Yukon,data.Total violent Criminal Code violations [100],60,4556.94
2025,data.Yukon,data.Homicide [110],60,6.21
2025,data.Yukon,data.Total other violations causing death [120],60,0.0
2025,data.Yukon,data.Attempted murder [1210],60,0.0
2025,data.Yukon,"data.Sexual assault, level 3, aggravated [1310]",60,0.0
2025,data.Yukon,"data.Sexual assault, level 2, weapon or bodily harm [1320]",60,2.07
2025,data.Yukon,"data.Sexual assault, level 1 [1330]",60,213.35
2025,data.Yukon,data.Total sexual violations against children [130],60,53.85
2025,data.Yukon,"data.Assault, level 3, aggravated [1410]",60,49.71
2025,data.Yukon,"data.Assault, level 2, weapon or bodily harm [1420]",60,600.69
2025,data.Yukon,"data.Assault, level 1 [1430]",60,1994.7
2025,data.Yukon,data.Total robbery [160],60,47.64
2025,data.Yukon,data.Uttering threats [1627],60,809.89
2025,data.Yukon,data.Total other violent violations [180],60,49.71
2025,data.Northwest Territories,data.Total violent Criminal Code violations [100],61,11630.03
2025,data.Northwest Territories,data.Homicide [110],61,10.88
2025,data.Northwest Territories,data.Total other violations causing death [120],61,0.0
2025,data.Northwest Territories,data.Attempted murder [1210],61,4.35
2025,data.Northwest Territories,"data.Sexual assault, level 3, aggravated [1310]",61,0.0
2025,data.Northwest Territories,"data.Sexual assault, level 2, weapon or bodily harm [1320]",61,23.94
2025,data.Northwest Territories,"data.Sexual assault, level 1 [1330]",61,489.66
2025,data.Northwest Territories,data.Total sexual violations against children [130],61,132.75
2025,data.Northwest Territories,"data.Assault, level 3, aggravated [1410]",61,104.46
2025,data.Northwest Territories,"data.Assault, level 2, weapon or bodily harm [1420]",61,1479.87
2025,data.Northwest Territories,"data.Assault, level 1 [1430]",61,6293.8
2025,data.Northwest Territories,data.Total robbery [160],61,117.52
2025,data.Northwest Territories,data.Uttering threats [1627],61,1793.25
2025,data.Northwest Territories,data.Total other violent violations [180],61,80.52
2025,data.Nunavut,data.Total violent Criminal Code violations [100],62,14702.37
2025,data.Nunavut,data.Homicide [110],62,16.73
2025,data.Nunavut,data.Total other violations causing death [120],62,0.0
2025,data.Nunavut,data.Attempted murder [1210],62,16.73
2025,data.Nunavut,"data.Sexual assault, level 3, aggravated [1310]",62,7.17
2025,data.Nunavut,"data.Sexual assault, level 2, weapon or bodily harm [1320]",62,33.47
2025,data.Nunavut,"data.Sexual assault, level 1 [1330]",62,590.49
2025,data.Nunavut,data.Total sexual violations against children [130],62,329.91
2025,data.Nunavut,"data.Assault, level 3, aggravated [1410]",62,167.34
2025,data.Nunavut,"data.Assault, level 2, weapon or bodily harm [1420]",62,2161.13
2025,data.Nunavut,"data.Assault, level 1 [1430]",62,7831.7
2025,data.Nunavut,data.Total robbery [160],62,47.81
2025,data.Nunavut,data.Uttering threats [1627],62,2373.89
2025,data.Nunavut,data.Total other violent violations [180],62,109.97
