Year,data.Geography,data.Age group,data.Sex,Value
data.Quebec,"data.Total, 12 years and over",data.Both sexes,73.2,
data.Quebec,"data.Total, 12 years and over",data.Both sexes,73.8,
data.Quebec,"data.Total, 12 years and over",data.Both sexes,71.4,
data.Quebec,"data.Total, 12 years and over",data.Both sexes,72.1,
data.Quebec,"data.Total, 12 years and over",data.Males,77.7,
data.Quebec,"data.Total, 12 years and over",data.Males,74.9,
data.Quebec,"data.Total, 12 years and over",data.Males,76.2,
data.Quebec,"data.Total, 12 years and over",data.Males,74.7,
data.Quebec,"data.Total, 12 years and over",data.Males,75.4,
data.Quebec,"data.Total, 12 years and over",data.Females,73.0,
data.Quebec,"data.Total, 12 years and over",data.Females,71.4,
data.Quebec,"data.Total, 12 years and over",data.Females,71.4,
data.Quebec,"data.Total, 12 years and over",data.Females,68.2,
data.Quebec,"data.Total, 12 years and over",data.Females,68.9,
data.Quebec,data.12 to 17 years,data.Both sexes,79.9,
data.Quebec,data.12 to 17 years,data.Both sexes,78.6,
data.Quebec,data.12 to 17 years,data.Both sexes,77.6,
data.Quebec,data.12 to 17 years,data.Both sexes,80.9,
data.Quebec,data.12 to 17 years,data.Both sexes,77.8,
data.Quebec,data.12 to 17 years,data.Males,80.9,
data.Quebec,data.12 to 17 years,data.Males,77.9,
data.Quebec,data.12 to 17 years,data.Males,79.0,
data.Quebec,data.12 to 17 years,data.Males,83.5,
data.Quebec,data.12 to 17 years,data.Males,85.4,
data.Quebec,data.12 to 17 years,data.Females,78.8,
data.Quebec,data.12 to 17 years,data.Females,79.3,
data.Quebec,data.12 to 17 years,data.Females,76.1,
data.Quebec,data.12 to 17 years,data.Females,78.2,
data.Quebec,data.12 to 17 years,data.Females,69.9,
data.Quebec,data.18 to 34 years,data.Both sexes,75.3,
data.Quebec,data.18 to 34 years,data.Both sexes,73.3,
data.Quebec,data.18 to 34 years,data.Both sexes,72.4,
data.Quebec,data.18 to 34 years,data.Both sexes,67.5,
data.Quebec,data.18 to 34 years,data.Both sexes,66.1,
data.Quebec,data.18 to 34 years,data.Males,78.4,
data.Quebec,data.18 to 34 years,data.Males,75.4,
data.Quebec,data.18 to 34 years,data.Males,75.3,
data.Quebec,data.18 to 34 years,data.Males,73.8,
data.Quebec,data.18 to 34 years,data.Males,71.5,
data.Quebec,data.18 to 34 years,data.Females,72.2,
data.Quebec,data.18 to 34 years,data.Females,71.2,
data.Quebec,data.18 to 34 years,data.Females,69.4,
data.Quebec,data.18 to 34 years,data.Females,61.1,
data.Quebec,data.18 to 34 years,data.Females,60.6,
data.Quebec,data.35 to 49 years,data.Both sexes,73.1,
data.Quebec,data.35 to 49 years,data.Both sexes,68.7,
data.Quebec,data.35 to 49 years,data.Both sexes,72.3,
data.Quebec,data.35 to 49 years,data.Both sexes,69.5,
data.Quebec,data.35 to 49 years,data.Both sexes,70.6,
data.Quebec,data.35 to 49 years,data.Males,75.4,
data.Quebec,data.35 to 49 years,data.Males,71.6,
data.Quebec,data.35 to 49 years,data.Males,74.7,
data.Quebec,data.35 to 49 years,data.Males,73.3,
data.Quebec,data.35 to 49 years,data.Males,73.7,
data.Quebec,data.35 to 49 years,data.Females,70.7,
data.Quebec,data.35 to 49 years,data.Females,65.7,
data.Quebec,data.35 to 49 years,data.Females,69.7,
data.Quebec,data.35 to 49 years,data.Females,65.6,
data.Quebec,data.35 to 49 years,data.Females,67.3,
data.Quebec,data.50 to 64 years,data.Both sexes,75.6,
data.Quebec,data.50 to 64 years,data.Both sexes,73.9,
data.Quebec,data.50 to 64 years,data.Both sexes,73.6,
data.Quebec,data.50 to 64 years,data.Both sexes,70.7,
data.Quebec,data.50 to 64 years,data.Both sexes,74.0,
data.Quebec,data.50 to 64 years,data.Males,78.1,
data.Quebec,data.50 to 64 years,data.Males,75.2,
data.Quebec,data.50 to 64 years,data.Males,76.1,
data.Quebec,data.50 to 64 years,data.Males,71.4,
data.Quebec,data.50 to 64 years,data.Males,74.7,
data.Quebec,data.50 to 64 years,data.Females,73.0,
data.Quebec,data.50 to 64 years,data.Females,72.5,
data.Quebec,data.50 to 64 years,data.Females,71.1,
data.Quebec,data.50 to 64 years,data.Females,69.9,
data.Quebec,data.50 to 64 years,data.Females,73.2,
data.Quebec,data.65 years and over,data.Both sexes,76.1,
data.Quebec,data.65 years and over,data.Both sexes,75.6,
data.Quebec,data.65 years and over,data.Both sexes,76.2,
data.Quebec,data.65 years and over,data.Both sexes,76.0,
data.Quebec,data.65 years and over,data.Both sexes,76.7,
data.Quebec,data.65 years and over,data.Males,77.8,
data.Quebec,data.65 years and over,data.Males,77.1,
data.Quebec,data.65 years and over,data.Males,78.5,
data.Quebec,data.65 years and over,data.Males,78.7,
data.Quebec,data.65 years and over,data.Males,79.7,
data.Quebec,data.65 years and over,data.Females,74.6,
data.Quebec,data.65 years and over,data.Females,74.3,
data.Quebec,data.65 years and over,data.Females,74.3,
data.Quebec,data.65 years and over,data.Females,73.7,
data.Quebec,data.65 years and over,data.Females,74.1,
data.Ontario,"data.Total, 12 years and over",data.Both sexes,72.3,
data.Ontario,"data.Total, 12 years and over",data.Both sexes,70.0,
data.Ontario,"data.Total, 12 years and over",data.Both sexes,69.9,
data.Ontario,"data.Total, 12 years and over",data.Both sexes,68.3,
data.Ontario,"data.Total, 12 years and over",data.Both sexes,65.9,
data.Ontario,"data.Total, 12 years and over",data.Males,74.0,
data.Ontario,"data.Total, 12 years and over",data.Males,72.6,
data.Ontario,"data.Total, 12 years and over",data.Males,72.5,
data.Ontario,"data.Total, 12 years and over",data.Males,70.3,
data.Ontario,"data.Total, 12 years and over",data.Males,68.0,
data.Ontario,"data.Total, 12 years and over",data.Females,70.7,
data.Ontario,"data.Total, 12 years and over",data.Females,67.5,
data.Ontario,"data.Total, 12 years and over",data.Females,67.5,
data.Ontario,"data.Total, 12 years and over",data.Females,66.3,
data.Ontario,"data.Total, 12 years and over",data.Females,64.0,
data.Ontario,data.12 to 17 years,data.Both sexes,76.6,
data.Ontario,data.12 to 17 years,data.Both sexes,76.5,
data.Ontario,data.12 to 17 years,data.Both sexes,74.2,
data.Ontario,data.12 to 17 years,data.Both sexes,69.5,
data.Ontario,data.12 to 17 years,data.Both sexes,70.8,
data.Ontario,data.12 to 17 years,data.Males,79.9,
data.Ontario,data.12 to 17 years,data.Males,78.3,
data.Ontario,data.12 to 17 years,data.Males,79.5,
data.Ontario,data.12 to 17 years,data.Males,73.9,
data.Ontario,data.12 to 17 years,data.Males,76.7,
data.Ontario,data.12 to 17 years,data.Females,73.2,
data.Ontario,data.12 to 17 years,data.Females,74.7,
data.Ontario,data.12 to 17 years,data.Females,68.5,
data.Ontario,data.12 to 17 years,data.Females,64.8,
data.Ontario,data.12 to 17 years,data.Females,64.4,
data.Ontario,data.18 to 34 years,data.Both sexes,72.6,
data.Ontario,data.18 to 34 years,data.Both sexes,67.0,
data.Ontario,data.18 to 34 years,data.Both sexes,68.5,
data.Ontario,data.18 to 34 years,data.Both sexes,62.4,
data.Ontario,data.18 to 34 years,data.Both sexes,59.2,
data.Ontario,data.18 to 34 years,data.Males,74.7,
data.Ontario,data.18 to 34 years,data.Males,69.2,
data.Ontario,data.18 to 34 years,data.Males,73.6,
data.Ontario,data.18 to 34 years,data.Males,66.3,
data.Ontario,data.18 to 34 years,data.Males,62.2,
data.Ontario,data.18 to 34 years,data.Females,70.6,
data.Ontario,data.18 to 34 years,data.Females,64.9,
data.Ontario,data.18 to 34 years,data.Females,63.5,
data.Ontario,data.18 to 34 years,data.Females,58.5,
data.Ontario,data.18 to 34 years,data.Females,56.3,
data.Ontario,data.35 to 49 years,data.Both sexes,74.0,
data.Ontario,data.35 to 49 years,data.Both sexes,72.1,
data.Ontario,data.35 to 49 years,data.Both sexes,69.5,
data.Ontario,data.35 to 49 years,data.Both sexes,69.8,
data.Ontario,data.35 to 49 years,data.Both sexes,65.5,
data.Ontario,data.35 to 49 years,data.Males,75.6,
data.Ontario,data.35 to 49 years,data.Males,76.6,
data.Ontario,data.35 to 49 years,data.Males,70.8,
data.Ontario,data.35 to 49 years,data.Males,72.2,
data.Ontario,data.35 to 49 years,data.Males,68.0,
data.Ontario,data.35 to 49 years,data.Females,72.5,
data.Ontario,data.35 to 49 years,data.Females,67.9,
data.Ontario,data.35 to 49 years,data.Females,68.3,
data.Ontario,data.35 to 49 years,data.Females,67.6,
data.Ontario,data.35 to 49 years,data.Females,63.1,
data.Ontario,data.50 to 64 years,data.Both sexes,70.1,
data.Ontario,data.50 to 64 years,data.Both sexes,69.7,
data.Ontario,data.50 to 64 years,data.Both sexes,69.9,
data.Ontario,data.50 to 64 years,data.Both sexes,69.7,
data.Ontario,data.50 to 64 years,data.Both sexes,69.3,
data.Ontario,data.50 to 64 years,data.Males,71.8,
data.Ontario,data.50 to 64 years,data.Males,71.3,
data.Ontario,data.50 to 64 years,data.Males,70.7,
data.Ontario,data.50 to 64 years,data.Males,70.2,
data.Ontario,data.50 to 64 years,data.Males,71.4,
data.Ontario,data.50 to 64 years,data.Females,68.4,
data.Ontario,data.50 to 64 years,data.Females,68.2,
data.Ontario,data.50 to 64 years,data.Females,69.2,
data.Ontario,data.50 to 64 years,data.Females,69.3,
data.Ontario,data.50 to 64 years,data.Females,67.3,
data.Ontario,data.65 years and over,data.Both sexes,70.7,
data.Ontario,data.65 years and over,data.Both sexes,69.2,
data.Ontario,data.65 years and over,data.Both sexes,70.7,
data.Ontario,data.65 years and over,data.Both sexes,72.7,
data.Ontario,data.65 years and over,data.Both sexes,70.2,
data.Ontario,data.65 years and over,data.Males,70.5,
data.Ontario,data.65 years and over,data.Males,71.8,
data.Ontario,data.65 years and over,data.Males,72.3,
data.Ontario,data.65 years and over,data.Males,73.1,
data.Ontario,data.65 years and over,data.Males,68.8,
data.Ontario,data.65 years and over,data.Females,70.8,
data.Ontario,data.65 years and over,data.Females,67.1,
data.Ontario,data.65 years and over,data.Females,69.4,
data.Ontario,data.65 years and over,data.Females,72.4,
data.Ontario,data.65 years and over,data.Females,71.4,
data.Manitoba,"data.Total, 12 years and over",data.Both sexes,70.9,
data.Manitoba,"data.Total, 12 years and over",data.Both sexes,68.2,
data.Manitoba,"data.Total, 12 years and over",data.Both sexes,69.5,
data.Manitoba,"data.Total, 12 years and over",data.Both sexes,66.7,
data.Manitoba,"data.Total, 12 years and over",data.Both sexes,63.8,
data.Manitoba,"data.Total, 12 years and over",data.Males,74.5,
data.Manitoba,"data.Total, 12 years and over",data.Males,68.8,
data.Manitoba,"data.Total, 12 years and over",data.Males,74.0,
data.Manitoba,"data.Total, 12 years and over",data.Males,70.5,
data.Manitoba,"data.Total, 12 years and over",data.Males,65.1,
data.Manitoba,"data.Total, 12 years and over",data.Females,67.5,
data.Manitoba,"data.Total, 12 years and over",data.Females,67.5,
data.Manitoba,"data.Total, 12 years and over",data.Females,65.3,
data.Manitoba,"data.Total, 12 years and over",data.Females,63.1,
data.Manitoba,"data.Total, 12 years and over",data.Females,62.6,
data.Manitoba,data.12 to 17 years,data.Both sexes,75.0,
data.Manitoba,data.12 to 17 years,data.Both sexes,73.4,
data.Manitoba,data.12 to 17 years,data.Both sexes,78.7,
data.Manitoba,data.12 to 17 years,data.Both sexes,77.6,
data.Manitoba,data.12 to 17 years,data.Both sexes,70.5,
data.Manitoba,data.12 to 17 years,data.Males,77.0,
data.Manitoba,data.12 to 17 years,data.Males,76.6,
data.Manitoba,data.12 to 17 years,data.Males,80.2,
data.Manitoba,data.12 to 17 years,data.Males,84.8,
data.Manitoba,data.12 to 17 years,data.Males,80.4,
data.Manitoba,data.12 to 17 years,data.Females,73.0,
data.Manitoba,data.12 to 17 years,data.Females,70.0,
data.Manitoba,data.12 to 17 years,data.Females,77.1,
data.Manitoba,data.12 to 17 years,data.Females,70.0,
data.Manitoba,data.12 to 17 years,data.Females,60.6,
data.Manitoba,data.18 to 34 years,data.Both sexes,71.0,
data.Manitoba,data.18 to 34 years,data.Both sexes,65.8,
data.Manitoba,data.18 to 34 years,data.Both sexes,69.1,
data.Manitoba,data.18 to 34 years,data.Both sexes,60.3,
data.Manitoba,data.18 to 34 years,data.Both sexes,59.7,
data.Manitoba,data.18 to 34 years,data.Males,72.2,
data.Manitoba,data.18 to 34 years,data.Males,68.1,
data.Manitoba,data.18 to 34 years,data.Males,74.3,
data.Manitoba,data.18 to 34 years,data.Males,65.3,
data.Manitoba,data.18 to 34 years,data.Males,63.3,
data.Manitoba,data.18 to 34 years,data.Females,69.8,
data.Manitoba,data.18 to 34 years,data.Females,63.5,
data.Manitoba,data.18 to 34 years,data.Females,63.8,
data.Manitoba,data.18 to 34 years,data.Females,55.2,
data.Manitoba,data.18 to 34 years,data.Females,55.9,
data.Manitoba,data.35 to 49 years,data.Both sexes,71.5,
data.Manitoba,data.35 to 49 years,data.Both sexes,70.5,
data.Manitoba,data.35 to 49 years,data.Both sexes,66.4,
data.Manitoba,data.35 to 49 years,data.Both sexes,67.2,
data.Manitoba,data.35 to 49 years,data.Both sexes,63.4,
data.Manitoba,data.35 to 49 years,data.Males,73.3,
data.Manitoba,data.35 to 49 years,data.Males,71.1,
data.Manitoba,data.35 to 49 years,data.Males,77.0,
data.Manitoba,data.35 to 49 years,data.Males,72.9,
data.Manitoba,data.35 to 49 years,data.Males,60.2,
data.Manitoba,data.35 to 49 years,data.Females,69.8,
data.Manitoba,data.35 to 49 years,data.Females,70.0,
data.Manitoba,data.35 to 49 years,data.Females,56.0,
data.Manitoba,data.35 to 49 years,data.Females,61.8,
data.Manitoba,data.35 to 49 years,data.Females,66.4,
data.Manitoba,data.50 to 64 years,data.Both sexes,74.9,
data.Manitoba,data.50 to 64 years,data.Both sexes,69.0,
data.Manitoba,data.50 to 64 years,data.Both sexes,73.6,
data.Manitoba,data.50 to 64 years,data.Both sexes,70.4,
data.Manitoba,data.50 to 64 years,data.Both sexes,65.2,
data.Manitoba,data.50 to 64 years,data.Males,78.3,
data.Manitoba,data.50 to 64 years,data.Males,69.3,
data.Manitoba,data.50 to 64 years,data.Males,72.9,
data.Manitoba,data.50 to 64 years,data.Males,72.1,
data.Manitoba,data.50 to 64 years,data.Males,65.5,
data.Manitoba,data.50 to 64 years,data.Females,71.5,
data.Manitoba,data.50 to 64 years,data.Females,68.6,
data.Manitoba,data.50 to 64 years,data.Females,74.3,
data.Manitoba,data.50 to 64 years,data.Females,68.7,
data.Manitoba,data.50 to 64 years,data.Females,64.8,
data.Manitoba,data.65 years and over,data.Both sexes,62.2,
data.Manitoba,data.65 years and over,data.Both sexes,65.0,
data.Manitoba,data.65 years and over,data.Both sexes,64.5,
data.Manitoba,data.65 years and over,data.Both sexes,66.8,
data.Manitoba,data.65 years and over,data.Both sexes,66.4,
data.Manitoba,data.65 years and over,data.Males,72.8,
data.Manitoba,data.65 years and over,data.Males,61.3,
data.Manitoba,data.65 years and over,data.Males,67.1,
data.Manitoba,data.65 years and over,data.Males,66.8,
data.Manitoba,data.65 years and over,data.Males,66.9,
data.Manitoba,data.65 years and over,data.Females,53.9,
data.Manitoba,data.65 years and over,data.Females,68.0,
data.Manitoba,data.65 years and over,data.Females,62.3,
data.Manitoba,data.65 years and over,data.Females,66.9,
data.Manitoba,data.65 years and over,data.Females,66.0,
data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,69.7,
data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,70.8,
data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,67.6,
data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,68.7,
data.Saskatchewan,"data.Total, 12 years and over",data.Both sexes,62.8,
data.Saskatchewan,"data.Total, 12 years and over",data.Males,73.3,
data.Saskatchewan,"data.Total, 12 years and over",data.Males,74.3,
data.Saskatchewan,"data.Total, 12 years and over",data.Males,68.6,
data.Saskatchewan,"data.Total, 12 years and over",data.Males,73.7,
data.Saskatchewan,"data.Total, 12 years and over",data.Males,64.7,
data.Saskatchewan,"data.Total, 12 years and over",data.Females,66.2,
data.Saskatchewan,"data.Total, 12 years and over",data.Females,67.3,
data.Saskatchewan,"data.Total, 12 years and over",data.Females,66.6,
data.Saskatchewan,"data.Total, 12 years and over",data.Females,63.7,
data.Saskatchewan,"data.Total, 12 years and over",data.Females,60.9,
data.Saskatchewan,data.12 to 17 years,data.Both sexes,76.5,
data.Saskatchewan,data.12 to 17 years,data.Both sexes,75.1,
data.Saskatchewan,data.12 to 17 years,data.Both sexes,78.7,
data.Saskatchewan,data.12 to 17 years,data.Both sexes,75.9,
data.Saskatchewan,data.12 to 17 years,data.Both sexes,66.0,
data.Saskatchewan,data.12 to 17 years,data.Males,78.0,
data.Saskatchewan,data.12 to 17 years,data.Males,80.4,
data.Saskatchewan,data.12 to 17 years,data.Males,85.3,
data.Saskatchewan,data.12 to 17 years,data.Males,81.6,
data.Saskatchewan,data.12 to 17 years,data.Males,73.6,
data.Saskatchewan,data.12 to 17 years,data.Females,75.0,
data.Saskatchewan,data.12 to 17 years,data.Females,69.2,
data.Saskatchewan,data.12 to 17 years,data.Females,71.5,
data.Saskatchewan,data.12 to 17 years,data.Females,69.9,
data.Saskatchewan,data.12 to 17 years,data.Females,58.3,
data.Saskatchewan,data.18 to 34 years,data.Both sexes,75.2,
data.Saskatchewan,data.18 to 34 years,data.Both sexes,74.9,
data.Saskatchewan,data.18 to 34 years,data.Both sexes,71.3,
data.Saskatchewan,data.18 to 34 years,data.Both sexes,68.3,
data.Saskatchewan,data.18 to 34 years,data.Both sexes,61.3,
data.Saskatchewan,data.18 to 34 years,data.Males,79.5,
data.Saskatchewan,data.18 to 34 years,data.Males,78.1,
data.Saskatchewan,data.18 to 34 years,data.Males,76.3,
data.Saskatchewan,data.18 to 34 years,data.Males,71.4,
data.Saskatchewan,data.18 to 34 years,data.Males,64.5,
data.Saskatchewan,data.18 to 34 years,data.Females,70.8,
data.Saskatchewan,data.18 to 34 years,data.Females,71.5,
data.Saskatchewan,data.18 to 34 years,data.Females,66.2,
data.Saskatchewan,data.18 to 34 years,data.Females,64.9,
data.Saskatchewan,data.18 to 34 years,data.Females,57.9,
data.Saskatchewan,data.35 to 49 years,data.Both sexes,68.0,
data.Saskatchewan,data.35 to 49 years,data.Both sexes,68.5,
data.Saskatchewan,data.35 to 49 years,data.Both sexes,66.4,
data.Saskatchewan,data.35 to 49 years,data.Both sexes,67.0,
data.Saskatchewan,data.35 to 49 years,data.Both sexes,60.6,
data.Saskatchewan,data.35 to 49 years,data.Males,70.3,
data.Saskatchewan,data.35 to 49 years,data.Males,68.9,
data.Saskatchewan,data.35 to 49 years,data.Males,61.9,
data.Saskatchewan,data.35 to 49 years,data.Males,73.9,
data.Saskatchewan,data.35 to 49 years,data.Males,62.9,
data.Saskatchewan,data.35 to 49 years,data.Females,65.6,
data.Saskatchewan,data.35 to 49 years,data.Females,68.0,
data.Saskatchewan,data.35 to 49 years,data.Females,71.0,
data.Saskatchewan,data.35 to 49 years,data.Females,59.8,
data.Saskatchewan,data.35 to 49 years,data.Females,58.3,
data.Saskatchewan,data.50 to 64 years,data.Both sexes,70.1,
data.Saskatchewan,data.50 to 64 years,data.Both sexes,69.2,
data.Saskatchewan,data.50 to 64 years,data.Both sexes,64.6,
data.Saskatchewan,data.50 to 64 years,data.Both sexes,72.7,
data.Saskatchewan,data.50 to 64 years,data.Both sexes,65.5,
data.Saskatchewan,data.50 to 64 years,data.Males,73.0,
data.Saskatchewan,data.50 to 64 years,data.Males,73.7,
data.Saskatchewan,data.50 to 64 years,data.Males,62.9,
data.Saskatchewan,data.50 to 64 years,data.Males,79.8,
data.Saskatchewan,data.50 to 64 years,data.Males,63.9,
data.Saskatchewan,data.50 to 64 years,data.Females,67.1,
data.Saskatchewan,data.50 to 64 years,data.Females,64.6,
data.Saskatchewan,data.50 to 64 years,data.Females,66.4,
data.Saskatchewan,data.50 to 64 years,data.Females,65.7,
data.Saskatchewan,data.50 to 64 years,data.Females,67.1,
data.Saskatchewan,data.65 years and over,data.Both sexes,58.2,
data.Saskatchewan,data.65 years and over,data.Both sexes,66.9,
data.Saskatchewan,data.65 years and over,data.Both sexes,62.0,
data.Saskatchewan,data.65 years and over,data.Both sexes,63.2,
data.Saskatchewan,data.65 years and over,data.Both sexes,63.0,
data.Saskatchewan,data.65 years and over,data.Males,62.8,
data.Saskatchewan,data.65 years and over,data.Males,72.2,
data.Saskatchewan,data.65 years and over,data.Males,64.4,
data.Saskatchewan,data.65 years and over,data.Males,64.8,
data.Saskatchewan,data.65 years and over,data.Males,64.0,
data.Saskatchewan,data.65 years and over,data.Females,54.5,
data.Saskatchewan,data.65 years and over,data.Females,62.3,
data.Saskatchewan,data.65 years and over,data.Females,60.0,
data.Saskatchewan,data.65 years and over,data.Females,61.8,
data.Saskatchewan,data.65 years and over,data.Females,62.1,
data.Alberta,"data.Total, 12 years and over",data.Both sexes,74.7,
data.Alberta,"data.Total, 12 years and over",data.Both sexes,72.7,
data.Alberta,"data.Total, 12 years and over",data.Both sexes,69.7,
data.Alberta,"data.Total, 12 years and over",data.Both sexes,69.0,
data.Alberta,"data.Total, 12 years and over",data.Both sexes,67.1,
data.Alberta,"data.Total, 12 years and over",data.Males,75.7,
data.Alberta,"data.Total, 12 years and over",data.Males,75.4,
data.Alberta,"data.Total, 12 years and over",data.Males,70.9,
data.Alberta,"data.Total, 12 years and over",data.Males,71.2,
data.Alberta,"data.Total, 12 years and over",data.Males,69.7,
data.Alberta,"data.Total, 12 years and over",data.Females,73.6,
data.Alberta,"data.Total, 12 years and over",data.Females,70.0,
data.Alberta,"data.Total, 12 years and over",data.Females,68.5,
data.Alberta,"data.Total, 12 years and over",data.Females,66.8,
data.Alberta,"data.Total, 12 years and over",data.Females,64.5,
data.Alberta,data.12 to 17 years,data.Both sexes,78.8,
data.Alberta,data.12 to 17 years,data.Both sexes,79.3,
data.Alberta,data.12 to 17 years,data.Both sexes,77.4,
data.Alberta,data.12 to 17 years,data.Both sexes,73.8,
data.Alberta,data.12 to 17 years,data.Both sexes,73.2,
data.Alberta,data.12 to 17 years,data.Males,83.0,
data.Alberta,data.12 to 17 years,data.Males,80.2,
data.Alberta,data.12 to 17 years,data.Males,81.7,
data.Alberta,data.12 to 17 years,data.Males,81.2,
data.Alberta,data.12 to 17 years,data.Males,76.8,
data.Alberta,data.12 to 17 years,data.Females,74.4,
data.Alberta,data.12 to 17 years,data.Females,78.4,
data.Alberta,data.12 to 17 years,data.Females,73.2,
data.Alberta,data.12 to 17 years,data.Females,66.0,
data.Alberta,data.12 to 17 years,data.Females,69.3,
data.Alberta,data.18 to 34 years,data.Both sexes,72.9,
data.Alberta,data.18 to 34 years,data.Both sexes,71.4,
data.Alberta,data.18 to 34 years,data.Both sexes,65.4,
data.Alberta,data.18 to 34 years,data.Both sexes,65.8,
data.Alberta,data.18 to 34 years,data.Both sexes,62.2,
data.Alberta,data.18 to 34 years,data.Males,77.4,
data.Alberta,data.18 to 34 years,data.Males,75.2,
data.Alberta,data.18 to 34 years,data.Males,68.2,
data.Alberta,data.18 to 34 years,data.Males,69.3,
data.Alberta,data.18 to 34 years,data.Males,68.5,
data.Alberta,data.18 to 34 years,data.Females,68.2,
data.Alberta,data.18 to 34 years,data.Females,67.4,
data.Alberta,data.18 to 34 years,data.Females,62.4,
data.Alberta,data.18 to 34 years,data.Females,62.2,
data.Alberta,data.18 to 34 years,data.Females,55.8,
data.Alberta,data.35 to 49 years,data.Both sexes,73.5,
data.Alberta,data.35 to 49 years,data.Both sexes,74.6,
data.Alberta,data.35 to 49 years,data.Both sexes,71.3,
data.Alberta,data.35 to 49 years,data.Both sexes,69.1,
data.Alberta,data.35 to 49 years,data.Both sexes,67.3,
data.Alberta,data.35 to 49 years,data.Males,71.4,
data.Alberta,data.35 to 49 years,data.Males,78.9,
data.Alberta,data.35 to 49 years,data.Males,72.5,
data.Alberta,data.35 to 49 years,data.Males,70.4,
data.Alberta,data.35 to 49 years,data.Males,71.1,
data.Alberta,data.35 to 49 years,data.Females,75.8,
data.Alberta,data.35 to 49 years,data.Females,70.0,
data.Alberta,data.35 to 49 years,data.Females,70.1,
data.Alberta,data.35 to 49 years,data.Females,67.7,
data.Alberta,data.35 to 49 years,data.Females,63.4,
data.Alberta,data.50 to 64 years,data.Both sexes,77.9,
data.Alberta,data.50 to 64 years,data.Both sexes,70.9,
data.Alberta,data.50 to 64 years,data.Both sexes,70.1,
data.Alberta,data.50 to 64 years,data.Both sexes,70.1,
data.Alberta,data.50 to 64 years,data.Both sexes,70.0,
data.Alberta,data.50 to 64 years,data.Males,75.6,
data.Alberta,data.50 to 64 years,data.Males,71.7,
data.Alberta,data.50 to 64 years,data.Males,71.0,
data.Alberta,data.50 to 64 years,data.Males,71.3,
data.Alberta,data.50 to 64 years,data.Males,67.8,
data.Alberta,data.50 to 64 years,data.Females,80.3,
data.Alberta,data.50 to 64 years,data.Females,70.1,
data.Alberta,data.50 to 64 years,data.Females,69.1,
data.Alberta,data.50 to 64 years,data.Females,69.0,
data.Alberta,data.50 to 64 years,data.Females,72.3,
data.Alberta,data.65 years and over,data.Both sexes,72.8,
data.Alberta,data.65 years and over,data.Both sexes,71.6,
data.Alberta,data.65 years and over,data.Both sexes,71.4,
data.Alberta,data.65 years and over,data.Both sexes,71.0,
data.Alberta,data.65 years and over,data.Both sexes,69.0,
data.Alberta,data.65 years and over,data.Males,75.8,
data.Alberta,data.65 years and over,data.Males,72.2,
data.Alberta,data.65 years and over,data.Males,67.3,
data.Alberta,data.65 years and over,data.Males,71.0,
data.Alberta,data.65 years and over,data.Males,68.7,
data.Alberta,data.65 years and over,data.Females,70.3,
data.Alberta,data.65 years and over,data.Females,71.1,
data.Alberta,data.65 years and over,data.Females,74.9,
data.Alberta,data.65 years and over,data.Females,71.0,
data.Alberta,data.65 years and over,data.Females,69.3,
data.British Columbia,"data.Total, 12 years and over",data.Both sexes,68.6,
data.British Columbia,"data.Total, 12 years and over",data.Both sexes,70.0,
data.British Columbia,"data.Total, 12 years and over",data.Both sexes,68.2,
data.British Columbia,"data.Total, 12 years and over",data.Both sexes,65.8,
data.British Columbia,"data.Total, 12 years and over",data.Both sexes,64.8,
data.British Columbia,"data.Total, 12 years and over",data.Males,71.4,
data.British Columbia,"data.Total, 12 years and over",data.Males,71.1,
data.British Columbia,"data.Total, 12 years and over",data.Males,71.9,
data.British Columbia,"data.Total, 12 years and over",data.Males,68.5,
data.British Columbia,"data.Total, 12 years and over",data.Males,69.0,
data.British Columbia,"data.Total, 12 years and over",data.Females,65.9,
data.British Columbia,"data.Total, 12 years and over",data.Females,68.9,
data.British Columbia,"data.Total, 12 years and over",data.Females,64.7,
data.British Columbia,"data.Total, 12 years and over",data.Females,63.2,
data.British Columbia,"data.Total, 12 years and over",data.Females,60.9,
data.British Columbia,data.12 to 17 years,data.Both sexes,79.1,
data.British Columbia,data.12 to 17 years,data.Both sexes,79.3,
data.British Columbia,data.12 to 17 years,data.Both sexes,76.3,
data.British Columbia,data.12 to 17 years,data.Both sexes,76.4,
data.British Columbia,data.12 to 17 years,data.Both sexes,74.0,
data.British Columbia,data.12 to 17 years,data.Males,77.2,
data.British Columbia,data.12 to 17 years,data.Males,82.7,
data.British Columbia,data.12 to 17 years,data.Males,79.7,
data.British Columbia,data.12 to 17 years,data.Males,77.9,
data.British Columbia,data.12 to 17 years,data.Males,76.8,
data.British Columbia,data.12 to 17 years,data.Females,80.9,
data.British Columbia,data.12 to 17 years,data.Females,76.0,
data.British Columbia,data.12 to 17 years,data.Females,72.8,
data.British Columbia,data.12 to 17 years,data.Females,74.8,
data.British Columbia,data.12 to 17 years,data.Females,71.1,
data.British Columbia,data.18 to 34 years,data.Both sexes,68.4,
