"Year","data.Geography","data.Age group","data.Gender","GeoCode","Value"
"2017","data.Saskatchewan","data.20 to 24 years","data.Men+",47,14
"2017","data.Saskatchewan","data.20 to 24 years","data.Women+",47,16
"2017","data.Saskatchewan","data.25 to 29 years","data.Total - Gender",47,17
"2017","data.Saskatchewan","data.25 to 29 years","data.Men+",47,14
"2017","data.Saskatchewan","data.25 to 29 years","data.Women+",47,20
"2017","data.Alberta","data.Total, 15 to 29 years","data.Total - Gender",48,13
"2017","data.Alberta","data.Total, 15 to 29 years","data.Men+",48,13
"2017","data.Alberta","data.Total, 15 to 29 years","data.Women+",48,13
"2017","data.Alberta","data.15 to 19 years","data.Total - Gender",48,6
"2017","data.Alberta","data.15 to 19 years","data.Men+",48,7
"2017","data.Alberta","data.15 to 19 years","data.Women+",48,4
"2017","data.Alberta","data.15 to 24 years","data.Total - Gender",48,10
"2017","data.Alberta","data.15 to 24 years","data.Men+",48,12
"2017","data.Alberta","data.15 to 24 years","data.Women+",48,9
"2017","data.Alberta","data.18 to 24 years","data.Total - Gender",48,13
"2017","data.Alberta","data.18 to 24 years","data.Men+",48,14
"2017","data.Alberta","data.18 to 24 years","data.Women+",48,12
"2017","data.Alberta","data.20 to 24 years","data.Total - Gender",48,15
"2017","data.Alberta","data.20 to 24 years","data.Men+",48,15
"2017","data.Alberta","data.20 to 24 years","data.Women+",48,14
"2017","data.Alberta","data.25 to 29 years","data.Total - Gender",48,17
"2017","data.Alberta","data.25 to 29 years","data.Men+",48,15
"2017","data.Alberta","data.25 to 29 years","data.Women+",48,18
"2017","data.British Columbia","data.Total, 15 to 29 years","data.Total - Gender",59,11
"2017","data.British Columbia","data.Total, 15 to 29 years","data.Men+",59,11
"2017","data.British Columbia","data.Total, 15 to 29 years","data.Women+",59,11
"2017","data.British Columbia","data.15 to 19 years","data.Total - Gender",59,6
"2017","data.British Columbia","data.15 to 19 years","data.Men+",59,8
"2017","data.British Columbia","data.15 to 19 years","data.Women+",59,4
"2017","data.British Columbia","data.15 to 24 years","data.Total - Gender",59,9
"2017","data.British Columbia","data.15 to 24 years","data.Men+",59,10
"2017","data.British Columbia","data.15 to 24 years","data.Women+",59,7
"2017","data.British Columbia","data.18 to 24 years","data.Total - Gender",59,11
"2017","data.British Columbia","data.18 to 24 years","data.Men+",59,13
"2017","data.British Columbia","data.18 to 24 years","data.Women+",59,8
"2017","data.British Columbia","data.20 to 24 years","data.Total - Gender",59,11
"2017","data.British Columbia","data.20 to 24 years","data.Men+",59,13
"2017","data.British Columbia","data.20 to 24 years","data.Women+",59,10
"2017","data.British Columbia","data.25 to 29 years","data.Total - Gender",59,14
"2017","data.British Columbia","data.25 to 29 years","data.Men+",59,12
"2017","data.British Columbia","data.25 to 29 years","data.Women+",59,17
"2017","data.Yukon","data.Total, 15 to 29 years","data.Total - Gender",60,15
"2017","data.Yukon","data.Total, 15 to 29 years","data.Men+",60,10
"2017","data.Yukon","data.Total, 15 to 29 years","data.Women+",60,21
"2017","data.Yukon","data.15 to 19 years","data.Total - Gender",60,
"2017","data.Yukon","data.15 to 19 years","data.Men+",60,
"2017","data.Yukon","data.15 to 19 years","data.Women+",60,
"2017","data.Yukon","data.15 to 24 years","data.Total - Gender",60,13
"2017","data.Yukon","data.15 to 24 years","data.Men+",60,
"2017","data.Yukon","data.15 to 24 years","data.Women+",60,18
"2017","data.Yukon","data.18 to 24 years","data.Total - Gender",60,16
"2017","data.Yukon","data.18 to 24 years","data.Men+",60,
"2017","data.Yukon","data.18 to 24 years","data.Women+",60,19
"2017","data.Yukon","data.20 to 24 years","data.Total - Gender",60,21
"2017","data.Yukon","data.20 to 24 years","data.Men+",60,
"2017","data.Yukon","data.20 to 24 years","data.Women+",60,24
"2017","data.Yukon","data.25 to 29 years","data.Total - Gender",60,20
"2017","data.Yukon","data.25 to 29 years","data.Men+",60,
"2017","data.Yukon","data.25 to 29 years","data.Women+",60,27
"2017","data.Northwest Territories","data.Total, 15 to 29 years","data.Total - Gender",61,19
"2017","data.Northwest Territories","data.Total, 15 to 29 years","data.Men+",61,23
"2017","data.Northwest Territories","data.Total, 15 to 29 years","data.Women+",61,15
"2017","data.Northwest Territories","data.15 to 19 years","data.Total - Gender",61,
"2017","data.Northwest Territories","data.15 to 19 years","data.Men+",61,
"2017","data.Northwest Territories","data.15 to 19 years","data.Women+",61,
"2017","data.Northwest Territories","data.15 to 24 years","data.Total - Gender",61,19
"2017","data.Northwest Territories","data.15 to 24 years","data.Men+",61,22
"2017","data.Northwest Territories","data.15 to 24 years","data.Women+",61,16
"2017","data.Northwest Territories","data.18 to 24 years","data.Total - Gender",61,25
"2017","data.Northwest Territories","data.18 to 24 years","data.Men+",61,29
"2017","data.Northwest Territories","data.18 to 24 years","data.Women+",61,20
"2017","data.Northwest Territories","data.20 to 24 years","data.Total - Gender",61,29
"2017","data.Northwest Territories","data.20 to 24 years","data.Men+",61,35
"2017","data.Northwest Territories","data.20 to 24 years","data.Women+",61,22
"2017","data.Northwest Territories","data.25 to 29 years","data.Total - Gender",61,19
"2017","data.Northwest Territories","data.25 to 29 years","data.Men+",61,24
"2017","data.Northwest Territories","data.25 to 29 years","data.Women+",61,
"2017","data.Nunavut","data.Total, 15 to 29 years","data.Total - Gender",62,36
"2017","data.Nunavut","data.Total, 15 to 29 years","data.Men+",62,38
"2017","data.Nunavut","data.Total, 15 to 29 years","data.Women+",62,34
"2017","data.Nunavut","data.15 to 19 years","data.Total - Gender",62,27
"2017","data.Nunavut","data.15 to 19 years","data.Men+",62,29
"2017","data.Nunavut","data.15 to 19 years","data.Women+",62,
"2017","data.Nunavut","data.15 to 24 years","data.Total - Gender",62,34
"2017","data.Nunavut","data.15 to 24 years","data.Men+",62,37
"2017","data.Nunavut","data.15 to 24 years","data.Women+",62,31
"2017","data.Nunavut","data.18 to 24 years","data.Total - Gender",62,41
"2017","data.Nunavut","data.18 to 24 years","data.Men+",62,45
"2017","data.Nunavut","data.18 to 24 years","data.Women+",62,37
"2017","data.Nunavut","data.20 to 24 years","data.Total - Gender",62,42
"2017","data.Nunavut","data.20 to 24 years","data.Men+",62,46
"2017","data.Nunavut","data.20 to 24 years","data.Women+",62,38
"2017","data.Nunavut","data.25 to 29 years","data.Total - Gender",62,40
"2017","data.Nunavut","data.25 to 29 years","data.Men+",62,40
"2017","data.Nunavut","data.25 to 29 years","data.Women+",62,41
"2018","data.Canada","data.Total, 15 to 29 years","data.Men+",,12
"2018","data.Canada","data.Total, 15 to 29 years","data.Women+",,11
"2018","data.Canada","data.15 to 19 years","data.Total - Gender",,6
"2018","data.Canada","data.15 to 19 years","data.Men+",,7
"2018","data.Canada","data.15 to 19 years","data.Women+",,5
"2018","data.Canada","data.15 to 24 years","data.Total - Gender",,10
"2018","data.Canada","data.15 to 24 years","data.Men+",,11
"2018","data.Canada","data.15 to 24 years","data.Women+",,8
"2018","data.Canada","data.18 to 24 years","data.Total - Gender",,12
"2018","data.Canada","data.18 to 24 years","data.Men+",,14
"2018","data.Canada","data.18 to 24 years","data.Women+",,10
"2018","data.Canada","data.20 to 24 years","data.Total - Gender",,13
"2018","data.Canada","data.20 to 24 years","data.Men+",,14
"2018","data.Canada","data.20 to 24 years","data.Women+",,12
"2018","data.Canada","data.25 to 29 years","data.Total - Gender",,15
"2018","data.Canada","data.25 to 29 years","data.Men+",,14
"2018","data.Canada","data.25 to 29 years","data.Women+",,16
"2018","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Total - Gender",10,16
"2018","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Men+",10,21
"2018","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Women+",10,12
"2018","data.Newfoundland and Labrador","data.15 to 19 years","data.Total - Gender",10,6
"2018","data.Newfoundland and Labrador","data.15 to 19 years","data.Men+",10,8
"2018","data.Newfoundland and Labrador","data.15 to 19 years","data.Women+",10,
"2018","data.Newfoundland and Labrador","data.15 to 24 years","data.Total - Gender",10,12
"2018","data.Newfoundland and Labrador","data.15 to 24 years","data.Men+",10,17
"2018","data.Newfoundland and Labrador","data.15 to 24 years","data.Women+",10,7
"2018","data.Newfoundland and Labrador","data.18 to 24 years","data.Total - Gender",10,16
"2018","data.Newfoundland and Labrador","data.18 to 24 years","data.Men+",10,22
"2018","data.Newfoundland and Labrador","data.18 to 24 years","data.Women+",10,9
"2018","data.Newfoundland and Labrador","data.20 to 24 years","data.Total - Gender",10,18
"2018","data.Newfoundland and Labrador","data.20 to 24 years","data.Men+",10,25
"2018","data.Newfoundland and Labrador","data.20 to 24 years","data.Women+",10,10
"2018","data.Newfoundland and Labrador","data.25 to 29 years","data.Total - Gender",10,25
"2018","data.Newfoundland and Labrador","data.25 to 29 years","data.Men+",10,30
"2018","data.Newfoundland and Labrador","data.25 to 29 years","data.Women+",10,21
"2018","data.Prince Edward Island","data.Total, 15 to 29 years","data.Total - Gender",11,13
"2018","data.Prince Edward Island","data.Total, 15 to 29 years","data.Men+",11,15
"2018","data.Prince Edward Island","data.Total, 15 to 29 years","data.Women+",11,11
"2018","data.Prince Edward Island","data.15 to 19 years","data.Total - Gender",11,
"2018","data.Prince Edward Island","data.15 to 19 years","data.Men+",11,
"2018","data.Prince Edward Island","data.15 to 19 years","data.Women+",11,
"2018","data.Prince Edward Island","data.15 to 24 years","data.Total - Gender",11,10
"2018","data.Prince Edward Island","data.15 to 24 years","data.Men+",11,13
"2018","data.Prince Edward Island","data.15 to 24 years","data.Women+",11,6
"2018","data.Prince Edward Island","data.18 to 24 years","data.Total - Gender",11,13
"2018","data.Prince Edward Island","data.18 to 24 years","data.Men+",11,17
"2018","data.Prince Edward Island","data.18 to 24 years","data.Women+",11,8
"2018","data.Prince Edward Island","data.20 to 24 years","data.Total - Gender",11,16
"2018","data.Prince Edward Island","data.20 to 24 years","data.Men+",11,21
"2018","data.Prince Edward Island","data.20 to 24 years","data.Women+",11,11
"2018","data.Prince Edward Island","data.25 to 29 years","data.Total - Gender",11,21
"2018","data.Prince Edward Island","data.25 to 29 years","data.Men+",11,20
"2018","data.Prince Edward Island","data.25 to 29 years","data.Women+",11,21
"2018","data.Nova Scotia","data.Total, 15 to 29 years","data.Total - Gender",12,13
"2018","data.Nova Scotia","data.Total, 15 to 29 years","data.Men+",12,14
"2018","data.Nova Scotia","data.Total, 15 to 29 years","data.Women+",12,12
"2018","data.Nova Scotia","data.15 to 19 years","data.Total - Gender",12,7
"2018","data.Nova Scotia","data.15 to 19 years","data.Men+",12,6
"2018","data.Nova Scotia","data.15 to 19 years","data.Women+",12,7
"2018","data.Nova Scotia","data.15 to 24 years","data.Total - Gender",12,12
"2018","data.Nova Scotia","data.15 to 24 years","data.Men+",12,12
"2018","data.Nova Scotia","data.15 to 24 years","data.Women+",12,11
"2018","data.Nova Scotia","data.18 to 24 years","data.Total - Gender",12,15
"2018","data.Nova Scotia","data.18 to 24 years","data.Men+",12,16
"2018","data.Nova Scotia","data.18 to 24 years","data.Women+",12,13
"2018","data.Nova Scotia","data.20 to 24 years","data.Total - Gender",12,16
"2018","data.Nova Scotia","data.20 to 24 years","data.Men+",12,18
"2018","data.Nova Scotia","data.20 to 24 years","data.Women+",12,14
"2018","data.Nova Scotia","data.25 to 29 years","data.Total - Gender",12,15
"2018","data.Nova Scotia","data.25 to 29 years","data.Men+",12,17
"2018","data.Nova Scotia","data.25 to 29 years","data.Women+",12,13
"2018","data.New Brunswick","data.Total, 15 to 29 years","data.Total - Gender",13,15
"2018","data.New Brunswick","data.Total, 15 to 29 years","data.Men+",13,16
"2018","data.New Brunswick","data.Total, 15 to 29 years","data.Women+",13,13
"2018","data.New Brunswick","data.15 to 19 years","data.Total - Gender",13,6
"2018","data.New Brunswick","data.15 to 19 years","data.Men+",13,8
"2018","data.New Brunswick","data.15 to 19 years","data.Women+",13,
"2018","data.New Brunswick","data.15 to 24 years","data.Total - Gender",13,13
"2018","data.New Brunswick","data.15 to 24 years","data.Men+",13,16
"2018","data.New Brunswick","data.15 to 24 years","data.Women+",13,10
"2018","data.New Brunswick","data.18 to 24 years","data.Total - Gender",13,18
"2018","data.New Brunswick","data.18 to 24 years","data.Men+",13,22
"2018","data.New Brunswick","data.18 to 24 years","data.Women+",13,14
"2018","data.New Brunswick","data.20 to 24 years","data.Total - Gender",13,21
"2018","data.New Brunswick","data.20 to 24 years","data.Men+",13,24
"2018","data.New Brunswick","data.20 to 24 years","data.Women+",13,17
"2018","data.New Brunswick","data.25 to 29 years","data.Total - Gender",13,17
"2018","data.New Brunswick","data.25 to 29 years","data.Men+",13,16
"2018","data.New Brunswick","data.25 to 29 years","data.Women+",13,18
"2018","data.Quebec","data.Total, 15 to 29 years","data.Total - Gender",24,9
"2018","data.Quebec","data.Total, 15 to 29 years","data.Men+",24,10
"2018","data.Quebec","data.Total, 15 to 29 years","data.Women+",24,9
"2018","data.Quebec","data.15 to 19 years","data.Total - Gender",24,5
"2018","data.Quebec","data.15 to 19 years","data.Men+",24,7
"2018","data.Quebec","data.15 to 19 years","data.Women+",24,3
"2018","data.Quebec","data.15 to 24 years","data.Total - Gender",24,9
"2018","data.Quebec","data.15 to 24 years","data.Men+",24,10
"2018","data.Quebec","data.15 to 24 years","data.Women+",24,7
"2018","data.Quebec","data.18 to 24 years","data.Total - Gender",24,10
"2018","data.Quebec","data.18 to 24 years","data.Men+",24,12
"2018","data.Quebec","data.18 to 24 years","data.Women+",24,9
"2018","data.Quebec","data.20 to 24 years","data.Total - Gender",24,11
"2018","data.Quebec","data.20 to 24 years","data.Men+",24,12
"2018","data.Quebec","data.20 to 24 years","data.Women+",24,10
"2018","data.Quebec","data.25 to 29 years","data.Total - Gender",24,11
"2018","data.Quebec","data.25 to 29 years","data.Men+",24,11
"2018","data.Quebec","data.25 to 29 years","data.Women+",24,11
"2018","data.Ontario","data.Total, 15 to 29 years","data.Total - Gender",35,12
"2018","data.Ontario","data.Total, 15 to 29 years","data.Men+",35,13
"2018","data.Ontario","data.Total, 15 to 29 years","data.Women+",35,12
"2018","data.Ontario","data.15 to 19 years","data.Total - Gender",35,6
"2018","data.Ontario","data.15 to 19 years","data.Men+",35,7
"2018","data.Ontario","data.15 to 19 years","data.Women+",35,5
"2018","data.Ontario","data.15 to 24 years","data.Total - Gender",35,10
"2018","data.Ontario","data.15 to 24 years","data.Men+",35,11
"2018","data.Ontario","data.15 to 24 years","data.Women+",35,8
"2018","data.Ontario","data.18 to 24 years","data.Total - Gender",35,12
"2018","data.Ontario","data.18 to 24 years","data.Men+",35,14
"2018","data.Ontario","data.18 to 24 years","data.Women+",35,10
"2018","data.Ontario","data.20 to 24 years","data.Total - Gender",35,13
"2018","data.Ontario","data.20 to 24 years","data.Men+",35,15
"2018","data.Ontario","data.20 to 24 years","data.Women+",35,11
"2018","data.Ontario","data.25 to 29 years","data.Total - Gender",35,16
"2018","data.Ontario","data.25 to 29 years","data.Men+",35,15
"2018","data.Ontario","data.25 to 29 years","data.Women+",35,18
"2018","data.Manitoba","data.Total, 15 to 29 years","data.Total - Gender",46,13
"2018","data.Manitoba","data.Total, 15 to 29 years","data.Men+",46,13
"2018","data.Manitoba","data.Total, 15 to 29 years","data.Women+",46,13
"2018","data.Manitoba","data.15 to 19 years","data.Total - Gender",46,7
"2018","data.Manitoba","data.15 to 19 years","data.Men+",46,8
"2018","data.Manitoba","data.15 to 19 years","data.Women+",46,6
"2018","data.Manitoba","data.15 to 24 years","data.Total - Gender",46,11
"2018","data.Manitoba","data.15 to 24 years","data.Men+",46,11
"2018","data.Manitoba","data.15 to 24 years","data.Women+",46,10
"2018","data.Manitoba","data.18 to 24 years","data.Total - Gender",46,14
"2018","data.Manitoba","data.18 to 24 years","data.Men+",46,14
"2018","data.Manitoba","data.18 to 24 years","data.Women+",46,13
"2018","data.Manitoba","data.20 to 24 years","data.Total - Gender",46,15
"2018","data.Manitoba","data.20 to 24 years","data.Men+",46,14
"2018","data.Manitoba","data.20 to 24 years","data.Women+",46,15
"2018","data.Manitoba","data.25 to 29 years","data.Total - Gender",46,16
"2018","data.Manitoba","data.25 to 29 years","data.Men+",46,15
"2018","data.Manitoba","data.25 to 29 years","data.Women+",46,18
"2018","data.Saskatchewan","data.Total, 15 to 29 years","data.Total - Gender",47,13
"2018","data.Saskatchewan","data.Total, 15 to 29 years","data.Men+",47,13
"2018","data.Saskatchewan","data.Total, 15 to 29 years","data.Women+",47,13
"2018","data.Saskatchewan","data.15 to 19 years","data.Total - Gender",47,8
"2018","data.Saskatchewan","data.15 to 19 years","data.Men+",47,8
"2018","data.Saskatchewan","data.15 to 19 years","data.Women+",47,7
"2018","data.Saskatchewan","data.15 to 24 years","data.Total - Gender",47,11
"2018","data.Saskatchewan","data.15 to 24 years","data.Men+",47,13
"2018","data.Saskatchewan","data.15 to 24 years","data.Women+",47,10
"2018","data.Saskatchewan","data.18 to 24 years","data.Total - Gender",47,14
"2018","data.Saskatchewan","data.18 to 24 years","data.Men+",47,16
"2018","data.Saskatchewan","data.18 to 24 years","data.Women+",47,12
"2018","data.Saskatchewan","data.20 to 24 years","data.Total - Gender",47,14
"2018","data.Saskatchewan","data.20 to 24 years","data.Men+",47,17
"2018","data.Saskatchewan","data.20 to 24 years","data.Women+",47,12
"2018","data.Saskatchewan","data.25 to 29 years","data.Total - Gender",47,16
"2018","data.Saskatchewan","data.25 to 29 years","data.Men+",47,14
"2018","data.Saskatchewan","data.25 to 29 years","data.Women+",47,18
"2018","data.Alberta","data.Total, 15 to 29 years","data.Total - Gender",48,13
"2018","data.Alberta","data.Total, 15 to 29 years","data.Men+",48,11
"2018","data.Alberta","data.Total, 15 to 29 years","data.Women+",48,14
"2018","data.Alberta","data.15 to 19 years","data.Total - Gender",48,7
"2018","data.Alberta","data.15 to 19 years","data.Men+",48,7
"2018","data.Alberta","data.15 to 19 years","data.Women+",48,6
"2018","data.Alberta","data.15 to 24 years","data.Total - Gender",48,11
"2018","data.Alberta","data.15 to 24 years","data.Men+",48,10
"2018","data.Alberta","data.15 to 24 years","data.Women+",48,11
"2018","data.Alberta","data.18 to 24 years","data.Total - Gender",48,13
"2018","data.Alberta","data.18 to 24 years","data.Men+",48,13
"2018","data.Alberta","data.18 to 24 years","data.Women+",48,14
"2018","data.Alberta","data.20 to 24 years","data.Total - Gender",48,14
"2018","data.Alberta","data.20 to 24 years","data.Men+",48,13
"2018","data.Alberta","data.20 to 24 years","data.Women+",48,16
"2018","data.Alberta","data.25 to 29 years","data.Total - Gender",48,16
"2018","data.Alberta","data.25 to 29 years","data.Men+",48,13
"2018","data.Alberta","data.25 to 29 years","data.Women+",48,19
"2018","data.British Columbia","data.Total, 15 to 29 years","data.Total - Gender",59,11
"2018","data.British Columbia","data.Total, 15 to 29 years","data.Men+",59,12
"2018","data.British Columbia","data.Total, 15 to 29 years","data.Women+",59,10
"2018","data.British Columbia","data.15 to 19 years","data.Total - Gender",59,6
"2018","data.British Columbia","data.15 to 19 years","data.Men+",59,8
"2018","data.British Columbia","data.15 to 19 years","data.Women+",59,5
"2018","data.British Columbia","data.15 to 24 years","data.Total - Gender",59,9
"2018","data.British Columbia","data.15 to 24 years","data.Men+",59,11
"2018","data.British Columbia","data.15 to 24 years","data.Women+",59,8
"2018","data.British Columbia","data.18 to 24 years","data.Total - Gender",59,11
"2018","data.British Columbia","data.18 to 24 years","data.Men+",59,13
"2018","data.British Columbia","data.18 to 24 years","data.Women+",59,9
"2018","data.British Columbia","data.20 to 24 years","data.Total - Gender",59,11
"2018","data.British Columbia","data.20 to 24 years","data.Men+",59,13
"2018","data.British Columbia","data.20 to 24 years","data.Women+",59,9
"2018","data.British Columbia","data.25 to 29 years","data.Total - Gender",59,14
"2018","data.British Columbia","data.25 to 29 years","data.Men+",59,14
"2018","data.British Columbia","data.25 to 29 years","data.Women+",59,15
"2018","data.Yukon","data.Total, 15 to 29 years","data.Total - Gender",60,15
"2018","data.Yukon","data.Total, 15 to 29 years","data.Men+",60,11
"2018","data.Yukon","data.Total, 15 to 29 years","data.Women+",60,19
"2018","data.Yukon","data.15 to 19 years","data.Total - Gender",60,
"2018","data.Yukon","data.15 to 19 years","data.Men+",60,
"2018","data.Yukon","data.15 to 19 years","data.Women+",60,
"2018","data.Yukon","data.15 to 24 years","data.Total - Gender",60,13
"2018","data.Yukon","data.15 to 24 years","data.Men+",60,12
"2018","data.Yukon","data.15 to 24 years","data.Women+",60,14
"2018","data.Yukon","data.18 to 24 years","data.Total - Gender",60,18
"2018","data.Yukon","data.18 to 24 years","data.Men+",60,
"2018","data.Yukon","data.18 to 24 years","data.Women+",60,18
"2018","data.Yukon","data.20 to 24 years","data.Total - Gender",60,20
"2018","data.Yukon","data.20 to 24 years","data.Men+",60,
"2018","data.Yukon","data.20 to 24 years","data.Women+",60,22
"2018","data.Yukon","data.25 to 29 years","data.Total - Gender",60,18
"2018","data.Yukon","data.25 to 29 years","data.Men+",60,
"2018","data.Yukon","data.25 to 29 years","data.Women+",60,26
"2018","data.Northwest Territories","data.Total, 15 to 29 years","data.Total - Gender",61,22
"2018","data.Northwest Territories","data.Total, 15 to 29 years","data.Men+",61,23
"2018","data.Northwest Territories","data.Total, 15 to 29 years","data.Women+",61,21
"2018","data.Northwest Territories","data.15 to 19 years","data.Total - Gender",61,10
"2018","data.Northwest Territories","data.15 to 19 years","data.Men+",61,
"2018","data.Northwest Territories","data.15 to 19 years","data.Women+",61,
"2018","data.Northwest Territories","data.15 to 24 years","data.Total - Gender",61,22
"2018","data.Northwest Territories","data.15 to 24 years","data.Men+",61,21
"2018","data.Northwest Territories","data.15 to 24 years","data.Women+",61,23
"2018","data.Northwest Territories","data.18 to 24 years","data.Total - Gender",61,30
"2018","data.Northwest Territories","data.18 to 24 years","data.Men+",61,29
"2018","data.Northwest Territories","data.18 to 24 years","data.Women+",61,31
"2018","data.Northwest Territories","data.20 to 24 years","data.Total - Gender",61,34
"2018","data.Northwest Territories","data.20 to 24 years","data.Men+",61,39
"2018","data.Northwest Territories","data.20 to 24 years","data.Women+",61,30
"2018","data.Northwest Territories","data.25 to 29 years","data.Total - Gender",61,22
"2018","data.Northwest Territories","data.25 to 29 years","data.Men+",61,26
"2018","data.Northwest Territories","data.25 to 29 years","data.Women+",61,18
"2018","data.Nunavut","data.Total, 15 to 29 years","data.Total - Gender",62,38
"2018","data.Nunavut","data.Total, 15 to 29 years","data.Men+",62,41
"2018","data.Nunavut","data.Total, 15 to 29 years","data.Women+",62,36
"2018","data.Nunavut","data.15 to 19 years","data.Total - Gender",62,27
"2018","data.Nunavut","data.15 to 19 years","data.Men+",62,
"2018","data.Nunavut","data.15 to 19 years","data.Women+",62,
"2018","data.Nunavut","data.15 to 24 years","data.Total - Gender",62,37
"2018","data.Nunavut","data.15 to 24 years","data.Men+",62,39
"2018","data.Nunavut","data.15 to 24 years","data.Women+",62,36
"2018","data.Nunavut","data.18 to 24 years","data.Total - Gender",62,48
"2018","data.Nunavut","data.18 to 24 years","data.Men+",62,48
"2018","data.Nunavut","data.18 to 24 years","data.Women+",62,48
"2018","data.Nunavut","data.20 to 24 years","data.Total - Gender",62,51
"2018","data.Nunavut","data.20 to 24 years","data.Men+",62,48
"2018","data.Nunavut","data.20 to 24 years","data.Women+",62,53
"2018","data.Nunavut","data.25 to 29 years","data.Total - Gender",62,41
"2018","data.Nunavut","data.25 to 29 years","data.Men+",62,45
"2018","data.Nunavut","data.25 to 29 years","data.Women+",62,35
"2019","data.Canada","data.Total, 15 to 29 years","data.Men+",,11
"2019","data.Canada","data.Total, 15 to 29 years","data.Women+",,10
"2019","data.Canada","data.15 to 19 years","data.Total - Gender",,6
"2019","data.Canada","data.15 to 19 years","data.Men+",,7
"2019","data.Canada","data.15 to 19 years","data.Women+",,5
"2019","data.Canada","data.15 to 24 years","data.Total - Gender",,9
"2019","data.Canada","data.15 to 24 years","data.Men+",,10
"2019","data.Canada","data.15 to 24 years","data.Women+",,8
"2019","data.Canada","data.18 to 24 years","data.Total - Gender",,12
"2019","data.Canada","data.18 to 24 years","data.Men+",,13
"2019","data.Canada","data.18 to 24 years","data.Women+",,10
"2019","data.Canada","data.20 to 24 years","data.Total - Gender",,12
"2019","data.Canada","data.20 to 24 years","data.Men+",,13
"2019","data.Canada","data.20 to 24 years","data.Women+",,11
"2019","data.Canada","data.25 to 29 years","data.Total - Gender",,14
"2019","data.Canada","data.25 to 29 years","data.Men+",,13
"2019","data.Canada","data.25 to 29 years","data.Women+",,15
"2019","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Total - Gender",10,17
"2019","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Men+",10,21
"2019","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Women+",10,13
"2019","data.Newfoundland and Labrador","data.15 to 19 years","data.Total - Gender",10,9
"2019","data.Newfoundland and Labrador","data.15 to 19 years","data.Men+",10,13
"2019","data.Newfoundland and Labrador","data.15 to 19 years","data.Women+",10,
"2019","data.Newfoundland and Labrador","data.15 to 24 years","data.Total - Gender",10,14
"2019","data.Newfoundland and Labrador","data.15 to 24 years","data.Men+",10,17
"2019","data.Newfoundland and Labrador","data.15 to 24 years","data.Women+",10,10
"2019","data.Newfoundland and Labrador","data.18 to 24 years","data.Total - Gender",10,17
"2019","data.Newfoundland and Labrador","data.18 to 24 years","data.Men+",10,21
"2019","data.Newfoundland and Labrador","data.18 to 24 years","data.Women+",10,13
"2019","data.Newfoundland and Labrador","data.20 to 24 years","data.Total - Gender",10,18
"2019","data.Newfoundland and Labrador","data.20 to 24 years","data.Men+",10,21
"2019","data.Newfoundland and Labrador","data.20 to 24 years","data.Women+",10,15
"2019","data.Newfoundland and Labrador","data.25 to 29 years","data.Total - Gender",10,23
"2019","data.Newfoundland and Labrador","data.25 to 29 years","data.Men+",10,29
"2019","data.Newfoundland and Labrador","data.25 to 29 years","data.Women+",10,18
"2019","data.Prince Edward Island","data.Total, 15 to 29 years","data.Total - Gender",11,12
"2019","data.Prince Edward Island","data.Total, 15 to 29 years","data.Men+",11,15
"2019","data.Prince Edward Island","data.Total, 15 to 29 years","data.Women+",11,10
"2019","data.Prince Edward Island","data.15 to 19 years","data.Total - Gender",11,6
"2019","data.Prince Edward Island","data.15 to 19 years","data.Men+",11,9
"2019","data.Prince Edward Island","data.15 to 19 years","data.Women+",11,
"2019","data.Prince Edward Island","data.15 to 24 years","data.Total - Gender",11,10
"2019","data.Prince Edward Island","data.15 to 24 years","data.Men+",11,13
"2019","data.Prince Edward Island","data.15 to 24 years","data.Women+",11,6
"2019","data.Prince Edward Island","data.18 to 24 years","data.Total - Gender",11,13
"2019","data.Prince Edward Island","data.18 to 24 years","data.Men+",11,17
"2019","data.Prince Edward Island","data.18 to 24 years","data.Women+",11,9
"2019","data.Prince Edward Island","data.20 to 24 years","data.Total - Gender",11,13
"2019","data.Prince Edward Island","data.20 to 24 years","data.Men+",11,17
"2019","data.Prince Edward Island","data.20 to 24 years","data.Women+",11,9
"2019","data.Prince Edward Island","data.25 to 29 years","data.Total - Gender",11,18
"2019","data.Prince Edward Island","data.25 to 29 years","data.Men+",11,17
"2019","data.Prince Edward Island","data.25 to 29 years","data.Women+",11,18
"2019","data.Nova Scotia","data.Total, 15 to 29 years","data.Total - Gender",12,13
"2019","data.Nova Scotia","data.Total, 15 to 29 years","data.Men+",12,15
"2019","data.Nova Scotia","data.Total, 15 to 29 years","data.Women+",12,12
"2019","data.Nova Scotia","data.15 to 19 years","data.Total - Gender",12,5
"2019","data.Nova Scotia","data.15 to 19 years","data.Men+",12,7
"2019","data.Nova Scotia","data.15 to 19 years","data.Women+",12,
"2019","data.Nova Scotia","data.15 to 24 years","data.Total - Gender",12,11
"2019","data.Nova Scotia","data.15 to 24 years","data.Men+",12,12
