"Year","Units","Geography","Economic family type","GeoCode","Value"
"2016","2023 constant dollars","Alberta","Couples with other relatives",48,173900
"2016","2023 constant dollars","Alberta","Lone-parent families",48,84800
"2016","2023 constant dollars","Alberta","Male lone-parent families",48,93600
"2016","2023 constant dollars","Alberta","Female lone-parent families",48,68700
"2016","2023 constant dollars","Alberta","Other non-senior families",48,114800
"2016","2023 constant dollars","Alberta","Persons not in an economic family",48,43000
"2016","2023 constant dollars","Alberta","Seniors not in an economic family",48,32200
"2016","2023 constant dollars","Alberta","Senior males not in an economic family",48,31100
"2016","2023 constant dollars","Alberta","Senior females not in an economic family",48,32400
"2016","2023 constant dollars","Alberta","Non-seniors not in an economic family",48,47800
"2016","2023 constant dollars","Alberta","Non-senior males not in an economic family",48,53400
"2016","2023 constant dollars","Alberta","Non-senior females not in an economic family",48,43900
"2016","2023 constant dollars","British Columbia","Economic families and persons not in an economic family",59,67300
"2016","2023 constant dollars","British Columbia","Economic families",59,99700
"2016","2023 constant dollars","British Columbia","Senior families",59,74500
"2016","2023 constant dollars","British Columbia","Senior couples",59,75200
"2016","2023 constant dollars","British Columbia","Other senior families",59,72500
"2016","2023 constant dollars","British Columbia","Non-senior families",59,106400
"2016","2023 constant dollars","British Columbia","Couples",59,96200
"2016","2023 constant dollars","British Columbia","Couples with children",59,120500
"2016","2023 constant dollars","British Columbia","Couples with other relatives",59,151100
"2016","2023 constant dollars","British Columbia","Lone-parent families",59,46300
"2016","2023 constant dollars","British Columbia","Male lone-parent families",59,60600
"2016","2023 constant dollars","British Columbia","Female lone-parent families",59,41800
"2016","2023 constant dollars","British Columbia","Other non-senior families",59,87500
"2016","2023 constant dollars","British Columbia","Persons not in an economic family",59,34000
"2016","2023 constant dollars","British Columbia","Seniors not in an economic family",59,33300
"2016","2023 constant dollars","British Columbia","Senior males not in an economic family",59,33900
"2016","2023 constant dollars","British Columbia","Senior females not in an economic family",59,31600
"2016","2023 constant dollars","British Columbia","Non-seniors not in an economic family",59,34300
"2016","2023 constant dollars","British Columbia","Non-senior males not in an economic family",59,35500
"2016","2023 constant dollars","British Columbia","Non-senior females not in an economic family",59,33300
"2016","2023 constant dollars","Québec, Quebec","Economic families and persons not in an economic family",,63300
"2016","2023 constant dollars","Québec, Quebec","Economic families",,95100
"2016","2023 constant dollars","Québec, Quebec","Senior families",,65500
"2016","2023 constant dollars","Québec, Quebec","Senior couples",,60500
"2016","2023 constant dollars","Québec, Quebec","Other senior families",,
"2016","2023 constant dollars","Québec, Quebec","Non-senior families",,104700
"2016","2023 constant dollars","Québec, Quebec","Couples",,87400
"2016","2023 constant dollars","Québec, Quebec","Couples with children",,125600
"2016","2023 constant dollars","Québec, Quebec","Couples with other relatives",,
"2016","2023 constant dollars","Québec, Quebec","Lone-parent families",,61500
"2016","2023 constant dollars","Québec, Quebec","Male lone-parent families",,
"2016","2023 constant dollars","Québec, Quebec","Female lone-parent families",,58300
"2016","2023 constant dollars","Québec, Quebec","Other non-senior families",,
"2016","2023 constant dollars","Québec, Quebec","Persons not in an economic family",,34900
"2016","2023 constant dollars","Québec, Quebec","Seniors not in an economic family",,29100
"2016","2023 constant dollars","Québec, Quebec","Senior males not in an economic family",,30300
"2016","2023 constant dollars","Québec, Quebec","Senior females not in an economic family",,28000
"2016","2023 constant dollars","Québec, Quebec","Non-seniors not in an economic family",,37500
"2016","2023 constant dollars","Québec, Quebec","Non-senior males not in an economic family",,37300
"2016","2023 constant dollars","Québec, Quebec","Non-senior females not in an economic family",,39100
"2016","2023 constant dollars","Montréal, Quebec","Economic families and persons not in an economic family",,60900
"2016","2023 constant dollars","Montréal, Quebec","Economic families",,90600
"2016","2023 constant dollars","Montréal, Quebec","Senior families",,64300
"2016","2023 constant dollars","Montréal, Quebec","Senior couples",,66100
"2016","2023 constant dollars","Montréal, Quebec","Other senior families",,56300
"2016","2023 constant dollars","Montréal, Quebec","Non-senior families",,96700
"2016","2023 constant dollars","Montréal, Quebec","Couples",,91300
"2016","2023 constant dollars","Montréal, Quebec","Couples with children",,109600
"2016","2023 constant dollars","Montréal, Quebec","Couples with other relatives",,130400
"2016","2023 constant dollars","Montréal, Quebec","Lone-parent families",,64300
"2016","2023 constant dollars","Montréal, Quebec","Male lone-parent families",,
"2016","2023 constant dollars","Montréal, Quebec","Female lone-parent families",,64300
"2016","2023 constant dollars","Montréal, Quebec","Other non-senior families",,73900
"2016","2023 constant dollars","Montréal, Quebec","Persons not in an economic family",,35900
"2016","2023 constant dollars","Montréal, Quebec","Seniors not in an economic family",,30800
"2016","2023 constant dollars","Montréal, Quebec","Senior males not in an economic family",,28700
"2016","2023 constant dollars","Montréal, Quebec","Senior females not in an economic family",,30800
"2016","2023 constant dollars","Montréal, Quebec","Non-seniors not in an economic family",,39300
"2016","2023 constant dollars","Montréal, Quebec","Non-senior males not in an economic family",,39600
"2016","2023 constant dollars","Montréal, Quebec","Non-senior females not in an economic family",,39300
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Economic families and persons not in an economic family",,80000
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Economic families",,112800
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior families",,92200
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior couples",,90400
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Other senior families",,127300
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior families",,119300
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples",,109200
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples with children",,127300
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples with other relatives",,156600
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Lone-parent families",,57800
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Male lone-parent families",,
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Female lone-parent families",,56600
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Other non-senior families",,84800
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Persons not in an economic family",,42000
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Seniors not in an economic family",,43600
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior males not in an economic family",,48400
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior females not in an economic family",,38200
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-seniors not in an economic family",,41300
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior males not in an economic family",,41400
"2016","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior females not in an economic family",,40000
"2016","2023 constant dollars","Toronto, Ontario","Economic families and persons not in an economic family",,72000
"2016","2023 constant dollars","Toronto, Ontario","Economic families",,101400
"2016","2023 constant dollars","Toronto, Ontario","Senior families",,70100
"2016","2023 constant dollars","Toronto, Ontario","Senior couples",,67300
"2016","2023 constant dollars","Toronto, Ontario","Other senior families",,75300
"2016","2023 constant dollars","Toronto, Ontario","Non-senior families",,110400
"2016","2023 constant dollars","Toronto, Ontario","Couples",,101500
"2016","2023 constant dollars","Toronto, Ontario","Couples with children",,112700
"2016","2023 constant dollars","Toronto, Ontario","Couples with other relatives",,141900
"2016","2023 constant dollars","Toronto, Ontario","Lone-parent families",,46300
"2016","2023 constant dollars","Toronto, Ontario","Male lone-parent families",,
"2016","2023 constant dollars","Toronto, Ontario","Female lone-parent families",,46300
"2016","2023 constant dollars","Toronto, Ontario","Other non-senior families",,106200
"2016","2023 constant dollars","Toronto, Ontario","Persons not in an economic family",,35400
"2016","2023 constant dollars","Toronto, Ontario","Seniors not in an economic family",,33600
"2016","2023 constant dollars","Toronto, Ontario","Senior males not in an economic family",,32000
"2016","2023 constant dollars","Toronto, Ontario","Senior females not in an economic family",,35000
"2016","2023 constant dollars","Toronto, Ontario","Non-seniors not in an economic family",,36100
"2016","2023 constant dollars","Toronto, Ontario","Non-senior males not in an economic family",,38800
"2016","2023 constant dollars","Toronto, Ontario","Non-senior females not in an economic family",,32600
"2016","2023 constant dollars","Winnipeg, Manitoba","Economic families and persons not in an economic family",,70000
"2016","2023 constant dollars","Winnipeg, Manitoba","Economic families",,94600
"2016","2023 constant dollars","Winnipeg, Manitoba","Senior families",,81500
"2016","2023 constant dollars","Winnipeg, Manitoba","Senior couples",,80200
"2016","2023 constant dollars","Winnipeg, Manitoba","Other senior families",,87500
"2016","2023 constant dollars","Winnipeg, Manitoba","Non-senior families",,98100
"2016","2023 constant dollars","Winnipeg, Manitoba","Couples",,86700
"2016","2023 constant dollars","Winnipeg, Manitoba","Couples with children",,108800
"2016","2023 constant dollars","Winnipeg, Manitoba","Couples with other relatives",,142900
"2016","2023 constant dollars","Winnipeg, Manitoba","Lone-parent families",,53600
"2016","2023 constant dollars","Winnipeg, Manitoba","Male lone-parent families",,
"2016","2023 constant dollars","Winnipeg, Manitoba","Female lone-parent families",,48900
"2016","2023 constant dollars","Winnipeg, Manitoba","Other non-senior families",,80400
"2016","2023 constant dollars","Winnipeg, Manitoba","Persons not in an economic family",,38600
"2016","2023 constant dollars","Winnipeg, Manitoba","Seniors not in an economic family",,40600
"2016","2023 constant dollars","Winnipeg, Manitoba","Senior males not in an economic family",,45000
"2016","2023 constant dollars","Winnipeg, Manitoba","Senior females not in an economic family",,37000
"2016","2023 constant dollars","Winnipeg, Manitoba","Non-seniors not in an economic family",,38000
"2016","2023 constant dollars","Winnipeg, Manitoba","Non-senior males not in an economic family",,36500
"2016","2023 constant dollars","Winnipeg, Manitoba","Non-senior females not in an economic family",,40000
"2016","2023 constant dollars","Calgary, Alberta","Economic families and persons not in an economic family",,83200
"2016","2023 constant dollars","Calgary, Alberta","Economic families",,111000
"2016","2023 constant dollars","Calgary, Alberta","Senior families",,94900
"2016","2023 constant dollars","Calgary, Alberta","Senior couples",,95500
"2016","2023 constant dollars","Calgary, Alberta","Other senior families",,
"2016","2023 constant dollars","Calgary, Alberta","Non-senior families",,112000
"2016","2023 constant dollars","Calgary, Alberta","Couples",,92500
"2016","2023 constant dollars","Calgary, Alberta","Couples with children",,113900
"2016","2023 constant dollars","Calgary, Alberta","Couples with other relatives",,179300
"2016","2023 constant dollars","Calgary, Alberta","Lone-parent families",,85100
"2016","2023 constant dollars","Calgary, Alberta","Male lone-parent families",,
"2016","2023 constant dollars","Calgary, Alberta","Female lone-parent families",,
"2016","2023 constant dollars","Calgary, Alberta","Other non-senior families",,121800
"2016","2023 constant dollars","Calgary, Alberta","Persons not in an economic family",,44900
"2016","2023 constant dollars","Calgary, Alberta","Seniors not in an economic family",,30900
"2016","2023 constant dollars","Calgary, Alberta","Senior males not in an economic family",,
"2016","2023 constant dollars","Calgary, Alberta","Senior females not in an economic family",,35900
"2016","2023 constant dollars","Calgary, Alberta","Non-seniors not in an economic family",,53400
"2016","2023 constant dollars","Calgary, Alberta","Non-senior males not in an economic family",,54500
"2016","2023 constant dollars","Calgary, Alberta","Non-senior females not in an economic family",,47800
"2016","2023 constant dollars","Edmonton, Alberta","Economic families and persons not in an economic family",,101700
"2016","2023 constant dollars","Edmonton, Alberta","Economic families",,127500
"2016","2023 constant dollars","Edmonton, Alberta","Senior families",,92500
"2016","2023 constant dollars","Edmonton, Alberta","Senior couples",,86300
"2016","2023 constant dollars","Edmonton, Alberta","Other senior families",,
"2016","2023 constant dollars","Edmonton, Alberta","Non-senior families",,133300
"2016","2023 constant dollars","Edmonton, Alberta","Couples",,112200
"2016","2023 constant dollars","Edmonton, Alberta","Couples with children",,140700
"2016","2023 constant dollars","Edmonton, Alberta","Couples with other relatives",,173900
"2016","2023 constant dollars","Edmonton, Alberta","Lone-parent families",,86500
"2016","2023 constant dollars","Edmonton, Alberta","Male lone-parent families",,
"2016","2023 constant dollars","Edmonton, Alberta","Female lone-parent families",,88600
"2016","2023 constant dollars","Edmonton, Alberta","Other non-senior families",,125300
"2016","2023 constant dollars","Edmonton, Alberta","Persons not in an economic family",,46700
"2016","2023 constant dollars","Edmonton, Alberta","Seniors not in an economic family",,36200
"2016","2023 constant dollars","Edmonton, Alberta","Senior males not in an economic family",,
"2016","2023 constant dollars","Edmonton, Alberta","Senior females not in an economic family",,36400
"2016","2023 constant dollars","Edmonton, Alberta","Non-seniors not in an economic family",,49700
"2016","2023 constant dollars","Edmonton, Alberta","Non-senior males not in an economic family",,53600
"2016","2023 constant dollars","Edmonton, Alberta","Non-senior females not in an economic family",,46500
"2016","2023 constant dollars","Vancouver, British Columbia","Economic families and persons not in an economic family",,78100
"2016","2023 constant dollars","Vancouver, British Columbia","Economic families",,104800
"2016","2023 constant dollars","Vancouver, British Columbia","Senior families",,89900
"2016","2023 constant dollars","Vancouver, British Columbia","Senior couples",,92000
"2016","2023 constant dollars","Vancouver, British Columbia","Other senior families",,
"2016","2023 constant dollars","Vancouver, British Columbia","Non-senior families",,109200
"2016","2023 constant dollars","Vancouver, British Columbia","Couples",,97400
"2016","2023 constant dollars","Vancouver, British Columbia","Couples with children",,119500
"2016","2023 constant dollars","Vancouver, British Columbia","Couples with other relatives",,148300
"2016","2023 constant dollars","Vancouver, British Columbia","Lone-parent families",,40400
"2016","2023 constant dollars","Vancouver, British Columbia","Male lone-parent families",,
"2016","2023 constant dollars","Vancouver, British Columbia","Female lone-parent families",,40300
"2016","2023 constant dollars","Vancouver, British Columbia","Other non-senior families",,88900
"2016","2023 constant dollars","Vancouver, British Columbia","Persons not in an economic family",,39400
"2016","2023 constant dollars","Vancouver, British Columbia","Seniors not in an economic family",,33800
"2016","2023 constant dollars","Vancouver, British Columbia","Senior males not in an economic family",,47500
"2016","2023 constant dollars","Vancouver, British Columbia","Senior females not in an economic family",,30900
"2016","2023 constant dollars","Vancouver, British Columbia","Non-seniors not in an economic family",,40500
"2016","2023 constant dollars","Vancouver, British Columbia","Non-senior males not in an economic family",,44400
"2016","2023 constant dollars","Vancouver, British Columbia","Non-senior females not in an economic family",,37700
"2017","2023 constant dollars","Canada","Economic families",,98300
"2017","2023 constant dollars","Canada","Senior families",,73700
"2017","2023 constant dollars","Canada","Senior couples",,71700
"2017","2023 constant dollars","Canada","Other senior families",,81100
"2017","2023 constant dollars","Canada","Non-senior families",,105300
"2017","2023 constant dollars","Canada","Couples",,95300
"2017","2023 constant dollars","Canada","Couples with children",,117300
"2017","2023 constant dollars","Canada","Couples with other relatives",,145600
"2017","2023 constant dollars","Canada","Lone-parent families",,60500
"2017","2023 constant dollars","Canada","Male lone-parent families",,75400
"2017","2023 constant dollars","Canada","Female lone-parent families",,57500
"2017","2023 constant dollars","Canada","Other non-senior families",,86300
"2017","2023 constant dollars","Canada","Persons not in an economic family",,36200
"2017","2023 constant dollars","Canada","Seniors not in an economic family",,33100
"2017","2023 constant dollars","Canada","Senior males not in an economic family",,34800
"2017","2023 constant dollars","Canada","Senior females not in an economic family",,32200
"2017","2023 constant dollars","Canada","Non-seniors not in an economic family",,37900
"2017","2023 constant dollars","Canada","Non-senior males not in an economic family",,39900
"2017","2023 constant dollars","Canada","Non-senior females not in an economic family",,35900
"2017","2023 constant dollars","Atlantic provinces","Economic families and persons not in an economic family",,61800
"2017","2023 constant dollars","Atlantic provinces","Economic families",,84200
"2017","2023 constant dollars","Atlantic provinces","Senior families",,64100
"2017","2023 constant dollars","Atlantic provinces","Senior couples",,63900
"2017","2023 constant dollars","Atlantic provinces","Other senior families",,65000
"2017","2023 constant dollars","Atlantic provinces","Non-senior families",,92300
"2017","2023 constant dollars","Atlantic provinces","Couples",,84700
"2017","2023 constant dollars","Atlantic provinces","Couples with children",,111700
"2017","2023 constant dollars","Atlantic provinces","Couples with other relatives",,126800
"2017","2023 constant dollars","Atlantic provinces","Lone-parent families",,54800
"2017","2023 constant dollars","Atlantic provinces","Male lone-parent families",,72400
"2017","2023 constant dollars","Atlantic provinces","Female lone-parent families",,51900
"2017","2023 constant dollars","Atlantic provinces","Other non-senior families",,74400
"2017","2023 constant dollars","Atlantic provinces","Persons not in an economic family",,32100
"2017","2023 constant dollars","Atlantic provinces","Seniors not in an economic family",,31100
"2017","2023 constant dollars","Atlantic provinces","Senior males not in an economic family",,32300
"2017","2023 constant dollars","Atlantic provinces","Senior females not in an economic family",,30300
"2017","2023 constant dollars","Atlantic provinces","Non-seniors not in an economic family",,33100
"2017","2023 constant dollars","Atlantic provinces","Non-senior males not in an economic family",,35700
"2017","2023 constant dollars","Atlantic provinces","Non-senior females not in an economic family",,29300
"2017","2023 constant dollars","Newfoundland and Labrador","Economic families and persons not in an economic family",10,65300
"2017","2023 constant dollars","Newfoundland and Labrador","Economic families",10,86300
"2017","2023 constant dollars","Newfoundland and Labrador","Senior families",10,59200
"2017","2023 constant dollars","Newfoundland and Labrador","Senior couples",10,58100
"2017","2023 constant dollars","Newfoundland and Labrador","Other senior families",10,64100
"2017","2023 constant dollars","Newfoundland and Labrador","Non-senior families",10,96900
"2017","2023 constant dollars","Newfoundland and Labrador","Couples",10,86300
"2017","2023 constant dollars","Newfoundland and Labrador","Couples with children",10,125200
"2017","2023 constant dollars","Newfoundland and Labrador","Couples with other relatives",10,141900
"2017","2023 constant dollars","Newfoundland and Labrador","Lone-parent families",10,48400
"2017","2023 constant dollars","Newfoundland and Labrador","Male lone-parent families",10,
"2017","2023 constant dollars","Newfoundland and Labrador","Female lone-parent families",10,45700
"2017","2023 constant dollars","Newfoundland and Labrador","Other non-senior families",10,77700
"2017","2023 constant dollars","Newfoundland and Labrador","Persons not in an economic family",10,29100
"2017","2023 constant dollars","Newfoundland and Labrador","Seniors not in an economic family",10,29500
"2017","2023 constant dollars","Newfoundland and Labrador","Senior males not in an economic family",10,30200
"2017","2023 constant dollars","Newfoundland and Labrador","Senior females not in an economic family",10,29000
"2017","2023 constant dollars","Newfoundland and Labrador","Non-seniors not in an economic family",10,28900
"2017","2023 constant dollars","Newfoundland and Labrador","Non-senior males not in an economic family",10,31900
"2017","2023 constant dollars","Newfoundland and Labrador","Non-senior females not in an economic family",10,22500
"2017","2023 constant dollars","Prince Edward Island","Economic families and persons not in an economic family",11,59900
"2017","2023 constant dollars","Prince Edward Island","Economic families",11,83200
"2017","2023 constant dollars","Prince Edward Island","Senior families",11,73800
"2017","2023 constant dollars","Prince Edward Island","Senior couples",11,69700
"2017","2023 constant dollars","Prince Edward Island","Other senior families",11,
"2017","2023 constant dollars","Prince Edward Island","Non-senior families",11,88200
"2017","2023 constant dollars","Prince Edward Island","Couples",11,77300
"2017","2023 constant dollars","Prince Edward Island","Couples with children",11,98900
"2017","2023 constant dollars","Prince Edward Island","Couples with other relatives",11,143400
"2017","2023 constant dollars","Prince Edward Island","Lone-parent families",11,55300
"2017","2023 constant dollars","Prince Edward Island","Male lone-parent families",11,
"2017","2023 constant dollars","Prince Edward Island","Female lone-parent families",11,52300
"2017","2023 constant dollars","Prince Edward Island","Other non-senior families",11,70900
"2017","2023 constant dollars","Prince Edward Island","Persons not in an economic family",11,30200
"2017","2023 constant dollars","Prince Edward Island","Seniors not in an economic family",11,29200
"2017","2023 constant dollars","Prince Edward Island","Senior males not in an economic family",11,24900
"2017","2023 constant dollars","Prince Edward Island","Senior females not in an economic family",11,30700
"2017","2023 constant dollars","Prince Edward Island","Non-seniors not in an economic family",11,30800
"2017","2023 constant dollars","Prince Edward Island","Non-senior males not in an economic family",11,32600
"2017","2023 constant dollars","Prince Edward Island","Non-senior females not in an economic family",11,30700
"2017","2023 constant dollars","Nova Scotia","Economic families and persons not in an economic family",12,60300
"2017","2023 constant dollars","Nova Scotia","Economic families",12,84300
"2017","2023 constant dollars","Nova Scotia","Senior families",12,67200
"2017","2023 constant dollars","Nova Scotia","Senior couples",12,66700
"2017","2023 constant dollars","Nova Scotia","Other senior families",12,69600
"2017","2023 constant dollars","Nova Scotia","Non-senior families",12,91900
"2017","2023 constant dollars","Nova Scotia","Couples",12,87200
"2017","2023 constant dollars","Nova Scotia","Couples with children",12,108900
"2017","2023 constant dollars","Nova Scotia","Couples with other relatives",12,120000
"2017","2023 constant dollars","Nova Scotia","Lone-parent families",12,58000
"2017","2023 constant dollars","Nova Scotia","Male lone-parent families",12,79700
"2017","2023 constant dollars","Nova Scotia","Female lone-parent families",12,55300
"2017","2023 constant dollars","Nova Scotia","Other non-senior families",12,72600
"2017","2023 constant dollars","Nova Scotia","Persons not in an economic family",12,33600
"2017","2023 constant dollars","Nova Scotia","Seniors not in an economic family",12,33900
"2017","2023 constant dollars","Nova Scotia","Senior males not in an economic family",12,32600
"2017","2023 constant dollars","Nova Scotia","Senior females not in an economic family",12,34100
"2017","2023 constant dollars","Nova Scotia","Non-seniors not in an economic family",12,33600
"2017","2023 constant dollars","Nova Scotia","Non-senior males not in an economic family",12,36400
"2017","2023 constant dollars","Nova Scotia","Non-senior females not in an economic family",12,28600
"2017","2023 constant dollars","New Brunswick","Economic families and persons not in an economic family",13,62200
"2017","2023 constant dollars","New Brunswick","Economic families",13,83100
"2017","2023 constant dollars","New Brunswick","Senior families",13,63900
"2017","2023 constant dollars","New Brunswick","Senior couples",13,64700
"2017","2023 constant dollars","New Brunswick","Other senior families",13,63500
"2017","2023 constant dollars","New Brunswick","Non-senior families",13,90800
"2017","2023 constant dollars","New Brunswick","Couples",13,82200
"2017","2023 constant dollars","New Brunswick","Couples with children",13,108800
"2017","2023 constant dollars","New Brunswick","Couples with other relatives",13,126700
"2017","2023 constant dollars","New Brunswick","Lone-parent families",13,52100
"2017","2023 constant dollars","New Brunswick","Male lone-parent families",13,
"2017","2023 constant dollars","New Brunswick","Female lone-parent families",13,47000
"2017","2023 constant dollars","New Brunswick","Other non-senior families",13,74400
"2017","2023 constant dollars","New Brunswick","Persons not in an economic family",13,32800
"2017","2023 constant dollars","New Brunswick","Seniors not in an economic family",13,29800
"2017","2023 constant dollars","New Brunswick","Senior males not in an economic family",13,32300
"2017","2023 constant dollars","New Brunswick","Senior females not in an economic family",13,29300
"2017","2023 constant dollars","New Brunswick","Non-seniors not in an economic family",13,34700
"2017","2023 constant dollars","New Brunswick","Non-senior males not in an economic family",13,37000
"2017","2023 constant dollars","New Brunswick","Non-senior females not in an economic family",13,32200
"2017","2023 constant dollars","Quebec","Economic families and persons not in an economic family",24,61700
"2017","2023 constant dollars","Quebec","Economic families",24,88600
"2017","2023 constant dollars","Quebec","Senior families",24,64000
"2017","2023 constant dollars","Quebec","Senior couples",24,62400
"2017","2023 constant dollars","Quebec","Other senior families",24,71000
"2017","2023 constant dollars","Quebec","Non-senior families",24,96400
"2017","2023 constant dollars","Quebec","Couples",24,82900
"2017","2023 constant dollars","Quebec","Couples with children",24,110200
"2017","2023 constant dollars","Quebec","Couples with other relatives",24,137000
"2017","2023 constant dollars","Quebec","Lone-parent families",24,63300
"2017","2023 constant dollars","Quebec","Male lone-parent families",24,67700
"2017","2023 constant dollars","Quebec","Female lone-parent families",24,62200
"2017","2023 constant dollars","Quebec","Other non-senior families",24,79500
"2017","2023 constant dollars","Quebec","Persons not in an economic family",24,34100
"2017","2023 constant dollars","Quebec","Seniors not in an economic family",24,28700
"2017","2023 constant dollars","Quebec","Senior males not in an economic family",24,31900
"2017","2023 constant dollars","Quebec","Senior females not in an economic family",24,27500
"2017","2023 constant dollars","Quebec","Non-seniors not in an economic family",24,37300
"2017","2023 constant dollars","Quebec","Non-senior males not in an economic family",24,38400
"2017","2023 constant dollars","Quebec","Non-senior females not in an economic family",24,35200
"2017","2023 constant dollars","Ontario","Economic families and persons not in an economic family",35,73900
"2017","2023 constant dollars","Ontario","Economic families",35,101300
"2017","2023 constant dollars","Ontario","Senior families",35,77800
"2017","2023 constant dollars","Ontario","Senior couples",35,76800
"2017","2023 constant dollars","Ontario","Other senior families",35,86100
"2017","2023 constant dollars","Ontario","Non-senior families",35,107500
"2017","2023 constant dollars","Ontario","Couples",35,101400
"2017","2023 constant dollars","Ontario","Couples with children",35,118000
"2017","2023 constant dollars","Ontario","Couples with other relatives",35,146100
"2017","2023 constant dollars","Ontario","Lone-parent families",35,59300
"2017","2023 constant dollars","Ontario","Male lone-parent families",35,78100
"2017","2023 constant dollars","Ontario","Female lone-parent families",35,56600
"2017","2023 constant dollars","Ontario","Other non-senior families",35,87800
"2017","2023 constant dollars","Ontario","Persons not in an economic family",35,37100
"2017","2023 constant dollars","Ontario","Seniors not in an economic family",35,35800
"2017","2023 constant dollars","Ontario","Senior males not in an economic family",35,37200
"2017","2023 constant dollars","Ontario","Senior females not in an economic family",35,35300
"2017","2023 constant dollars","Ontario","Non-seniors not in an economic family",35,37900
"2017","2023 constant dollars","Ontario","Non-senior males not in an economic family",35,39000
"2017","2023 constant dollars","Ontario","Non-senior females not in an economic family",35,37100
"2017","2023 constant dollars","Prairie provinces","Economic families and persons not in an economic family",,80800
"2017","2023 constant dollars","Prairie provinces","Economic families",,110300
"2017","2023 constant dollars","Prairie provinces","Senior families",,81000
"2017","2023 constant dollars","Prairie provinces","Senior couples",,77200
"2017","2023 constant dollars","Prairie provinces","Other senior families",,103100
"2017","2023 constant dollars","Prairie provinces","Non-senior families",,117700
"2017","2023 constant dollars","Prairie provinces","Couples",,106700
"2017","2023 constant dollars","Prairie provinces","Couples with children",,123800
"2017","2023 constant dollars","Prairie provinces","Couples with other relatives",,161500
"2017","2023 constant dollars","Prairie provinces","Lone-parent families",,64300
"2017","2023 constant dollars","Prairie provinces","Male lone-parent families",,88400
"2017","2023 constant dollars","Prairie provinces","Female lone-parent families",,59400
"2017","2023 constant dollars","Prairie provinces","Other non-senior families",,105300
"2017","2023 constant dollars","Prairie provinces","Persons not in an economic family",,41500
"2017","2023 constant dollars","Prairie provinces","Seniors not in an economic family",,36200
"2017","2023 constant dollars","Prairie provinces","Senior males not in an economic family",,36700
"2017","2023 constant dollars","Prairie provinces","Senior females not in an economic family",,36000
"2017","2023 constant dollars","Prairie provinces","Non-seniors not in an economic family",,44000
"2017","2023 constant dollars","Prairie provinces","Non-senior males not in an economic family",,47000
"2017","2023 constant dollars","Prairie provinces","Non-senior females not in an economic family",,40400
"2017","2023 constant dollars","Manitoba","Economic families and persons not in an economic family",46,70900
"2017","2023 constant dollars","Manitoba","Economic families",46,95300
"2017","2023 constant dollars","Manitoba","Senior families",46,72100
"2017","2023 constant dollars","Manitoba","Senior couples",46,69100
"2017","2023 constant dollars","Manitoba","Other senior families",46,84800
"2017","2023 constant dollars","Manitoba","Non-senior families",46,101400
"2017","2023 constant dollars","Manitoba","Couples",46,94500
"2017","2023 constant dollars","Manitoba","Couples with children",46,105700
"2017","2023 constant dollars","Manitoba","Couples with other relatives",46,152400
"2017","2023 constant dollars","Manitoba","Lone-parent families",46,58800
"2017","2023 constant dollars","Manitoba","Male lone-parent families",46,78000
"2017","2023 constant dollars","Manitoba","Female lone-parent families",46,53600
"2017","2023 constant dollars","Manitoba","Other non-senior families",46,86400
"2017","2023 constant dollars","Manitoba","Persons not in an economic family",46,35900
"2017","2023 constant dollars","Manitoba","Seniors not in an economic family",46,34300
"2017","2023 constant dollars","Manitoba","Senior males not in an economic family",46,35300
"2017","2023 constant dollars","Manitoba","Senior females not in an economic family",46,34000
"2017","2023 constant dollars","Manitoba","Non-seniors not in an economic family",46,37100
"2017","2023 constant dollars","Manitoba","Non-senior males not in an economic family",46,37500
"2017","2023 constant dollars","Manitoba","Non-senior females not in an economic family",46,35800
"2017","2023 constant dollars","Saskatchewan","Economic families and persons not in an economic family",47,75300
"2017","2023 constant dollars","Saskatchewan","Economic families",47,104700
"2017","2023 constant dollars","Saskatchewan","Senior families",47,74100
