"Year","data.Geography","data.Economic family type","GeoCode","Value"
"2017","data.Nova Scotia","data.Economic families",12,81200
"2017","data.Nova Scotia","data.Elderly families",12,64600
"2017","data.Nova Scotia","data.Elderly couples",12,64200
"2017","data.Nova Scotia","data.Other elderly families",12,67000
"2017","data.Nova Scotia","data.Non-elderly families",12,88500
"2017","data.Nova Scotia","data.Couples",12,83900
"2017","data.Nova Scotia","data.Couples with children",12,104800
"2017","data.Nova Scotia","data.Couples with other relatives",12,115500
"2017","data.Nova Scotia","data.Lone-parent families",12,55800
"2017","data.Nova Scotia","data.Male lone-parent families",12,76700
"2017","data.Nova Scotia","data.Female lone-parent families",12,53200
"2017","data.Nova Scotia","data.Other non-elderly families",12,69800
"2017","data.Nova Scotia","data.Persons not in an economic family",12,32400
"2017","data.Nova Scotia","data.Elderly persons not in an economic family",12,32600
"2017","data.Nova Scotia","data.Elderly males not in an economic family",12,31400
"2017","data.Nova Scotia","data.Elderly females not in an economic family",12,32900
"2017","data.Nova Scotia","data.Non-elderly persons not in an economic family",12,32400
"2017","data.Nova Scotia","data.Non-elderly males not in an economic family",12,35000
"2017","data.Nova Scotia","data.Non-elderly females not in an economic family",12,27500
"2017","data.New Brunswick","data.Economic families and persons not in an economic family",13,59800
"2017","data.New Brunswick","data.Economic families",13,80000
"2017","data.New Brunswick","data.Elderly families",13,61500
"2017","data.New Brunswick","data.Elderly couples",13,62300
"2017","data.New Brunswick","data.Other elderly families",13,61100
"2017","data.New Brunswick","data.Non-elderly families",13,87400
"2017","data.New Brunswick","data.Couples",13,79100
"2017","data.New Brunswick","data.Couples with children",13,104700
"2017","data.New Brunswick","data.Couples with other relatives",13,121900
"2017","data.New Brunswick","data.Lone-parent families",13,50200
"2017","data.New Brunswick","data.Male lone-parent families",13,
"2017","data.New Brunswick","data.Female lone-parent families",13,45200
"2017","data.New Brunswick","data.Other non-elderly families",13,71600
"2017","data.New Brunswick","data.Persons not in an economic family",13,31600
"2017","data.New Brunswick","data.Elderly persons not in an economic family",13,28700
"2017","data.New Brunswick","data.Elderly males not in an economic family",13,31100
"2017","data.New Brunswick","data.Elderly females not in an economic family",13,28200
"2017","data.New Brunswick","data.Non-elderly persons not in an economic family",13,33400
"2017","data.New Brunswick","data.Non-elderly males not in an economic family",13,35600
"2017","data.New Brunswick","data.Non-elderly females not in an economic family",13,30900
"2017","data.Quebec","data.Economic families and persons not in an economic family",24,59400
"2017","data.Quebec","data.Economic families",24,85300
"2017","data.Quebec","data.Elderly families",24,61600
"2017","data.Quebec","data.Elderly couples",24,60000
"2017","data.Quebec","data.Other elderly families",24,68300
"2017","data.Quebec","data.Non-elderly families",24,92800
"2017","data.Quebec","data.Couples",24,79800
"2017","data.Quebec","data.Couples with children",24,106100
"2017","data.Quebec","data.Couples with other relatives",24,131800
"2017","data.Quebec","data.Lone-parent families",24,60900
"2017","data.Quebec","data.Male lone-parent families",24,65200
"2017","data.Quebec","data.Female lone-parent families",24,59800
"2017","data.Quebec","data.Other non-elderly families",24,76600
"2017","data.Quebec","data.Persons not in an economic family",24,32800
"2017","data.Quebec","data.Elderly persons not in an economic family",24,27600
"2017","data.Quebec","data.Elderly males not in an economic family",24,30700
"2017","data.Quebec","data.Elderly females not in an economic family",24,26500
"2017","data.Quebec","data.Non-elderly persons not in an economic family",24,35900
"2017","data.Quebec","data.Non-elderly males not in an economic family",24,37000
"2017","data.Quebec","data.Non-elderly females not in an economic family",24,33900
"2017","data.Ontario","data.Economic families and persons not in an economic family",35,71100
"2017","data.Ontario","data.Economic families",35,97500
"2017","data.Ontario","data.Elderly families",35,74900
"2017","data.Ontario","data.Elderly couples",35,73900
"2017","data.Ontario","data.Other elderly families",35,82900
"2017","data.Ontario","data.Non-elderly families",35,103500
"2017","data.Ontario","data.Couples",35,97600
"2017","data.Ontario","data.Couples with children",35,113500
"2017","data.Ontario","data.Couples with other relatives",35,140600
"2017","data.Ontario","data.Lone-parent families",35,57100
"2017","data.Ontario","data.Male lone-parent families",35,75200
"2017","data.Ontario","data.Female lone-parent families",35,54500
"2017","data.Ontario","data.Other non-elderly families",35,84500
"2017","data.Ontario","data.Persons not in an economic family",35,35700
"2017","data.Ontario","data.Elderly persons not in an economic family",35,34500
"2017","data.Ontario","data.Elderly males not in an economic family",35,35800
"2017","data.Ontario","data.Elderly females not in an economic family",35,34000
"2017","data.Ontario","data.Non-elderly persons not in an economic family",35,36500
"2017","data.Ontario","data.Non-elderly males not in an economic family",35,37600
"2017","data.Ontario","data.Non-elderly females not in an economic family",35,35700
"2017","data.Prairie provinces","data.Economic families and persons not in an economic family",,77700
"2017","data.Prairie provinces","data.Economic families",,106200
"2017","data.Prairie provinces","data.Elderly families",,78000
"2017","data.Prairie provinces","data.Elderly couples",,74300
"2017","data.Prairie provinces","data.Other elderly families",,99200
"2017","data.Prairie provinces","data.Non-elderly families",,113300
"2017","data.Prairie provinces","data.Couples",,102600
"2017","data.Prairie provinces","data.Couples with children",,119100
"2017","data.Prairie provinces","data.Couples with other relatives",,155400
"2017","data.Prairie provinces","data.Lone-parent families",,61900
"2017","data.Prairie provinces","data.Male lone-parent families",,85000
"2017","data.Prairie provinces","data.Female lone-parent families",,57200
"2017","data.Prairie provinces","data.Other non-elderly families",,101300
"2017","data.Prairie provinces","data.Persons not in an economic family",,39900
"2017","data.Prairie provinces","data.Elderly persons not in an economic family",,34800
"2017","data.Prairie provinces","data.Elderly males not in an economic family",,35400
"2017","data.Prairie provinces","data.Elderly females not in an economic family",,34700
"2017","data.Prairie provinces","data.Non-elderly persons not in an economic family",,42300
"2017","data.Prairie provinces","data.Non-elderly males not in an economic family",,45200
"2017","data.Prairie provinces","data.Non-elderly females not in an economic family",,38900
"2017","data.Manitoba","data.Economic families and persons not in an economic family",46,68200
"2017","data.Manitoba","data.Economic families",46,91700
"2017","data.Manitoba","data.Elderly families",46,69400
"2017","data.Manitoba","data.Elderly couples",46,66500
"2017","data.Manitoba","data.Other elderly families",46,81600
"2017","data.Manitoba","data.Non-elderly families",46,97600
"2017","data.Manitoba","data.Couples",46,90900
"2017","data.Manitoba","data.Couples with children",46,101800
"2017","data.Manitoba","data.Couples with other relatives",46,146700
"2017","data.Manitoba","data.Lone-parent families",46,56600
"2017","data.Manitoba","data.Male lone-parent families",46,75000
"2017","data.Manitoba","data.Female lone-parent families",46,51600
"2017","data.Manitoba","data.Other non-elderly families",46,83100
"2017","data.Manitoba","data.Persons not in an economic family",46,34500
"2017","data.Manitoba","data.Elderly persons not in an economic family",46,33000
"2017","data.Manitoba","data.Elderly males not in an economic family",46,34000
"2017","data.Manitoba","data.Elderly females not in an economic family",46,32800
"2017","data.Manitoba","data.Non-elderly persons not in an economic family",46,35700
"2017","data.Manitoba","data.Non-elderly males not in an economic family",46,36100
"2017","data.Manitoba","data.Non-elderly females not in an economic family",46,34500
"2017","data.Saskatchewan","data.Economic families and persons not in an economic family",47,72500
"2017","data.Saskatchewan","data.Economic families",47,100800
"2017","data.Saskatchewan","data.Elderly families",47,71300
"2017","data.Saskatchewan","data.Elderly couples",47,71100
"2017","data.Saskatchewan","data.Other elderly families",47,78500
"2017","data.Saskatchewan","data.Non-elderly families",47,109000
"2017","data.Saskatchewan","data.Couples",47,103000
"2017","data.Saskatchewan","data.Couples with children",47,118500
"2017","data.Saskatchewan","data.Couples with other relatives",47,136000
"2017","data.Saskatchewan","data.Lone-parent families",47,51400
"2017","data.Saskatchewan","data.Male lone-parent families",47,81100
"2017","data.Saskatchewan","data.Female lone-parent families",47,49500
"2017","data.Saskatchewan","data.Other non-elderly families",47,91400
"2017","data.Saskatchewan","data.Persons not in an economic family",47,35900
"2017","data.Saskatchewan","data.Elderly persons not in an economic family",47,32500
"2017","data.Saskatchewan","data.Elderly males not in an economic family",47,33100
"2017","data.Saskatchewan","data.Elderly females not in an economic family",47,32100
"2017","data.Saskatchewan","data.Non-elderly persons not in an economic family",47,37700
"2017","data.Saskatchewan","data.Non-elderly males not in an economic family",47,38600
"2017","data.Saskatchewan","data.Non-elderly females not in an economic family",47,37300
"2017","data.Alberta","data.Economic families and persons not in an economic family",48,83100
"2017","data.Alberta","data.Economic families",48,115000
"2017","data.Alberta","data.Elderly families",48,83200
"2017","data.Alberta","data.Elderly couples",48,78100
"2017","data.Alberta","data.Other elderly families",48,107800
"2017","data.Alberta","data.Non-elderly families",48,120600
"2017","data.Alberta","data.Couples",48,108300
"2017","data.Alberta","data.Couples with children",48,123900
"2017","data.Alberta","data.Couples with other relatives",48,160400
"2017","data.Alberta","data.Lone-parent families",48,70100
"2017","data.Alberta","data.Male lone-parent families",48,89200
"2017","data.Alberta","data.Female lone-parent families",48,63400
"2017","data.Alberta","data.Other non-elderly families",48,110000
"2017","data.Alberta","data.Persons not in an economic family",48,42500
"2017","data.Alberta","data.Elderly persons not in an economic family",48,36500
"2017","data.Alberta","data.Elderly males not in an economic family",48,36400
"2017","data.Alberta","data.Elderly females not in an economic family",48,37000
"2017","data.Alberta","data.Non-elderly persons not in an economic family",48,45400
"2017","data.Alberta","data.Non-elderly males not in an economic family",48,48700
"2017","data.Alberta","data.Non-elderly females not in an economic family",48,40400
"2017","data.British Columbia","data.Economic families and persons not in an economic family",59,69500
"2017","data.British Columbia","data.Economic families",59,97700
"2017","data.British Columbia","data.Elderly families",59,76200
"2017","data.British Columbia","data.Elderly couples",59,73800
"2017","data.British Columbia","data.Other elderly families",59,78500
"2017","data.British Columbia","data.Non-elderly families",59,104900
"2017","data.British Columbia","data.Couples",59,97700
"2017","data.British Columbia","data.Couples with children",59,118400
"2017","data.British Columbia","data.Couples with other relatives",59,145800
"2017","data.British Columbia","data.Lone-parent families",59,56700
"2017","data.British Columbia","data.Male lone-parent families",59,68100
"2017","data.British Columbia","data.Female lone-parent families",59,56600
"2017","data.British Columbia","data.Other non-elderly families",59,79500
"2017","data.British Columbia","data.Persons not in an economic family",59,33800
"2017","data.British Columbia","data.Elderly persons not in an economic family",59,33100
"2017","data.British Columbia","data.Elderly males not in an economic family",59,38800
"2017","data.British Columbia","data.Elderly females not in an economic family",59,32400
"2017","data.British Columbia","data.Non-elderly persons not in an economic family",59,34300
"2017","data.British Columbia","data.Non-elderly males not in an economic family",59,37000
"2017","data.British Columbia","data.Non-elderly females not in an economic family",59,30200
"2017","data.Québec, Quebec","data.Economic families and persons not in an economic family",,72500
"2017","data.Québec, Quebec","data.Economic families",,94700
"2017","data.Québec, Quebec","data.Elderly families",,71600
"2017","data.Québec, Quebec","data.Elderly couples",,70100
"2017","data.Québec, Quebec","data.Other elderly families",,
"2017","data.Québec, Quebec","data.Non-elderly families",,100700
"2017","data.Québec, Quebec","data.Couples",,88400
"2017","data.Québec, Quebec","data.Couples with children",,117400
"2017","data.Québec, Quebec","data.Couples with other relatives",,128300
"2017","data.Québec, Quebec","data.Lone-parent families",,69800
"2017","data.Québec, Quebec","data.Male lone-parent families",,
"2017","data.Québec, Quebec","data.Female lone-parent families",,77700
"2017","data.Québec, Quebec","data.Other non-elderly families",,81400
"2017","data.Québec, Quebec","data.Persons not in an economic family",,36600
"2017","data.Québec, Quebec","data.Elderly persons not in an economic family",,28500
"2017","data.Québec, Quebec","data.Elderly males not in an economic family",,33500
"2017","data.Québec, Quebec","data.Elderly females not in an economic family",,28300
"2017","data.Québec, Quebec","data.Non-elderly persons not in an economic family",,39700
"2017","data.Québec, Quebec","data.Non-elderly males not in an economic family",,42700
"2017","data.Québec, Quebec","data.Non-elderly females not in an economic family",,36000
"2017","data.Montréal, Quebec","data.Economic families and persons not in an economic family",,59700
"2017","data.Montréal, Quebec","data.Economic families",,87400
"2017","data.Montréal, Quebec","data.Elderly families",,66900
"2017","data.Montréal, Quebec","data.Elderly couples",,67000
"2017","data.Montréal, Quebec","data.Other elderly families",,65800
"2017","data.Montréal, Quebec","data.Non-elderly families",,93100
"2017","data.Montréal, Quebec","data.Couples",,77200
"2017","data.Montréal, Quebec","data.Couples with children",,103700
"2017","data.Montréal, Quebec","data.Couples with other relatives",,136800
"2017","data.Montréal, Quebec","data.Lone-parent families",,62300
"2017","data.Montréal, Quebec","data.Male lone-parent families",,
"2017","data.Montréal, Quebec","data.Female lone-parent families",,60600
"2017","data.Montréal, Quebec","data.Other non-elderly families",,68100
"2017","data.Montréal, Quebec","data.Persons not in an economic family",,34000
"2017","data.Montréal, Quebec","data.Elderly persons not in an economic family",,28700
"2017","data.Montréal, Quebec","data.Elderly males not in an economic family",,31100
"2017","data.Montréal, Quebec","data.Elderly females not in an economic family",,27200
"2017","data.Montréal, Quebec","data.Non-elderly persons not in an economic family",,37100
"2017","data.Montréal, Quebec","data.Non-elderly males not in an economic family",,37500
"2017","data.Montréal, Quebec","data.Non-elderly females not in an economic family",,35700
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Economic families and persons not in an economic family",,73100
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Economic families",,109100
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly families",,90400
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly couples",,90300
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Other elderly families",,93000
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly families",,111700
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples",,109800
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples with children",,123700
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples with other relatives",,172900
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Lone-parent families",,65300
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Male lone-parent families",,
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Female lone-parent families",,55200
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Other non-elderly families",,85400
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Persons not in an economic family",,42100
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly persons not in an economic family",,38500
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly males not in an economic family",,30800
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly females not in an economic family",,40700
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly persons not in an economic family",,42900
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly males not in an economic family",,43900
"2017","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly females not in an economic family",,42200
"2017","data.Toronto, Ontario","data.Economic families and persons not in an economic family",,77700
"2017","data.Toronto, Ontario","data.Economic families",,102800
"2017","data.Toronto, Ontario","data.Elderly families",,80200
"2017","data.Toronto, Ontario","data.Elderly couples",,72700
"2017","data.Toronto, Ontario","data.Other elderly families",,104700
"2017","data.Toronto, Ontario","data.Non-elderly families",,106900
"2017","data.Toronto, Ontario","data.Couples",,103000
"2017","data.Toronto, Ontario","data.Couples with children",,113600
"2017","data.Toronto, Ontario","data.Couples with other relatives",,138900
"2017","data.Toronto, Ontario","data.Lone-parent families",,63600
"2017","data.Toronto, Ontario","data.Male lone-parent families",,
"2017","data.Toronto, Ontario","data.Female lone-parent families",,63000
"2017","data.Toronto, Ontario","data.Other non-elderly families",,88500
"2017","data.Toronto, Ontario","data.Persons not in an economic family",,37900
"2017","data.Toronto, Ontario","data.Elderly persons not in an economic family",,34500
"2017","data.Toronto, Ontario","data.Elderly males not in an economic family",,33400
"2017","data.Toronto, Ontario","data.Elderly females not in an economic family",,35800
"2017","data.Toronto, Ontario","data.Non-elderly persons not in an economic family",,38200
"2017","data.Toronto, Ontario","data.Non-elderly males not in an economic family",,38000
"2017","data.Toronto, Ontario","data.Non-elderly females not in an economic family",,38400
"2017","data.Winnipeg, Manitoba","data.Economic families and persons not in an economic family",,65900
"2017","data.Winnipeg, Manitoba","data.Economic families",,93900
"2017","data.Winnipeg, Manitoba","data.Elderly families",,71200
"2017","data.Winnipeg, Manitoba","data.Elderly couples",,69300
"2017","data.Winnipeg, Manitoba","data.Other elderly families",,83600
"2017","data.Winnipeg, Manitoba","data.Non-elderly families",,99900
"2017","data.Winnipeg, Manitoba","data.Couples",,91600
"2017","data.Winnipeg, Manitoba","data.Couples with children",,104700
"2017","data.Winnipeg, Manitoba","data.Couples with other relatives",,147500
"2017","data.Winnipeg, Manitoba","data.Lone-parent families",,56200
"2017","data.Winnipeg, Manitoba","data.Male lone-parent families",,73600
"2017","data.Winnipeg, Manitoba","data.Female lone-parent families",,50200
"2017","data.Winnipeg, Manitoba","data.Other non-elderly families",,83100
"2017","data.Winnipeg, Manitoba","data.Persons not in an economic family",,34100
"2017","data.Winnipeg, Manitoba","data.Elderly persons not in an economic family",,34200
"2017","data.Winnipeg, Manitoba","data.Elderly males not in an economic family",,36700
"2017","data.Winnipeg, Manitoba","data.Elderly females not in an economic family",,34200
"2017","data.Winnipeg, Manitoba","data.Non-elderly persons not in an economic family",,34100
"2017","data.Winnipeg, Manitoba","data.Non-elderly males not in an economic family",,35100
"2017","data.Winnipeg, Manitoba","data.Non-elderly females not in an economic family",,32900
"2017","data.Calgary, Alberta","data.Economic families and persons not in an economic family",,86600
"2017","data.Calgary, Alberta","data.Economic families",,116700
"2017","data.Calgary, Alberta","data.Elderly families",,95800
"2017","data.Calgary, Alberta","data.Elderly couples",,83200
"2017","data.Calgary, Alberta","data.Other elderly families",,
"2017","data.Calgary, Alberta","data.Non-elderly families",,119100
"2017","data.Calgary, Alberta","data.Couples",,116700
"2017","data.Calgary, Alberta","data.Couples with children",,119100
"2017","data.Calgary, Alberta","data.Couples with other relatives",,158400
"2017","data.Calgary, Alberta","data.Lone-parent families",,70100
"2017","data.Calgary, Alberta","data.Male lone-parent families",,
"2017","data.Calgary, Alberta","data.Female lone-parent families",,61300
"2017","data.Calgary, Alberta","data.Other non-elderly families",,101400
"2017","data.Calgary, Alberta","data.Persons not in an economic family",,46400
"2017","data.Calgary, Alberta","data.Elderly persons not in an economic family",,36400
"2017","data.Calgary, Alberta","data.Elderly males not in an economic family",,
"2017","data.Calgary, Alberta","data.Elderly females not in an economic family",,36600
"2017","data.Calgary, Alberta","data.Non-elderly persons not in an economic family",,48900
"2017","data.Calgary, Alberta","data.Non-elderly males not in an economic family",,48900
"2017","data.Calgary, Alberta","data.Non-elderly females not in an economic family",,47500
"2017","data.Edmonton, Alberta","data.Economic families and persons not in an economic family",,81800
"2017","data.Edmonton, Alberta","data.Economic families",,122300
"2017","data.Edmonton, Alberta","data.Elderly families",,88900
"2017","data.Edmonton, Alberta","data.Elderly couples",,79100
"2017","data.Edmonton, Alberta","data.Other elderly families",,99200
"2017","data.Edmonton, Alberta","data.Non-elderly families",,128200
"2017","data.Edmonton, Alberta","data.Couples",,107100
"2017","data.Edmonton, Alberta","data.Couples with children",,134200
"2017","data.Edmonton, Alberta","data.Couples with other relatives",,173500
"2017","data.Edmonton, Alberta","data.Lone-parent families",,68900
"2017","data.Edmonton, Alberta","data.Male lone-parent families",,
"2017","data.Edmonton, Alberta","data.Female lone-parent families",,58700
"2017","data.Edmonton, Alberta","data.Other non-elderly families",,123600
"2017","data.Edmonton, Alberta","data.Persons not in an economic family",,41100
"2017","data.Edmonton, Alberta","data.Elderly persons not in an economic family",,41400
"2017","data.Edmonton, Alberta","data.Elderly males not in an economic family",,48500
"2017","data.Edmonton, Alberta","data.Elderly females not in an economic family",,39900
"2017","data.Edmonton, Alberta","data.Non-elderly persons not in an economic family",,41100
"2017","data.Edmonton, Alberta","data.Non-elderly males not in an economic family",,47600
"2017","data.Edmonton, Alberta","data.Non-elderly females not in an economic family",,38300
"2017","data.Vancouver, British Columbia","data.Economic families and persons not in an economic family",,74100
"2017","data.Vancouver, British Columbia","data.Economic families",,101400
"2017","data.Vancouver, British Columbia","data.Elderly families",,80700
"2017","data.Vancouver, British Columbia","data.Elderly couples",,84300
"2017","data.Vancouver, British Columbia","data.Other elderly families",,73900
"2017","data.Vancouver, British Columbia","data.Non-elderly families",,107800
"2017","data.Vancouver, British Columbia","data.Couples",,97900
"2017","data.Vancouver, British Columbia","data.Couples with children",,119600
"2017","data.Vancouver, British Columbia","data.Couples with other relatives",,147100
"2017","data.Vancouver, British Columbia","data.Lone-parent families",,68100
"2017","data.Vancouver, British Columbia","data.Male lone-parent families",,
"2017","data.Vancouver, British Columbia","data.Female lone-parent families",,65400
"2017","data.Vancouver, British Columbia","data.Other non-elderly families",,78100
"2017","data.Vancouver, British Columbia","data.Persons not in an economic family",,34600
"2017","data.Vancouver, British Columbia","data.Elderly persons not in an economic family",,34900
"2017","data.Vancouver, British Columbia","data.Elderly males not in an economic family",,54300
"2017","data.Vancouver, British Columbia","data.Elderly females not in an economic family",,31800
"2017","data.Vancouver, British Columbia","data.Non-elderly persons not in an economic family",,34600
"2017","data.Vancouver, British Columbia","data.Non-elderly males not in an economic family",,35900
"2017","data.Vancouver, British Columbia","data.Non-elderly females not in an economic family",,31900
"2018","data.Canada","data.Economic families",,96700
"2018","data.Canada","data.Elderly families",,71700
"2018","data.Canada","data.Elderly couples",,69500
"2018","data.Canada","data.Other elderly families",,79100
"2018","data.Canada","data.Non-elderly families",,103900
"2018","data.Canada","data.Couples",,92500
"2018","data.Canada","data.Couples with children",,115700
"2018","data.Canada","data.Couples with other relatives",,141900
"2018","data.Canada","data.Lone-parent families",,59300
"2018","data.Canada","data.Male lone-parent families",,68100
"2018","data.Canada","data.Female lone-parent families",,57500
"2018","data.Canada","data.Other non-elderly families",,85600
"2018","data.Canada","data.Persons not in an economic family",,34700
"2018","data.Canada","data.Elderly persons not in an economic family",,31800
"2018","data.Canada","data.Elderly males not in an economic family",,33900
"2018","data.Canada","data.Elderly females not in an economic family",,31400
"2018","data.Canada","data.Non-elderly persons not in an economic family",,36400
"2018","data.Canada","data.Non-elderly males not in an economic family",,37600
"2018","data.Canada","data.Non-elderly females not in an economic family",,34800
"2018","data.Atlantic provinces","data.Economic families and persons not in an economic family",,60700
"2018","data.Atlantic provinces","data.Economic families",,81300
"2018","data.Atlantic provinces","data.Elderly families",,63800
"2018","data.Atlantic provinces","data.Elderly couples",,62900
"2018","data.Atlantic provinces","data.Other elderly families",,69800
"2018","data.Atlantic provinces","data.Non-elderly families",,89100
"2018","data.Atlantic provinces","data.Couples",,80600
"2018","data.Atlantic provinces","data.Couples with children",,107400
"2018","data.Atlantic provinces","data.Couples with other relatives",,121800
"2018","data.Atlantic provinces","data.Lone-parent families",,54300
"2018","data.Atlantic provinces","data.Male lone-parent families",,60500
"2018","data.Atlantic provinces","data.Female lone-parent families",,52200
"2018","data.Atlantic provinces","data.Other non-elderly families",,71200
"2018","data.Atlantic provinces","data.Persons not in an economic family",,30600
"2018","data.Atlantic provinces","data.Elderly persons not in an economic family",,28200
"2018","data.Atlantic provinces","data.Elderly males not in an economic family",,29400
"2018","data.Atlantic provinces","data.Elderly females not in an economic family",,27900
"2018","data.Atlantic provinces","data.Non-elderly persons not in an economic family",,32400
"2018","data.Atlantic provinces","data.Non-elderly males not in an economic family",,34600
"2018","data.Atlantic provinces","data.Non-elderly females not in an economic family",,31000
"2018","data.Newfoundland and Labrador","data.Economic families and persons not in an economic family",10,65200
"2018","data.Newfoundland and Labrador","data.Economic families",10,81900
"2018","data.Newfoundland and Labrador","data.Elderly families",10,58500
"2018","data.Newfoundland and Labrador","data.Elderly couples",10,55900
"2018","data.Newfoundland and Labrador","data.Other elderly families",10,68900
"2018","data.Newfoundland and Labrador","data.Non-elderly families",10,96100
"2018","data.Newfoundland and Labrador","data.Couples",10,81900
"2018","data.Newfoundland and Labrador","data.Couples with children",10,116500
"2018","data.Newfoundland and Labrador","data.Couples with other relatives",10,125000
"2018","data.Newfoundland and Labrador","data.Lone-parent families",10,54900
"2018","data.Newfoundland and Labrador","data.Male lone-parent families",10,
"2018","data.Newfoundland and Labrador","data.Female lone-parent families",10,52800
"2018","data.Newfoundland and Labrador","data.Other non-elderly families",10,75700
"2018","data.Newfoundland and Labrador","data.Persons not in an economic family",10,30000
"2018","data.Newfoundland and Labrador","data.Elderly persons not in an economic family",10,26800
"2018","data.Newfoundland and Labrador","data.Elderly males not in an economic family",10,28900
"2018","data.Newfoundland and Labrador","data.Elderly females not in an economic family",10,26200
"2018","data.Newfoundland and Labrador","data.Non-elderly persons not in an economic family",10,33200
"2018","data.Newfoundland and Labrador","data.Non-elderly males not in an economic family",10,37900
"2018","data.Newfoundland and Labrador","data.Non-elderly females not in an economic family",10,31300
"2018","data.Prince Edward Island","data.Economic families and persons not in an economic family",11,62100
"2018","data.Prince Edward Island","data.Economic families",11,80000
"2018","data.Prince Edward Island","data.Elderly families",11,68800
"2018","data.Prince Edward Island","data.Elderly couples",11,65900
"2018","data.Prince Edward Island","data.Other elderly families",11,73200
"2018","data.Prince Edward Island","data.Non-elderly families",11,84500
"2018","data.Prince Edward Island","data.Couples",11,77100
"2018","data.Prince Edward Island","data.Couples with children",11,95000
"2018","data.Prince Edward Island","data.Couples with other relatives",11,133100
"2018","data.Prince Edward Island","data.Lone-parent families",11,54600
"2018","data.Prince Edward Island","data.Male lone-parent families",11,
"2018","data.Prince Edward Island","data.Female lone-parent families",11,52200
"2018","data.Prince Edward Island","data.Other non-elderly families",11,70400
"2018","data.Prince Edward Island","data.Persons not in an economic family",11,28600
"2018","data.Prince Edward Island","data.Elderly persons not in an economic family",11,26700
"2018","data.Prince Edward Island","data.Elderly males not in an economic family",11,27200
"2018","data.Prince Edward Island","data.Elderly females not in an economic family",11,26300
"2018","data.Prince Edward Island","data.Non-elderly persons not in an economic family",11,29800
"2018","data.Prince Edward Island","data.Non-elderly males not in an economic family",11,31400
"2018","data.Prince Edward Island","data.Non-elderly females not in an economic family",11,28300
"2018","data.Nova Scotia","data.Economic families and persons not in an economic family",12,58300
"2018","data.Nova Scotia","data.Economic families",12,81400
"2018","data.Nova Scotia","data.Elderly families",12,64800
"2018","data.Nova Scotia","data.Elderly couples",12,64600
"2018","data.Nova Scotia","data.Other elderly families",12,66500
"2018","data.Nova Scotia","data.Non-elderly families",12,88300
"2018","data.Nova Scotia","data.Couples",12,81000
"2018","data.Nova Scotia","data.Couples with children",12,106300
"2018","data.Nova Scotia","data.Couples with other relatives",12,118500
"2018","data.Nova Scotia","data.Lone-parent families",12,55300
"2018","data.Nova Scotia","data.Male lone-parent families",12,61400
"2018","data.Nova Scotia","data.Female lone-parent families",12,51800
"2018","data.Nova Scotia","data.Other non-elderly families",12,69700
"2018","data.Nova Scotia","data.Persons not in an economic family",12,32400
"2018","data.Nova Scotia","data.Elderly persons not in an economic family",12,29100
"2018","data.Nova Scotia","data.Elderly males not in an economic family",12,30700
"2018","data.Nova Scotia","data.Elderly females not in an economic family",12,28700
"2018","data.Nova Scotia","data.Non-elderly persons not in an economic family",12,33300
"2018","data.Nova Scotia","data.Non-elderly males not in an economic family",12,36300
"2018","data.Nova Scotia","data.Non-elderly females not in an economic family",12,31100
"2018","data.New Brunswick","data.Economic families and persons not in an economic family",13,60500
"2018","data.New Brunswick","data.Economic families",13,81000
"2018","data.New Brunswick","data.Elderly families",13,64500
"2018","data.New Brunswick","data.Elderly couples",13,64000
"2018","data.New Brunswick","data.Other elderly families",13,71900
"2018","data.New Brunswick","data.Non-elderly families",13,87700
"2018","data.New Brunswick","data.Couples",13,79900
"2018","data.New Brunswick","data.Couples with children",13,104300
"2018","data.New Brunswick","data.Couples with other relatives",13,125700
"2018","data.New Brunswick","data.Lone-parent families",13,53600
"2018","data.New Brunswick","data.Male lone-parent families",13,54500
"2018","data.New Brunswick","data.Female lone-parent families",13,53600
"2018","data.New Brunswick","data.Other non-elderly families",13,70900
"2018","data.New Brunswick","data.Persons not in an economic family",13,29900
