"Year","Geography","Source","GeoCode","Value"
2007,"New Brunswick","Buildings",13,1.555
2007,"New Brunswick","Waste",13,0.712
2007,"New Brunswick","Agriculture",13,0.512
2007,"Newfoundland and Labrador","Provincial Inventory Total",10,11.228
2007,"Newfoundland and Labrador","Oil and Gas",10,3.057
2007,"Newfoundland and Labrador","Transport",10,3.47
2007,"Newfoundland and Labrador","Heavy Industry",10,1.736
2007,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.292
2007,"Newfoundland and Labrador","Buildings",10,0.906
2007,"Newfoundland and Labrador","Waste",10,0.642
2007,"Newfoundland and Labrador","Agriculture",10,0.08
2007,"Northwest Territories","Territorial Inventory Total",61,1.782
2007,"Northwest Territories","Oil and Gas",61,0.229
2007,"Northwest Territories","Transport",61,0.829
2007,"Northwest Territories","Heavy Industry",61,0.295
2007,"Northwest Territories","Buildings",61,0.276
2007,"Northwest Territories","Waste",61,0.032
2007,"Northwest Territories","Agriculture",61,0
2007,"Nova Scotia","Provincial Inventory Total",12,22.625
2007,"Nova Scotia","Oil and Gas",12,1.328
2007,"Nova Scotia","Transport",12,4.718
2007,"Nova Scotia","Heavy Industry",12,0.792
2007,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.654
2007,"Nova Scotia","Buildings",12,2.888
2007,"Nova Scotia","Waste",12,0.495
2007,"Nova Scotia","Agriculture",12,0.518
2007,"Nunavut","Territorial Inventory Total",62,0.7
2007,"Nunavut","Transport",62,0.341
2007,"Nunavut","Heavy Industry",62,0.175
2007,"Nunavut","Buildings",62,0.056
2007,"Nunavut","Waste",62,0.024
2007,"Ontario","Provincial Inventory Total",35,199.029
2007,"Ontario","Oil and Gas",35,11.938
2007,"Ontario","Transport",35,55.206
2007,"Ontario","Heavy Industry",35,34.812
2007,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.633
2007,"Ontario","Buildings",35,35.134
2007,"Ontario","Waste",35,7.711
2007,"Ontario","Agriculture",35,11.052
2007,"Prince Edward Island","Provincial Inventory Total",11,1.92
2007,"Prince Edward Island","Oil and Gas",11,0
2007,"Prince Edward Island","Transport",11,0.727
2007,"Prince Edward Island","Heavy Industry",11,0.006
2007,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.229
2007,"Prince Edward Island","Buildings",11,0.524
2007,"Prince Edward Island","Waste",11,0.086
2007,"Prince Edward Island","Agriculture",11,0.343
2007,"Quebec","Provincial Inventory Total",24,86.742
2007,"Quebec","Oil and Gas",24,4.608
2007,"Quebec","Transport",24,31.949
2007,"Quebec","Heavy Industry",24,19.695
2007,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.447
2007,"Quebec","Buildings",24,11.427
2007,"Quebec","Waste",24,4.491
2007,"Quebec","Agriculture",24,8.505
2007,"Saskatchewan","Provincial Inventory Total",47,83.104
2007,"Saskatchewan","Oil and Gas",47,39.138
2007,"Saskatchewan","Transport",47,8.002
2007,"Saskatchewan","Heavy Industry",47,2.575
2007,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.86
2007,"Saskatchewan","Buildings",47,3.123
2007,"Saskatchewan","Waste",47,1.356
2007,"Saskatchewan","Agriculture",47,13.589
2007,"Yukon","Territorial Inventory Total",60,0.626
2007,"Yukon","Oil and Gas",60,0.099
2007,"Yukon","Transport",60,0.337
2007,"Yukon","Heavy Industry",60,0.035
2007,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.014
2007,"Yukon","Buildings",60,0.096
2007,"Yukon","Waste",60,0.027
2007,"Yukon","Agriculture",60,0.001
2008,"Alberta","Provincial Inventory Total",48,266.713
2008,"Alberta","Oil and Gas",48,129.48
2008,"Alberta","Transport",48,26.454
2008,"Alberta","Heavy Industry",48,16.423
2008,"Alberta","Light Manufacturing, Construction and Forest Resources",48,3.098
2008,"Alberta","Buildings",48,18.31
2008,"Alberta","Waste",48,3.51
2008,"Alberta","Agriculture",48,20.322
2008,"British Columbia","Provincial Inventory Total",59,62.077
2008,"British Columbia","Oil and Gas",59,15.073
2008,"British Columbia","Transport",59,20.119
2008,"British Columbia","Heavy Industry",59,6.668
2008,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,3.121
2008,"British Columbia","Buildings",59,8.484
2008,"British Columbia","Waste",59,2.909
2008,"British Columbia","Agriculture",59,2.496
2008,"Canada","Oil and Gas",,205.632
2008,"Canada","Transport",,162.154
2008,"Canada","Heavy Industry",,85.087
2008,"Canada","Light Manufacturing, Construction and Forest Resources",,24.433
2008,"Canada","Buildings",,85.258
2008,"Canada","Waste",,23.327
2008,"Canada","Agriculture",,63.987
2008,"Manitoba","Provincial Inventory Total",46,21.355
2008,"Manitoba","Oil and Gas",46,0.769
2008,"Manitoba","Transport",46,5.805
2008,"Manitoba","Heavy Industry",46,1.732
2008,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,1.128
2008,"Manitoba","Buildings",46,2.785
2008,"Manitoba","Waste",46,1.354
2008,"Manitoba","Agriculture",46,7.332
2008,"New Brunswick","Provincial Inventory Total",13,18.115
2008,"New Brunswick","Oil and Gas",13,3.022
2008,"New Brunswick","Transport",13,4.131
2008,"New Brunswick","Heavy Industry",13,1.019
2008,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.69
2008,"New Brunswick","Buildings",13,1.553
2008,"New Brunswick","Waste",13,0.666
2008,"New Brunswick","Agriculture",13,0.484
2008,"Newfoundland and Labrador","Provincial Inventory Total",10,10.888
2008,"Newfoundland and Labrador","Oil and Gas",10,2.596
2008,"Newfoundland and Labrador","Transport",10,3.715
2008,"Newfoundland and Labrador","Heavy Industry",10,1.8
2008,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.219
2008,"Newfoundland and Labrador","Buildings",10,0.907
2008,"Newfoundland and Labrador","Waste",10,0.643
2008,"Newfoundland and Labrador","Agriculture",10,0.083
2008,"Northwest Territories","Territorial Inventory Total",61,1.601
2008,"Northwest Territories","Oil and Gas",61,0.128
2008,"Northwest Territories","Transport",61,0.662
2008,"Northwest Territories","Heavy Industry",61,0.32
2008,"Northwest Territories","Buildings",61,0.35
2008,"Northwest Territories","Waste",61,0.032
2008,"Nova Scotia","Provincial Inventory Total",12,20.715
2008,"Nova Scotia","Oil and Gas",12,1.464
2008,"Nova Scotia","Transport",12,4.792
2008,"Nova Scotia","Heavy Industry",12,0.828
2008,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.591
2008,"Nova Scotia","Buildings",12,2.699
2008,"Nova Scotia","Waste",12,0.508
2008,"Nova Scotia","Agriculture",12,0.5
2008,"Nunavut","Territorial Inventory Total",62,0.677
2008,"Nunavut","Transport",62,0.333
2008,"Nunavut","Heavy Industry",62,0.135
2008,"Nunavut","Buildings",62,0.057
2008,"Nunavut","Waste",62,0.025
2008,"Ontario","Provincial Inventory Total",35,191.207
2008,"Ontario","Oil and Gas",35,11.209
2008,"Ontario","Transport",35,54.633
2008,"Ontario","Heavy Industry",35,34.15
2008,"Ontario","Light Manufacturing, Construction and Forest Resources",35,10.213
2008,"Ontario","Buildings",35,35.663
2008,"Ontario","Waste",35,7.815
2008,"Ontario","Agriculture",35,10.684
2008,"Prince Edward Island","Provincial Inventory Total",11,1.832
2008,"Prince Edward Island","Oil and Gas",11,0
2008,"Prince Edward Island","Transport",11,0.721
2008,"Prince Edward Island","Heavy Industry",11,0.005
2008,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.207
2008,"Prince Edward Island","Buildings",11,0.48
2008,"Prince Edward Island","Waste",11,0.089
2008,"Prince Edward Island","Agriculture",11,0.326
2008,"Quebec","Provincial Inventory Total",24,82.949
2008,"Quebec","Oil and Gas",24,4.41
2008,"Quebec","Transport",24,31.926
2008,"Quebec","Heavy Industry",24,18.989
2008,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.176
2008,"Quebec","Buildings",24,10.541
2008,"Quebec","Waste",24,4.39
2008,"Quebec","Agriculture",24,8.028
2008,"Saskatchewan","Provincial Inventory Total",47,82.456
2008,"Saskatchewan","Oil and Gas",47,37.424
2008,"Saskatchewan","Transport",47,8.526
2008,"Saskatchewan","Heavy Industry",47,2.983
2008,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.918
2008,"Saskatchewan","Buildings",47,3.323
2008,"Saskatchewan","Waste",47,1.361
2008,"Saskatchewan","Agriculture",47,13.731
2008,"Yukon","Territorial Inventory Total",60,0.62
2008,"Yukon","Oil and Gas",60,0.057
2008,"Yukon","Transport",60,0.338
2008,"Yukon","Heavy Industry",60,0.035
2008,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.039
2008,"Yukon","Buildings",60,0.106
2008,"Yukon","Waste",60,0.027
2008,"Yukon","Agriculture",60,0.001
2009,"Alberta","Provincial Inventory Total",48,259.871
2009,"Alberta","Oil and Gas",48,128.42
2009,"Alberta","Transport",48,26.429
2009,"Alberta","Heavy Industry",48,15.299
2009,"Alberta","Light Manufacturing, Construction and Forest Resources",48,2.528
2009,"Alberta","Buildings",48,18.272
2009,"Alberta","Waste",48,3.62
2009,"Alberta","Agriculture",48,19.035
2009,"British Columbia","Provincial Inventory Total",59,58.639
2009,"British Columbia","Oil and Gas",59,14.679
2009,"British Columbia","Transport",59,19.516
2009,"British Columbia","Heavy Industry",59,6.131
2009,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.168
2009,"British Columbia","Buildings",59,8.161
2009,"British Columbia","Waste",59,2.987
2009,"British Columbia","Agriculture",59,2.27
2009,"Canada","Oil and Gas",,200.198
2009,"Canada","Transport",,161.116
2009,"Canada","Heavy Industry",,71.864
2009,"Canada","Light Manufacturing, Construction and Forest Resources",,20.985
2009,"Canada","Buildings",,83.652
2009,"Canada","Waste",,22.123
2009,"Canada","Agriculture",,61.108
2009,"Manitoba","Provincial Inventory Total",46,19.847
2009,"Manitoba","Oil and Gas",46,0.675
2009,"Manitoba","Transport",46,5.748
2009,"Manitoba","Heavy Industry",46,1.602
2009,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.938
2009,"Manitoba","Buildings",46,2.645
2009,"Manitoba","Waste",46,1.37
2009,"Manitoba","Agriculture",46,6.664
2009,"New Brunswick","Provincial Inventory Total",13,17.779
2009,"New Brunswick","Oil and Gas",13,3.363
2009,"New Brunswick","Transport",13,3.864
2009,"New Brunswick","Heavy Industry",13,1.02
2009,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.614
2009,"New Brunswick","Buildings",13,1.314
2009,"New Brunswick","Waste",13,0.658
2009,"New Brunswick","Agriculture",13,0.517
2009,"Newfoundland and Labrador","Provincial Inventory Total",10,10.203
2009,"Newfoundland and Labrador","Oil and Gas",10,2.694
2009,"Newfoundland and Labrador","Transport",10,3.417
2009,"Newfoundland and Labrador","Heavy Industry",10,1.612
2009,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.252
2009,"Newfoundland and Labrador","Buildings",10,0.752
2009,"Newfoundland and Labrador","Waste",10,0.567
2009,"Newfoundland and Labrador","Agriculture",10,0.084
2009,"Northwest Territories","Territorial Inventory Total",61,1.465
2009,"Northwest Territories","Oil and Gas",61,0.045
2009,"Northwest Territories","Transport",61,0.56
2009,"Northwest Territories","Heavy Industry",61,0.385
2009,"Northwest Territories","Buildings",61,0.365
2009,"Northwest Territories","Waste",61,0.033
2009,"Nova Scotia","Provincial Inventory Total",12,20.121
2009,"Nova Scotia","Oil and Gas",12,1.502
2009,"Nova Scotia","Transport",12,4.631
2009,"Nova Scotia","Heavy Industry",12,0.593
2009,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.518
2009,"Nova Scotia","Buildings",12,2.651
2009,"Nova Scotia","Waste",12,0.478
2009,"Nova Scotia","Agriculture",12,0.47
2009,"Nunavut","Territorial Inventory Total",62,0.647
2009,"Nunavut","Transport",62,0.295
2009,"Nunavut","Heavy Industry",62,0.144
2009,"Nunavut","Buildings",62,0.058
2009,"Nunavut","Waste",62,0.026
2009,"Ontario","Provincial Inventory Total",35,165.778
2009,"Ontario","Oil and Gas",35,10.049
2009,"Ontario","Transport",35,55.298
2009,"Ontario","Heavy Industry",35,25.71
2009,"Ontario","Light Manufacturing, Construction and Forest Resources",35,8.572
2009,"Ontario","Buildings",35,33.803
2009,"Ontario","Waste",35,7.415
2009,"Ontario","Agriculture",35,10.584
2009,"Prince Edward Island","Provincial Inventory Total",11,1.81
2009,"Prince Edward Island","Oil and Gas",11,0
2009,"Prince Edward Island","Transport",11,0.7
2009,"Prince Edward Island","Heavy Industry",11,0.004
2009,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.187
2009,"Prince Edward Island","Buildings",11,0.506
2009,"Prince Edward Island","Waste",11,0.088
2009,"Prince Edward Island","Agriculture",11,0.318
2009,"Quebec","Provincial Inventory Total",24,81.001
2009,"Quebec","Oil and Gas",24,4.269
2009,"Quebec","Transport",24,31.271
2009,"Quebec","Heavy Industry",24,17.275
2009,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.407
2009,"Quebec","Buildings",24,11.354
2009,"Quebec","Waste",24,3.488
2009,"Quebec","Agriculture",24,8.256
2009,"Saskatchewan","Provincial Inventory Total",47,79.367
2009,"Saskatchewan","Oil and Gas",47,34.48
2009,"Saskatchewan","Transport",47,9.037
2009,"Saskatchewan","Heavy Industry",47,2.051
2009,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.749
2009,"Saskatchewan","Buildings",47,3.684
2009,"Saskatchewan","Waste",47,1.367
2009,"Saskatchewan","Agriculture",47,12.91
2009,"Yukon","Territorial Inventory Total",60,0.579
2009,"Yukon","Oil and Gas",60,0.022
2009,"Yukon","Transport",60,0.35
2009,"Yukon","Heavy Industry",60,0.037
2009,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.037
2009,"Yukon","Buildings",60,0.087
2009,"Yukon","Waste",60,0.028
2009,"Yukon","Agriculture",60,0.002
2010,"Alberta","Provincial Inventory Total",48,269.028
2010,"Alberta","Oil and Gas",48,135.201
2010,"Alberta","Transport",48,27.703
2010,"Alberta","Heavy Industry",48,16.674
2010,"Alberta","Light Manufacturing, Construction and Forest Resources",48,2.897
2010,"Alberta","Buildings",48,18.039
2010,"Alberta","Waste",48,3.639
2010,"Alberta","Agriculture",48,19.067
2010,"British Columbia","Provincial Inventory Total",59,59.484
2010,"British Columbia","Oil and Gas",59,14.868
2010,"British Columbia","Transport",59,19.643
2010,"British Columbia","Heavy Industry",59,5.967
2010,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.38
2010,"British Columbia","Buildings",59,8.182
2010,"British Columbia","Waste",59,2.928
2010,"British Columbia","Agriculture",59,2.482
2010,"Canada","Oil and Gas",,205.919
2010,"Canada","Transport",,165.618
2010,"Canada","Heavy Industry",,75.814
2010,"Canada","Light Manufacturing, Construction and Forest Resources",,22.536
2010,"Canada","Buildings",,81.478
2010,"Canada","Waste",,21.701
2010,"Canada","Agriculture",,61.188
2010,"Manitoba","Provincial Inventory Total",46,19.421
2010,"Manitoba","Oil and Gas",46,0.598
2010,"Manitoba","Transport",46,5.948
2010,"Manitoba","Heavy Industry",46,1.309
2010,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.936
2010,"Manitoba","Buildings",46,2.607
2010,"Manitoba","Waste",46,1.392
2010,"Manitoba","Agriculture",46,6.533
2010,"New Brunswick","Provincial Inventory Total",13,17.787
2010,"New Brunswick","Oil and Gas",13,4.196
2010,"New Brunswick","Transport",13,4.121
2010,"New Brunswick","Heavy Industry",13,1.119
2010,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.76
2010,"New Brunswick","Buildings",13,1.519
2010,"New Brunswick","Waste",13,0.651
2010,"New Brunswick","Agriculture",13,0.588
2010,"Newfoundland and Labrador","Provincial Inventory Total",10,10.248
2010,"Newfoundland and Labrador","Oil and Gas",10,2.565
2010,"Newfoundland and Labrador","Transport",10,3.505
2010,"Newfoundland and Labrador","Heavy Industry",10,1.638
2010,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.328
2010,"Newfoundland and Labrador","Buildings",10,0.806
2010,"Newfoundland and Labrador","Waste",10,0.568
2010,"Newfoundland and Labrador","Agriculture",10,0.101
2010,"Northwest Territories","Territorial Inventory Total",61,1.489
2010,"Northwest Territories","Oil and Gas",61,0.129
2010,"Northwest Territories","Transport",61,0.486
2010,"Northwest Territories","Heavy Industry",61,0.44
2010,"Northwest Territories","Buildings",61,0.323
2010,"Northwest Territories","Waste",61,0.033
2010,"Nova Scotia","Provincial Inventory Total",12,20.094
2010,"Nova Scotia","Oil and Gas",12,1.49
2010,"Nova Scotia","Transport",12,4.704
2010,"Nova Scotia","Heavy Industry",12,0.744
2010,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.582
2010,"Nova Scotia","Buildings",12,2.617
2010,"Nova Scotia","Waste",12,0.488
2010,"Nova Scotia","Agriculture",12,0.483
2010,"Nunavut","Territorial Inventory Total",62,0.651
2010,"Nunavut","Transport",62,0.296
2010,"Nunavut","Heavy Industry",62,0.144
2010,"Nunavut","Buildings",62,0.06
2010,"Nunavut","Waste",62,0.027
2010,"Ontario","Provincial Inventory Total",35,173.969
2010,"Ontario","Oil and Gas",35,10.03
2010,"Ontario","Transport",35,57.085
2010,"Ontario","Heavy Industry",35,28.445
2010,"Ontario","Light Manufacturing, Construction and Forest Resources",35,8.806
2010,"Ontario","Buildings",35,32.847
2010,"Ontario","Waste",35,7.025
2010,"Ontario","Agriculture",35,10.815
2010,"Prince Edward Island","Provincial Inventory Total",11,1.843
2010,"Prince Edward Island","Oil and Gas",11,0
2010,"Prince Edward Island","Transport",11,0.713
2010,"Prince Edward Island","Heavy Industry",11,0.004
2010,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.246
2010,"Prince Edward Island","Buildings",11,0.469
2010,"Prince Edward Island","Waste",11,0.087
2010,"Prince Edward Island","Agriculture",11,0.323
2010,"Quebec","Provincial Inventory Total",24,78.917
2010,"Quebec","Oil and Gas",24,3.138
2010,"Quebec","Transport",24,31.608
2010,"Quebec","Heavy Industry",24,16.789
2010,"Quebec","Light Manufacturing, Construction and Forest Resources",24,4.809
2010,"Quebec","Buildings",24,10.307
2010,"Quebec","Waste",24,3.458
2010,"Quebec","Agriculture",24,8.35
2010,"Saskatchewan","Provincial Inventory Total",47,78.755
2010,"Saskatchewan","Oil and Gas",47,33.674
2010,"Saskatchewan","Transport",47,9.409
2010,"Saskatchewan","Heavy Industry",47,2.482
2010,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.747
2010,"Saskatchewan","Buildings",47,3.619
2010,"Saskatchewan","Waste",47,1.376
2010,"Saskatchewan","Agriculture",47,12.443
2010,"Yukon","Territorial Inventory Total",60,0.648
2010,"Yukon","Oil and Gas",60,0.03
2010,"Yukon","Transport",60,0.398
2010,"Yukon","Heavy Industry",60,0.059
2010,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.031
2010,"Yukon","Buildings",60,0.081
2010,"Yukon","Waste",60,0.028
2010,"Yukon","Agriculture",60,0.003
2011,"Alberta","Provincial Inventory Total",48,277.403
2011,"Alberta","Oil and Gas",48,141.866
2011,"Alberta","Transport",48,26.346
2011,"Alberta","Heavy Industry",48,18.312
2011,"Alberta","Light Manufacturing, Construction and Forest Resources",48,3.129
2011,"Alberta","Buildings",48,19.185
2011,"Alberta","Waste",48,3.736
2011,"Alberta","Agriculture",48,19.05
2011,"British Columbia","Provincial Inventory Total",59,58.343
2011,"British Columbia","Oil and Gas",59,15.279
2011,"British Columbia","Transport",59,18.444
2011,"British Columbia","Heavy Industry",59,6.146
2011,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.446
2011,"British Columbia","Buildings",59,8.269
2011,"British Columbia","Waste",59,2.928
2011,"British Columbia","Agriculture",59,2.448
2011,"Canada","Oil and Gas",,212.058
2011,"Canada","Transport",,163.818
2011,"Canada","Heavy Industry",,81.851
2011,"Canada","Light Manufacturing, Construction and Forest Resources",,23.941
2011,"Canada","Buildings",,85.896
2011,"Canada","Waste",,21.63
2011,"Canada","Agriculture",,61.825
2011,"Manitoba","Provincial Inventory Total",46,19.164
2011,"Manitoba","Oil and Gas",46,0.704
2011,"Manitoba","Transport",46,5.736
2011,"Manitoba","Heavy Industry",46,1.273
2011,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,0.959
2011,"Manitoba","Buildings",46,2.648
2011,"Manitoba","Waste",46,1.408
2011,"Manitoba","Agriculture",46,6.307
2011,"New Brunswick","Provincial Inventory Total",13,17.914
2011,"New Brunswick","Oil and Gas",13,3.595
2011,"New Brunswick","Transport",13,4.8
2011,"New Brunswick","Heavy Industry",13,1.235
2011,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.722
2011,"New Brunswick","Buildings",13,1.927
2011,"New Brunswick","Waste",13,0.67
2011,"New Brunswick","Agriculture",13,0.572
2011,"Newfoundland and Labrador","Provincial Inventory Total",10,10.419
2011,"Newfoundland and Labrador","Oil and Gas",10,2.226
2011,"Newfoundland and Labrador","Transport",10,3.996
2011,"Newfoundland and Labrador","Heavy Industry",10,1.412
2011,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.386
2011,"Newfoundland and Labrador","Buildings",10,0.913
2011,"Newfoundland and Labrador","Waste",10,0.572
2011,"Newfoundland and Labrador","Agriculture",10,0.122
2011,"Northwest Territories","Territorial Inventory Total",61,1.486
2011,"Northwest Territories","Oil and Gas",61,0.1
2011,"Northwest Territories","Transport",61,0.591
2011,"Northwest Territories","Heavy Industry",61,0.318
2011,"Northwest Territories","Buildings",61,0.326
2011,"Northwest Territories","Waste",61,0.034
2011,"Nova Scotia","Provincial Inventory Total",12,20.622
2011,"Nova Scotia","Oil and Gas",12,1.593
2011,"Nova Scotia","Transport",12,5.073
2011,"Nova Scotia","Heavy Industry",12,0.763
2011,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.583
2011,"Nova Scotia","Buildings",12,2.983
2011,"Nova Scotia","Waste",12,0.48
2011,"Nova Scotia","Agriculture",12,0.521
2011,"Nunavut","Territorial Inventory Total",62,0.726
2011,"Nunavut","Transport",62,0.313
2011,"Nunavut","Heavy Industry",62,0.197
2011,"Nunavut","Buildings",62,0.062
2011,"Nunavut","Waste",62,0.028
2011,"Ontario","Provincial Inventory Total",35,171.991
2011,"Ontario","Oil and Gas",35,9.629
2011,"Ontario","Transport",35,56.736
2011,"Ontario","Heavy Industry",35,30.572
2011,"Ontario","Light Manufacturing, Construction and Forest Resources",35,9.224
2011,"Ontario","Buildings",35,35.267
2011,"Ontario","Waste",35,7.176
2011,"Ontario","Agriculture",35,11.231
2011,"Prince Edward Island","Provincial Inventory Total",11,1.996
2011,"Prince Edward Island","Oil and Gas",11,0
2011,"Prince Edward Island","Transport",11,0.786
2011,"Prince Edward Island","Heavy Industry",11,0.005
2011,"Prince Edward Island","Light Manufacturing, Construction and Forest Resources",11,0.208
2011,"Prince Edward Island","Buildings",11,0.582
2011,"Prince Edward Island","Waste",11,0.085
2011,"Prince Edward Island","Agriculture",11,0.329
2011,"Quebec","Provincial Inventory Total",24,80.527
2011,"Quebec","Oil and Gas",24,2.731
2011,"Quebec","Transport",24,32.141
2011,"Quebec","Heavy Industry",24,18.184
2011,"Quebec","Light Manufacturing, Construction and Forest Resources",24,5.357
2011,"Quebec","Buildings",24,10.234
2011,"Quebec","Waste",24,3.099
2011,"Quebec","Agriculture",24,8.35
2011,"Saskatchewan","Provincial Inventory Total",47,78.925
2011,"Saskatchewan","Oil and Gas",47,34.312
2011,"Saskatchewan","Transport",47,8.488
2011,"Saskatchewan","Heavy Industry",47,3.327
2011,"Saskatchewan","Light Manufacturing, Construction and Forest Resources",47,0.841
2011,"Saskatchewan","Buildings",47,3.402
2011,"Saskatchewan","Waste",47,1.385
2011,"Saskatchewan","Agriculture",47,12.888
2011,"Yukon","Territorial Inventory Total",60,0.684
2011,"Yukon","Oil and Gas",60,0.023
2011,"Yukon","Transport",60,0.368
2011,"Yukon","Heavy Industry",60,0.106
2011,"Yukon","Light Manufacturing, Construction and Forest Resources",60,0.028
2011,"Yukon","Buildings",60,0.098
2011,"Yukon","Waste",60,0.029
2011,"Yukon","Agriculture",60,0.005
2012,"Alberta","Provincial Inventory Total",48,284.664
2012,"Alberta","Oil and Gas",48,146.553
2012,"Alberta","Transport",48,27.401
2012,"Alberta","Heavy Industry",48,18.291
2012,"Alberta","Light Manufacturing, Construction and Forest Resources",48,3.028
2012,"Alberta","Buildings",48,22.85
2012,"Alberta","Waste",48,3.857
2012,"Alberta","Agriculture",48,19.336
2012,"British Columbia","Provincial Inventory Total",59,58.618
2012,"British Columbia","Oil and Gas",59,14.688
2012,"British Columbia","Transport",59,19.327
2012,"British Columbia","Heavy Industry",59,6.056
2012,"British Columbia","Light Manufacturing, Construction and Forest Resources",59,2.676
2012,"British Columbia","Buildings",59,7.992
2012,"British Columbia","Waste",59,2.707
2012,"British Columbia","Agriculture",59,2.604
2012,"Canada","Oil and Gas",,218.643
2012,"Canada","Transport",,164.165
2012,"Canada","Heavy Industry",,81.926
2012,"Canada","Light Manufacturing, Construction and Forest Resources",,23.812
2012,"Canada","Buildings",,84.377
2012,"Canada","Waste",,21.546
2012,"Canada","Agriculture",,63.859
2012,"Manitoba","Provincial Inventory Total",46,20.581
2012,"Manitoba","Oil and Gas",46,0.773
2012,"Manitoba","Transport",46,6.601
2012,"Manitoba","Heavy Industry",46,1.181
2012,"Manitoba","Light Manufacturing, Construction and Forest Resources",46,1.159
2012,"Manitoba","Buildings",46,2.492
2012,"Manitoba","Waste",46,1.426
2012,"Manitoba","Agriculture",46,6.836
2012,"New Brunswick","Provincial Inventory Total",13,16.33
2012,"New Brunswick","Oil and Gas",13,3.466
2012,"New Brunswick","Transport",13,4.447
2012,"New Brunswick","Heavy Industry",13,1.098
2012,"New Brunswick","Light Manufacturing, Construction and Forest Resources",13,0.55
2012,"New Brunswick","Buildings",13,1.887
2012,"New Brunswick","Waste",13,0.626
2012,"New Brunswick","Agriculture",13,0.561
2012,"Newfoundland and Labrador","Provincial Inventory Total",10,10.082
2012,"Newfoundland and Labrador","Oil and Gas",10,2.256
2012,"Newfoundland and Labrador","Transport",10,3.812
2012,"Newfoundland and Labrador","Heavy Industry",10,1.367
2012,"Newfoundland and Labrador","Light Manufacturing, Construction and Forest Resources",10,0.426
2012,"Newfoundland and Labrador","Buildings",10,0.712
2012,"Newfoundland and Labrador","Waste",10,0.595
2012,"Newfoundland and Labrador","Agriculture",10,0.145
2012,"Northwest Territories","Territorial Inventory Total",61,1.573
2012,"Northwest Territories","Oil and Gas",61,0.116
2012,"Northwest Territories","Transport",61,0.617
2012,"Northwest Territories","Heavy Industry",61,0.445
2012,"Northwest Territories","Buildings",61,0.278
2012,"Northwest Territories","Waste",61,0.035
2012,"Nova Scotia","Provincial Inventory Total",12,19.015
2012,"Nova Scotia","Oil and Gas",12,1.55
2012,"Nova Scotia","Transport",12,4.953
2012,"Nova Scotia","Heavy Industry",12,0.727
2012,"Nova Scotia","Light Manufacturing, Construction and Forest Resources",12,0.5
2012,"Nova Scotia","Buildings",12,2.518
2012,"Nova Scotia","Waste",12,0.495
2012,"Nova Scotia","Agriculture",12,0.475
2012,"Nunavut","Territorial Inventory Total",62,0.77
2012,"Nunavut","Transport",62,0.344
2012,"Nunavut","Heavy Industry",62,0.206
2012,"Nunavut","Buildings",62,0.064
2012,"Nunavut","Waste",62,0.029
2012,"Ontario","Provincial Inventory Total",35,168.006
2012,"Ontario","Oil and Gas",35,10.165
2012,"Ontario","Transport",35,54.299
