Year,Units,Geography,Type of event,GeoCode,Value
2021,"data.Rate per 100,000 population",data.Territories,data.Opioid-related poisoning hospitalizations,,24.10
2021,data.Number,data.Territories,data.Opioid-related poisoning hospitalizations,,31.00
2017,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,12961.00
2018,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,13365.00
2019,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,13486.00
2020,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,17011.00
2021,data.Number,data.British Columbia,data.EMS responses to suspected opioid-related overdoses,59,24158.00
2017,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,2643.00
2018,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,4206.00
2019,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,3536.00
2020,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,5188.00
2021,data.Number,data.Alberta,data.EMS responses to suspected opioid-related overdoses,48,8215.00
2018,data.Number,data.Saskatchewan,data.EMS responses to suspected opioid-related overdoses,47,196.00
2019,data.Number,data.Saskatchewan,data.EMS responses to suspected opioid-related overdoses,47,321.00
2020,data.Number,data.Saskatchewan,data.EMS responses to suspected opioid-related overdoses,47,640.00
2021,data.Number,data.Saskatchewan,data.EMS responses to suspected opioid-related overdoses,47,1015.00
2017,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,1520.00
2018,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,1095.00
2019,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,1403.00
2020,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,2684.00
2021,data.Number,data.Winnipeg Manitoba,data.EMS responses to suspected opioid-related overdoses,,2732.00
2017,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,32.00
2018,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,21.00
2019,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,21.00
2020,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,53.00
2021,data.Number,data.Northern and Rural Manitoba,data.EMS responses to suspected opioid-related overdoses,,63.00
2018,data.Number,data.Ontario,data.EMS responses to suspected opioid-related overdoses,35,1804.00
2019,data.Number,data.Ontario,data.EMS responses to suspected opioid-related overdoses,35,2629.00
2020,data.Number,data.Ontario,data.EMS responses to suspected opioid-related overdoses,35,3809.00
2021,data.Number,data.Ontario,data.EMS responses to suspected opioid-related overdoses,35,5008.00
2017,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,152.00
2018,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,110.00
2019,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,127.00
2020,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,125.00
2021,data.Number,data.New Brunswick,data.EMS responses to suspected opioid-related overdoses,13,175.00
2018,data.Number,data.Nova Scotia,data.EMS responses to suspected opioid-related overdoses,12,111.00
2019,data.Number,data.Nova Scotia,data.EMS responses to suspected opioid-related overdoses,12,188.00
2020,data.Number,data.Nova Scotia,data.EMS responses to suspected opioid-related overdoses,12,182.00
2021,data.Number,data.Nova Scotia,data.EMS responses to suspected opioid-related overdoses,12,220.00
2017,data.Number,data.Newfoundland and Labrador,data.EMS responses to suspected opioid-related overdoses,10,46.00
2018,data.Number,data.Newfoundland and Labrador,data.EMS responses to suspected opioid-related overdoses,10,
2017,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,59.00
2018,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,78.00
2019,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,48.00
2020,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,104.00
2021,data.Number,data.Whitehorse Yukon,data.EMS responses to suspected opioid-related overdoses,,133.00
2017,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,
2018,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,
2019,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,
2020,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,6.00
2021,data.Number,data.Yellowknife Northwest Territories,data.EMS responses to suspected opioid-related overdoses,,
2018,"data.Rate per 100,000 population",data.British Columbia,data.Apparent stimulant toxicity deaths,59,21.20
2018,data.Number,data.British Columbia,data.Apparent stimulant toxicity deaths,59,1063.00
2019,"data.Rate per 100,000 population",data.British Columbia,data.Apparent stimulant toxicity deaths,59,9.50
2019,data.Number,data.British Columbia,data.Apparent stimulant toxicity deaths,59,482.00
2020,"data.Rate per 100,000 population",data.British Columbia,data.Apparent stimulant toxicity deaths,59,15.90
2020,data.Number,data.British Columbia,data.Apparent stimulant toxicity deaths,59,822.00
2021,"data.Rate per 100,000 population",data.British Columbia,data.Apparent stimulant toxicity deaths,59,10.90
2021,data.Number,data.British Columbia,data.Apparent stimulant toxicity deaths,59,565.00
2018,"data.Rate per 100,000 population",data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,7.20
2018,data.Number,data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,84.00
2019,"data.Rate per 100,000 population",data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,8.10
2019,data.Number,data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,95.00
2020,"data.Rate per 100,000 population",data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,15.60
2020,data.Number,data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,184.00
2021,"data.Rate per 100,000 population",data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,22.70
2021,data.Number,data.Saskatchewan,data.Apparent stimulant toxicity deaths,47,268.00
2018,"data.Rate per 100,000 population",data.Manitoba,data.Apparent stimulant toxicity deaths,46,
2018,data.Number,data.Manitoba,data.Apparent stimulant toxicity deaths,46,
2019,"data.Rate per 100,000 population",data.Manitoba,data.Apparent stimulant toxicity deaths,46,5.90
2019,data.Number,data.Manitoba,data.Apparent stimulant toxicity deaths,46,81.00
2020,"data.Rate per 100,000 population",data.Manitoba,data.Apparent stimulant toxicity deaths,46,18.00
2020,data.Number,data.Manitoba,data.Apparent stimulant toxicity deaths,46,249.00
2021,"data.Rate per 100,000 population",data.Manitoba,data.Apparent stimulant toxicity deaths,46,19.40
2021,data.Number,data.Manitoba,data.Apparent stimulant toxicity deaths,46,270.00
2018,"data.Rate per 100,000 population",data.Ontario,data.Apparent stimulant toxicity deaths,35,6.40
2018,data.Number,data.Ontario,data.Apparent stimulant toxicity deaths,35,916.00
2019,"data.Rate per 100,000 population",data.Ontario,data.Apparent stimulant toxicity deaths,35,7.00
2019,data.Number,data.Ontario,data.Apparent stimulant toxicity deaths,35,1025.00
2020,"data.Rate per 100,000 population",data.Ontario,data.Apparent stimulant toxicity deaths,35,11.70
2020,data.Number,data.Ontario,data.Apparent stimulant toxicity deaths,35,1722.00
2021,"data.Rate per 100,000 population",data.Ontario,data.Apparent stimulant toxicity deaths,35,14.00
2021,data.Number,data.Ontario,data.Apparent stimulant toxicity deaths,35,2067.00
2018,"data.Rate per 100,000 population",data.Quebec,data.Apparent stimulant toxicity deaths,24,1.90
2018,data.Number,data.Quebec,data.Apparent stimulant toxicity deaths,24,163.00
2019,"data.Rate per 100,000 population",data.Quebec,data.Apparent stimulant toxicity deaths,24,1.60
2019,data.Number,data.Quebec,data.Apparent stimulant toxicity deaths,24,139.00
2020,"data.Rate per 100,000 population",data.Quebec,data.Apparent stimulant toxicity deaths,24,2.20
2020,data.Number,data.Quebec,data.Apparent stimulant toxicity deaths,24,192.00
2021,"data.Rate per 100,000 population",data.Quebec,data.Apparent stimulant toxicity deaths,24,
2021,data.Number,data.Quebec,data.Apparent stimulant toxicity deaths,24,
2018,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,2.60
2018,data.Number,data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,25.00
2019,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,3.00
2019,data.Number,data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,29.00
2020,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,3.60
2020,data.Number,data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,35.00
2021,"data.Rate per 100,000 population",data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,3.40
2021,data.Number,data.Nova Scotia,data.Apparent stimulant toxicity deaths,12,34.00
2018,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,
2018,data.Number,data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,
2019,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,
2019,data.Number,data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,
2020,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,1.90
2020,data.Number,data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,10.00
2021,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,3.10
2021,data.Number,data.Newfoundland and Labrador,data.Apparent stimulant toxicity deaths,10,16.00
2018,"data.Rate per 100,000 population",data.Yukon,data.Apparent stimulant toxicity deaths,60,
2018,data.Number,data.Yukon,data.Apparent stimulant toxicity deaths,60,
2019,"data.Rate per 100,000 population",data.Yukon,data.Apparent stimulant toxicity deaths,60,
2019,data.Number,data.Yukon,data.Apparent stimulant toxicity deaths,60,
2020,"data.Rate per 100,000 population",data.Yukon,data.Apparent stimulant toxicity deaths,60,
2020,data.Number,data.Yukon,data.Apparent stimulant toxicity deaths,60,
2021,"data.Rate per 100,000 population",data.Yukon,data.Apparent stimulant toxicity deaths,60,13.90
2021,data.Number,data.Yukon,data.Apparent stimulant toxicity deaths,60,6.00
2018,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,
2018,data.Number,data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,
2019,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,
2019,data.Number,data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,
2020,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,6.60
2020,data.Number,data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,3.00
2021,"data.Rate per 100,000 population",data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,6.60
2021,data.Number,data.Northwest Territories,data.Apparent stimulant toxicity deaths,61,3.00
2016,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,6.80
2016,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,1885.00
2017,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,7.90
2017,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2235.00
2018,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,8.30
2018,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2373.00
2019,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,7.50
2019,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2179.00
2020,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,8.50
2020,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2516.00
2021,"data.Rate per 100,000 population",data.Canada,data.Stimulant-related poisoning hospitalizations,,8.20
2021,data.Number,data.Canada,data.Stimulant-related poisoning hospitalizations,,2422.00
2016,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,9.90
2016,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,480.00
2017,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,11.80
2017,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,583.00
2018,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,10.90
2018,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,548.00
2019,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,10.30
2019,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,524.00
2020,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,11.70
2020,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,606.00
2021,"data.Rate per 100,000 population",data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,12.70
2021,data.Number,data.British Columbia,data.Stimulant-related poisoning hospitalizations,59,663.00
2016,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,8.80
2016,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,370.00
2017,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,9.50
2017,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,401.00
2018,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,9.30
2018,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,399.00
2019,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,7.40
2019,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,321.00
2020,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,9.60
2020,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,425.00
2021,"data.Rate per 100,000 population",data.Alberta,data.Stimulant-related poisoning hospitalizations,48,9.00
2021,data.Number,data.Alberta,data.Stimulant-related poisoning hospitalizations,48,402.00
2016,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,10.60
2016,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,120.00
2017,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,9.40
2017,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,108.00
2018,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,10.80
2018,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,126.00
2019,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,13.60
2019,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,159.00
2020,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,12.10
2020,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,143.00
2021,"data.Rate per 100,000 population",data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,13.70
2021,data.Number,data.Saskatchewan,data.Stimulant-related poisoning hospitalizations,47,162.00
2016,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,5.00
2016,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,66.00
2017,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,6.10
2017,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,82.00
2018,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,4.70
2018,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,64.00
2019,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,4.20
2019,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,58.00
2020,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,4.10
2020,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,56.00
2021,"data.Rate per 100,000 population",data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,3.90
2021,data.Number,data.Manitoba,data.Stimulant-related poisoning hospitalizations,46,54.00
2016,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,5.20
2016,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,722.00
2017,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,6.50
2017,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,916.00
2018,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,7.70
2018,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,1107.00
2019,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,6.70
2019,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,975.00
2020,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,7.50
2020,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,1111.00
2021,"data.Rate per 100,000 population",data.Ontario,data.Stimulant-related poisoning hospitalizations,35,6.80
2021,data.Number,data.Ontario,data.Stimulant-related poisoning hospitalizations,35,1002.00
2016,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2016,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2017,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2017,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2018,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2018,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2019,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2019,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2020,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2020,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2021,"data.Rate per 100,000 population",data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2021,data.Number,data.Quebec,data.Stimulant-related poisoning hospitalizations,24,
2016,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,6.70
2016,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,51.00
2017,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,7.00
2017,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,54.00
2018,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,6.90
2018,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,53.00
2019,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,7.20
2019,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,56.00
2020,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,7.50
2020,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,59.00
2021,"data.Rate per 100,000 population",data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,7.60
2021,data.Number,data.New Brunswick,data.Stimulant-related poisoning hospitalizations,13,60.00
2016,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,3.40
2016,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,32.00
2017,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,3.90
2017,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,37.00
2018,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,2.80
2018,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,27.00
2019,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,3.30
2019,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,32.00
2020,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,4.70
2020,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,46.00
2021,"data.Rate per 100,000 population",data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,3.40
2021,data.Number,data.Nova Scotia,data.Stimulant-related poisoning hospitalizations,12,34.00
2016,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,3.40
2016,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,5.00
2017,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,6.00
2017,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,9.00
2018,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,3.90
2018,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,6.00
2019,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,3.80
2019,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,6.00
2020,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,4.30
2020,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,7.00
2021,"data.Rate per 100,000 population",data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,
2021,data.Number,data.Prince Edward Island,data.Stimulant-related poisoning hospitalizations,11,
2016,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,5.30
2016,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,28.00
2017,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,6.20
2017,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,33.00
2018,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,5.90
2018,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,31.00
2019,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,6.90
2019,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,36.00
2020,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,8.20
2020,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,43.00
2021,"data.Rate per 100,000 population",data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,6.10
2021,data.Number,data.Newfoundland and Labrador,data.Stimulant-related poisoning hospitalizations,10,32.00
2016,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,9.20
2016,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,11.00
2017,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,9.80
2017,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,12.00
2018,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,9.70
2018,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,12.00
2019,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,9.60
2019,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,12.00
2020,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,15.80
2020,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,20.00
2021,"data.Rate per 100,000 population",data.Territories,data.Stimulant-related poisoning hospitalizations,,10.10
2021,data.Number,data.Territories,data.Stimulant-related poisoning hospitalizations,,13.00
