Year,Géographie,Source,GeoCode,Value
2016,Territoires du Nord-Ouest,Déchets et autres,61,0.037
2016,Nouvelle-Écosse,Inventaire provincial,12,15.419
2016,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.461
2016,Nouvelle-Écosse,Transports,12,4.628
2016,Nouvelle-Écosse,Industrie lourde,12,0.49
2016,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.406
2016,Nouvelle-Écosse,Bâtiments,12,1.882
2016,Nouvelle-Écosse,Déchets et autres,12,0.525
2016,Nouvelle-Écosse,Agriculture,12,0.405
2016,Nunavut,Inventaire territorial,62,0.783
2016,Nunavut,Transports,62,0.359
2016,Nunavut,Industrie lourde,62,0.184
2016,Nunavut,Bâtiments,62,0.067
2016,Nunavut,Déchets et autres,62,0.033
2016,Ontario,Inventaire provincial,35,164.599
2016,Ontario,Exploitation pétrolière et gazière,35,9.569
2016,Ontario,Transports,35,53.615
2016,Ontario,Industrie lourde,35,30.967
2016,Ontario,"Fabrication légère, construction et ressources forestières",35,9.042
2016,Ontario,Bâtiments,35,37.569
2016,Ontario,Déchets et autres,35,7.24
2016,Ontario,Agriculture,35,11.738
2016,Île-du-Prince-Édouard,Inventaire provincial,11,1.566
2016,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
2016,Île-du-Prince-Édouard,Transports,11,0.712
2016,Île-du-Prince-Édouard,Industrie lourde,11,0.008
2016,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.111
2016,Île-du-Prince-Édouard,Bâtiments,11,0.317
2016,Île-du-Prince-Édouard,Déchets et autres,11,0.079
2016,Île-du-Prince-Édouard,Agriculture,11,0.334
2016,Québec,Inventaire provincial,24,76.641
2016,Québec,Exploitation pétrolière et gazière,24,2.358
2016,Québec,Transports,24,30.436
2016,Québec,Industrie lourde,24,16.025
2016,Québec,"Fabrication légère, construction et ressources forestières",24,4.41
2016,Québec,Bâtiments,24,10.035
2016,Québec,Déchets et autres,24,4.205
2016,Québec,Agriculture,24,8.856
2016,Saskatchewan,Inventaire provincial,47,83.254
2016,Saskatchewan,Exploitation pétrolière et gazière,47,35.212
2016,Saskatchewan,Transports,47,9.497
2016,Saskatchewan,Industrie lourde,47,2.752
2016,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.898
2016,Saskatchewan,Bâtiments,47,3.453
2016,Saskatchewan,Déchets et autres,47,1.36
2016,Saskatchewan,Agriculture,47,15.37
2016,Yukon,Inventaire territorial,60,0.521
2016,Yukon,Exploitation pétrolière et gazière,60,0.0
2016,Yukon,Transports,60,0.338
2016,Yukon,Industrie lourde,60,0.069
2016,Yukon,"Fabrication légère, construction et ressources forestières",60,0.022
2016,Yukon,Bâtiments,60,0.037
2016,Yukon,Déchets et autres,60,0.031
2016,Yukon,Agriculture,60,0.004
2017,Alberta,Inventaire provincial,48,284.487
2017,Alberta,Exploitation pétrolière et gazière,48,149.551
2017,Alberta,Transports,48,26.493
2017,Alberta,Industrie lourde,48,17.445
2017,Alberta,"Fabrication légère, construction et ressources forestières",48,3.11
2017,Alberta,Bâtiments,48,20.351
2017,Alberta,Déchets et autres,48,4.501
2017,Alberta,Agriculture,48,19.703
2017,Colombie-Britannique,Inventaire provincial,59,61.362
2017,Colombie-Britannique,Exploitation pétrolière et gazière,59,13.995
2017,Colombie-Britannique,Transports,59,21.419
2017,Colombie-Britannique,Industrie lourde,59,6.781
2017,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,3.247
2017,Colombie-Britannique,Bâtiments,59,8.498
2017,Colombie-Britannique,Déchets et autres,59,2.314
2017,Colombie-Britannique,Agriculture,59,3.065
2017,Canada,Exploitation pétrolière et gazière,,218.03
2017,Canada,Transports,,164.331
2017,Canada,Industrie lourde,,78.104
2017,Canada,"Fabrication légère, construction et ressources forestières",,24.442
2017,Canada,Bâtiments,,88.02
2017,Canada,Déchets et autres,,22.985
2017,Canada,Agriculture,,67.48
2017,Manitoba,Inventaire provincial,46,21.444
2017,Manitoba,Exploitation pétrolière et gazière,46,0.847
2017,Manitoba,Transports,46,6.201
2017,Manitoba,Industrie lourde,46,1.257
2017,Manitoba,"Fabrication légère, construction et ressources forestières",46,1.39
2017,Manitoba,Bâtiments,46,2.864
2017,Manitoba,Déchets et autres,46,1.398
2017,Manitoba,Agriculture,46,7.416
2017,Nouveau-Brunswick,Inventaire provincial,13,13.844
2017,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.177
2017,Nouveau-Brunswick,Transports,13,3.66
2017,Nouveau-Brunswick,Industrie lourde,13,0.794
2017,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.403
2017,Nouveau-Brunswick,Bâtiments,13,1.076
2017,Nouveau-Brunswick,Déchets et autres,13,0.665
2017,Nouveau-Brunswick,Agriculture,13,0.457
2017,Terre-Neuve-et-Labrador,Inventaire provincial,10,11.37
2017,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,2.611
2017,Terre-Neuve-et-Labrador,Transports,10,3.879
2017,Terre-Neuve-et-Labrador,Industrie lourde,10,1.025
2017,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.552
2017,Terre-Neuve-et-Labrador,Bâtiments,10,1.048
2017,Terre-Neuve-et-Labrador,Déchets et autres,10,0.632
2017,Terre-Neuve-et-Labrador,Agriculture,10,0.093
2017,Territoires du Nord-Ouest,Inventaire territorial,61,1.408
2017,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.021
2017,Territoires du Nord-Ouest,Transports,61,0.786
2017,Territoires du Nord-Ouest,Industrie lourde,61,0.351
2017,Territoires du Nord-Ouest,Bâtiments,61,0.117
2017,Territoires du Nord-Ouest,Déchets et autres,61,0.037
2017,Nouvelle-Écosse,Inventaire provincial,12,15.746
2017,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.317
2017,Nouvelle-Écosse,Transports,12,4.809
2017,Nouvelle-Écosse,Industrie lourde,12,0.464
2017,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.443
2017,Nouvelle-Écosse,Bâtiments,12,1.968
2017,Nouvelle-Écosse,Déchets et autres,12,0.531
2017,Nouvelle-Écosse,Agriculture,12,0.416
2017,Nunavut,Inventaire territorial,62,0.789
2017,Nunavut,Transports,62,0.373
2017,Nunavut,Industrie lourde,62,0.174
2017,Nunavut,Bâtiments,62,0.066
2017,Nunavut,Déchets et autres,62,0.034
2017,Ontario,Inventaire provincial,35,158.994
2017,Ontario,Exploitation pétrolière et gazière,35,7.188
2017,Ontario,Transports,35,53.91
2017,Ontario,Industrie lourde,35,29.382
2017,Ontario,"Fabrication légère, construction et ressources forestières",35,9.582
2017,Ontario,Bâtiments,35,37.914
2017,Ontario,Déchets et autres,35,7.197
2017,Ontario,Agriculture,35,11.602
2017,Île-du-Prince-Édouard,Inventaire provincial,11,1.586
2017,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
2017,Île-du-Prince-Édouard,Transports,11,0.726
2017,Île-du-Prince-Édouard,Industrie lourde,11,0.01
2017,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.117
2017,Île-du-Prince-Édouard,Bâtiments,11,0.317
2017,Île-du-Prince-Édouard,Déchets et autres,11,0.078
2017,Île-du-Prince-Édouard,Agriculture,11,0.329
2017,Québec,Inventaire provincial,24,79.078
2017,Québec,Exploitation pétrolière et gazière,24,2.285
2017,Québec,Transports,24,32.004
2017,Québec,Industrie lourde,24,17.217
2017,Québec,"Fabrication légère, construction et ressources forestières",24,4.626
2017,Québec,Bâtiments,24,10.048
2017,Québec,Déchets et autres,24,4.181
2017,Québec,Agriculture,24,8.455
2017,Saskatchewan,Inventaire provincial,47,88.145
2017,Saskatchewan,Exploitation pétrolière et gazière,47,38.038
2017,Saskatchewan,Transports,47,9.72
2017,Saskatchewan,Industrie lourde,47,3.114
2017,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.907
2017,Saskatchewan,Bâtiments,47,3.719
2017,Saskatchewan,Déchets et autres,47,1.385
2017,Saskatchewan,Agriculture,47,15.937
2017,Yukon,Inventaire territorial,60,0.563
2017,Yukon,Exploitation pétrolière et gazière,60,0.0
2017,Yukon,Transports,60,0.35
2017,Yukon,Industrie lourde,60,0.092
2017,Yukon,"Fabrication légère, construction et ressources forestières",60,0.025
2017,Yukon,Bâtiments,60,0.034
2017,Yukon,Déchets et autres,60,0.032
2017,Yukon,Agriculture,60,0.005
2018,Alberta,Inventaire provincial,48,283.402
2018,Alberta,Exploitation pétrolière et gazière,48,155.997
2018,Alberta,Transports,48,27.815
2018,Alberta,Industrie lourde,48,18.17
2018,Alberta,"Fabrication légère, construction et ressources forestières",48,2.965
2018,Alberta,Bâtiments,48,21.673
2018,Alberta,Déchets et autres,48,4.607
2018,Alberta,Agriculture,48,20.02
2018,Colombie-Britannique,Inventaire provincial,59,63.369
2018,Colombie-Britannique,Exploitation pétrolière et gazière,59,13.804
2018,Colombie-Britannique,Transports,59,22.277
2018,Colombie-Britannique,Industrie lourde,59,7.115
2018,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,3.771
2018,Colombie-Britannique,Bâtiments,59,8.368
2018,Colombie-Britannique,Déchets et autres,59,2.379
2018,Colombie-Britannique,Agriculture,59,3.224
2018,Canada,Exploitation pétrolière et gazière,,224.519
2018,Canada,Transports,,168.79
2018,Canada,Industrie lourde,,80.887
2018,Canada,"Fabrication légère, construction et ressources forestières",,25.106
2018,Canada,Bâtiments,,92.016
2018,Canada,Déchets et autres,,23.016
2018,Canada,Agriculture,,69.204
2018,Manitoba,Inventaire provincial,46,22.253
2018,Manitoba,Exploitation pétrolière et gazière,46,1.012
2018,Manitoba,Transports,46,6.624
2018,Manitoba,Industrie lourde,46,1.34
2018,Manitoba,"Fabrication légère, construction et ressources forestières",46,1.116
2018,Manitoba,Bâtiments,46,3.142
2018,Manitoba,Déchets et autres,46,1.41
2018,Manitoba,Agriculture,46,7.566
2018,Nouveau-Brunswick,Inventaire provincial,13,13.669
2018,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.77
2018,Nouveau-Brunswick,Transports,13,3.608
2018,Nouveau-Brunswick,Industrie lourde,13,0.826
2018,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.413
2018,Nouveau-Brunswick,Bâtiments,13,1.107
2018,Nouveau-Brunswick,Déchets et autres,13,0.667
2018,Nouveau-Brunswick,Agriculture,13,0.468
2018,Terre-Neuve-et-Labrador,Inventaire provincial,10,11.158
2018,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,2.804
2018,Terre-Neuve-et-Labrador,Transports,10,3.794
2018,Terre-Neuve-et-Labrador,Industrie lourde,10,1.171
2018,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.657
2018,Terre-Neuve-et-Labrador,Bâtiments,10,0.885
2018,Terre-Neuve-et-Labrador,Déchets et autres,10,0.626
2018,Terre-Neuve-et-Labrador,Agriculture,10,0.093
2018,Territoires du Nord-Ouest,Inventaire territorial,61,1.427
2018,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.019
2018,Territoires du Nord-Ouest,Transports,61,0.753
2018,Territoires du Nord-Ouest,Industrie lourde,61,0.399
2018,Territoires du Nord-Ouest,Bâtiments,61,0.129
2018,Territoires du Nord-Ouest,Déchets et autres,61,0.038
2018,Nouvelle-Écosse,Inventaire provincial,12,16.402
2018,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.204
2018,Nouvelle-Écosse,Transports,12,5.023
2018,Nouvelle-Écosse,Industrie lourde,12,0.471
2018,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.461
2018,Nouvelle-Écosse,Bâtiments,12,2.09
2018,Nouvelle-Écosse,Déchets et autres,12,0.536
2018,Nouvelle-Écosse,Agriculture,12,0.419
2018,Nunavut,Inventaire territorial,62,0.878
2018,Nunavut,Transports,62,0.392
2018,Nunavut,Industrie lourde,62,0.214
2018,Nunavut,Bâtiments,62,0.068
2018,Nunavut,Déchets et autres,62,0.035
2018,Ontario,Inventaire provincial,35,164.727
2018,Ontario,Exploitation pétrolière et gazière,35,7.366
2018,Ontario,Transports,35,55.496
2018,Ontario,Industrie lourde,35,29.419
2018,Ontario,"Fabrication légère, construction et ressources forestières",35,10.034
2018,Ontario,Bâtiments,35,40.115
2018,Ontario,Déchets et autres,35,7.083
2018,Ontario,Agriculture,35,11.747
2018,Île-du-Prince-Édouard,Inventaire provincial,11,1.564
2018,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
2018,Île-du-Prince-Édouard,Transports,11,0.711
2018,Île-du-Prince-Édouard,Industrie lourde,11,0.011
2018,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.102
2018,Île-du-Prince-Édouard,Bâtiments,11,0.314
2018,Île-du-Prince-Édouard,Déchets et autres,11,0.077
2018,Île-du-Prince-Édouard,Agriculture,11,0.346
2018,Québec,Inventaire provincial,24,80.415
2018,Québec,Exploitation pétrolière et gazière,24,2.514
2018,Québec,Transports,24,32.039
2018,Québec,Industrie lourde,24,17.697
2018,Québec,"Fabrication légère, construction et ressources forestières",24,4.63
2018,Québec,Bâtiments,24,9.993
2018,Québec,Déchets et autres,24,4.154
2018,Québec,Agriculture,24,9.086
2018,Saskatchewan,Inventaire provincial,47,89.399
2018,Saskatchewan,Exploitation pétrolière et gazière,47,38.029
2018,Saskatchewan,Transports,47,9.877
2018,Saskatchewan,Industrie lourde,47,3.935
2018,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.903
2018,Saskatchewan,Bâtiments,47,4.091
2018,Saskatchewan,Déchets et autres,47,1.371
2018,Saskatchewan,Agriculture,47,16.229
2018,Yukon,Inventaire territorial,60,0.642
2018,Yukon,Exploitation pétrolière et gazière,60,0.0
2018,Yukon,Transports,60,0.38
2018,Yukon,Industrie lourde,60,0.121
2018,Yukon,"Fabrication légère, construction et ressources forestières",60,0.025
2018,Yukon,Bâtiments,60,0.042
2018,Yukon,Déchets et autres,60,0.033
2018,Yukon,Agriculture,60,0.008
2019,Alberta,Inventaire provincial,48,285.143
2019,Alberta,Exploitation pétrolière et gazière,48,156.326
2019,Alberta,Transports,48,28.028
2019,Alberta,Industrie lourde,48,18.712
2019,Alberta,"Fabrication légère, construction et ressources forestières",48,3.239
2019,Alberta,Bâtiments,48,21.807
2019,Alberta,Déchets et autres,48,4.588
2019,Alberta,Agriculture,48,20.408
2019,Colombie-Britannique,Inventaire provincial,59,61.937
2019,Colombie-Britannique,Exploitation pétrolière et gazière,59,13.061
2019,Colombie-Britannique,Transports,59,22.033
2019,Colombie-Britannique,Industrie lourde,59,6.631
2019,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,3.213
2019,Colombie-Britannique,Bâtiments,59,8.734
2019,Colombie-Britannique,Déchets et autres,59,2.393
2019,Colombie-Britannique,Agriculture,59,3.124
2019,Canada,Exploitation pétrolière et gazière,,222.752
2019,Canada,Transports,,168.799
2019,Canada,Industrie lourde,,80.282
2019,Canada,"Fabrication légère, construction et ressources forestières",,24.848
2019,Canada,Bâtiments,,93.887
2019,Canada,Déchets et autres,,22.993
2019,Canada,Agriculture,,69.419
2019,Manitoba,Inventaire provincial,46,22.021
2019,Manitoba,Exploitation pétrolière et gazière,46,1.025
2019,Manitoba,Transports,46,6.515
2019,Manitoba,Industrie lourde,46,1.221
2019,Manitoba,"Fabrication légère, construction et ressources forestières",46,1.156
2019,Manitoba,Bâtiments,46,3.143
2019,Manitoba,Déchets et autres,46,1.415
2019,Manitoba,Agriculture,46,7.504
2019,Nouveau-Brunswick,Inventaire provincial,13,13.366
2019,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,3.187
2019,Nouveau-Brunswick,Transports,13,3.512
2019,Nouveau-Brunswick,Industrie lourde,13,0.677
2019,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.395
2019,Nouveau-Brunswick,Bâtiments,13,1.049
2019,Nouveau-Brunswick,Déchets et autres,13,0.707
2019,Nouveau-Brunswick,Agriculture,13,0.461
2019,Terre-Neuve-et-Labrador,Inventaire provincial,10,11.338
2019,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,2.834
2019,Terre-Neuve-et-Labrador,Transports,10,3.751
2019,Terre-Neuve-et-Labrador,Industrie lourde,10,1.431
2019,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.572
2019,Terre-Neuve-et-Labrador,Bâtiments,10,0.901
2019,Terre-Neuve-et-Labrador,Déchets et autres,10,0.614
2019,Terre-Neuve-et-Labrador,Agriculture,10,0.095
2019,Territoires du Nord-Ouest,Inventaire territorial,61,1.42
2019,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.074
2019,Territoires du Nord-Ouest,Transports,61,0.702
2019,Territoires du Nord-Ouest,Industrie lourde,61,0.389
2019,Territoires du Nord-Ouest,Bâtiments,61,0.132
2019,Territoires du Nord-Ouest,Déchets et autres,61,0.039
2019,Nouvelle-Écosse,Inventaire provincial,12,15.628
2019,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.005
2019,Nouvelle-Écosse,Transports,12,4.873
2019,Nouvelle-Écosse,Industrie lourde,12,0.414
2019,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.42
2019,Nouvelle-Écosse,Bâtiments,12,2.096
2019,Nouvelle-Écosse,Déchets et autres,12,0.542
2019,Nouvelle-Écosse,Agriculture,12,0.4
2019,Nunavut,Inventaire territorial,62,0.904
2019,Nunavut,Transports,62,0.404
2019,Nunavut,Industrie lourde,62,0.229
2019,Nunavut,Bâtiments,62,0.068
2019,Nunavut,Déchets et autres,62,0.037
2019,Ontario,Inventaire provincial,35,165.099
2019,Ontario,Exploitation pétrolière et gazière,35,7.306
2019,Ontario,Transports,35,55.936
2019,Ontario,Industrie lourde,35,28.608
2019,Ontario,"Fabrication légère, construction et ressources forestières",35,9.778
2019,Ontario,Bâtiments,35,41.109
2019,Ontario,Déchets et autres,35,6.92
2019,Ontario,Agriculture,35,12.064
2019,Île-du-Prince-Édouard,Inventaire provincial,11,1.611
2019,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
2019,Île-du-Prince-Édouard,Transports,11,0.707
2019,Île-du-Prince-Édouard,Industrie lourde,11,0.011
2019,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.126
2019,Île-du-Prince-Édouard,Bâtiments,11,0.319
2019,Île-du-Prince-Édouard,Déchets et autres,11,0.097
2019,Île-du-Prince-Édouard,Agriculture,11,0.351
2019,Québec,Inventaire provincial,24,82.189
2019,Québec,Exploitation pétrolière et gazière,24,2.84
2019,Québec,Transports,24,32.269
2019,Québec,Industrie lourde,24,18.459
2019,Québec,"Fabrication légère, construction et ressources forestières",24,4.999
2019,Québec,Bâtiments,24,10.199
2019,Québec,Déchets et autres,24,4.205
2019,Québec,Agriculture,24,8.941
2019,Saskatchewan,Inventaire provincial,47,86.661
2019,Saskatchewan,Exploitation pétrolière et gazière,47,36.093
2019,Saskatchewan,Transports,47,9.664
2019,Saskatchewan,Industrie lourde,47,3.375
2019,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.894
2019,Saskatchewan,Bâtiments,47,4.291
2019,Saskatchewan,Déchets et autres,47,1.402
2019,Saskatchewan,Agriculture,47,16.064
2019,Yukon,Inventaire territorial,60,0.688
2019,Yukon,Exploitation pétrolière et gazière,60,0.0
2019,Yukon,Transports,60,0.405
2019,Yukon,Industrie lourde,60,0.126
2019,Yukon,"Fabrication légère, construction et ressources forestières",60,0.027
2019,Yukon,Bâtiments,60,0.04
2019,Yukon,Déchets et autres,60,0.034
2019,Yukon,Agriculture,60,0.007
2020,Alberta,Inventaire provincial,48,264.688
2020,Alberta,Exploitation pétrolière et gazière,48,146.72
2020,Alberta,Transports,48,22.53
2020,Alberta,Industrie lourde,48,18.965
2020,Alberta,"Fabrication légère, construction et ressources forestières",48,2.797
2020,Alberta,Bâtiments,48,20.924
2020,Alberta,Déchets et autres,48,4.655
2020,Alberta,Agriculture,48,20.395
2020,Colombie-Britannique,Inventaire provincial,59,57.714
2020,Colombie-Britannique,Exploitation pétrolière et gazière,59,13.017
2020,Colombie-Britannique,Transports,59,19.561
2020,Colombie-Britannique,Industrie lourde,59,5.712
2020,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,3.008
2020,Colombie-Britannique,Bâtiments,59,8.825
2020,Colombie-Britannique,Déchets et autres,59,2.247
2020,Colombie-Britannique,Agriculture,59,3.1
2020,Canada,Exploitation pétrolière et gazière,,202.676
2020,Canada,Transports,,141.328
2020,Canada,Industrie lourde,,76.814
2020,Canada,"Fabrication légère, construction et ressources forestières",,22.136
2020,Canada,Bâtiments,,88.222
2020,Canada,Déchets et autres,,23.017
2020,Canada,Agriculture,,70.043
2020,Manitoba,Inventaire provincial,46,21.199
2020,Manitoba,Exploitation pétrolière et gazière,46,0.857
2020,Manitoba,Transports,46,5.686
2020,Manitoba,Industrie lourde,46,1.224
2020,Manitoba,"Fabrication légère, construction et ressources forestières",46,1.142
2020,Manitoba,Bâtiments,46,3.003
2020,Manitoba,Déchets et autres,46,1.427
2020,Manitoba,Agriculture,46,7.817
2020,Nouveau-Brunswick,Inventaire provincial,13,11.423
2020,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.93
2020,Nouveau-Brunswick,Transports,13,3.147
2020,Nouveau-Brunswick,Industrie lourde,13,0.59
2020,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.348
2020,Nouveau-Brunswick,Bâtiments,13,0.972
2020,Nouveau-Brunswick,Déchets et autres,13,0.735
2020,Nouveau-Brunswick,Agriculture,13,0.452
2020,Terre-Neuve-et-Labrador,Inventaire provincial,10,9.106
2020,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.761
2020,Terre-Neuve-et-Labrador,Transports,10,3.285
2020,Terre-Neuve-et-Labrador,Industrie lourde,10,1.248
2020,Terre-Neuve-et-Labrador,"Fabrication légère, construction et ressources forestières",10,0.344
2020,Terre-Neuve-et-Labrador,Bâtiments,10,0.811
2020,Terre-Neuve-et-Labrador,Déchets et autres,10,0.611
2020,Terre-Neuve-et-Labrador,Agriculture,10,0.092
2020,Territoires du Nord-Ouest,Inventaire territorial,61,1.216
2020,Territoires du Nord-Ouest,Exploitation pétrolière et gazière,61,0.057
2020,Territoires du Nord-Ouest,Transports,61,0.532
2020,Territoires du Nord-Ouest,Industrie lourde,61,0.367
2020,Territoires du Nord-Ouest,Bâtiments,61,0.128
2020,Territoires du Nord-Ouest,Déchets et autres,61,0.04
2020,Nouvelle-Écosse,Inventaire provincial,12,14.263
2020,Nouvelle-Écosse,Exploitation pétrolière et gazière,12,0.006
2020,Nouvelle-Écosse,Transports,12,4.139
2020,Nouvelle-Écosse,Industrie lourde,12,0.376
2020,Nouvelle-Écosse,"Fabrication légère, construction et ressources forestières",12,0.354
2020,Nouvelle-Écosse,Bâtiments,12,1.995
2020,Nouvelle-Écosse,Déchets et autres,12,0.562
2020,Nouvelle-Écosse,Agriculture,12,0.403
2020,Nunavut,Inventaire territorial,62,0.784
2020,Nunavut,Transports,62,0.317
2020,Nunavut,Industrie lourde,62,0.209
2020,Nunavut,Bâtiments,62,0.066
2020,Nunavut,Déchets et autres,62,0.038
2020,Ontario,Inventaire provincial,35,148.622
2020,Ontario,Exploitation pétrolière et gazière,35,7.029
2020,Ontario,Transports,35,45.151
2020,Ontario,Industrie lourde,35,26.608
2020,Ontario,"Fabrication légère, construction et ressources forestières",35,8.597
2020,Ontario,Bâtiments,35,38.067
2020,Ontario,Déchets et autres,35,6.881
2020,Ontario,Agriculture,35,12.473
2020,Île-du-Prince-Édouard,Inventaire provincial,11,1.567
2020,Île-du-Prince-Édouard,Exploitation pétrolière et gazière,11,0.0
2020,Île-du-Prince-Édouard,Transports,11,0.6
2020,Île-du-Prince-Édouard,Industrie lourde,11,0.015
2020,Île-du-Prince-Édouard,"Fabrication légère, construction et ressources forestières",11,0.188
2020,Île-du-Prince-Édouard,Bâtiments,11,0.311
2020,Île-du-Prince-Édouard,Déchets et autres,11,0.094
2020,Île-du-Prince-Édouard,Agriculture,11,0.36
2020,Québec,Inventaire provincial,24,74.993
2020,Québec,Exploitation pétrolière et gazière,24,2.685
2020,Québec,Transports,24,27.235
2020,Québec,Industrie lourde,24,17.751
2020,Québec,"Fabrication légère, construction et ressources forestières",24,4.564
2020,Québec,Bâtiments,24,9.147
2020,Québec,Déchets et autres,24,4.295
2020,Québec,Agriculture,24,8.955
2020,Saskatchewan,Inventaire provincial,47,74.758
2020,Saskatchewan,Exploitation pétrolière et gazière,47,27.613
2020,Saskatchewan,Transports,47,8.817
2020,Saskatchewan,Industrie lourde,47,3.645
2020,Saskatchewan,"Fabrication légère, construction et ressources forestières",47,0.739
2020,Saskatchewan,Bâtiments,47,3.931
2020,Saskatchewan,Déchets et autres,47,1.399
2020,Saskatchewan,Agriculture,47,15.989
2020,Yukon,Inventaire territorial,60,0.592
2020,Yukon,Exploitation pétrolière et gazière,60,0.0
2020,Yukon,Transports,60,0.327
2020,Yukon,Industrie lourde,60,0.104
2020,Yukon,"Fabrication légère, construction et ressources forestières",60,0.024
2020,Yukon,Bâtiments,60,0.042
2020,Yukon,Déchets et autres,60,0.034
2020,Yukon,Agriculture,60,0.006
2021,Alberta,Inventaire provincial,48,266.933
2021,Alberta,Exploitation pétrolière et gazière,48,154.311
2021,Alberta,Transports,48,22.885
2021,Alberta,Industrie lourde,48,18.429
2021,Alberta,"Fabrication légère, construction et ressources forestières",48,2.816
2021,Alberta,Bâtiments,48,20.301
2021,Alberta,Déchets et autres,48,4.659
2021,Alberta,Agriculture,48,20.417
2021,Colombie-Britannique,Inventaire provincial,59,58.984
2021,Colombie-Britannique,Exploitation pétrolière et gazière,59,12.53
2021,Colombie-Britannique,Transports,59,20.631
2021,Colombie-Britannique,Industrie lourde,59,5.491
2021,Colombie-Britannique,"Fabrication légère, construction et ressources forestières",59,3.237
2021,Colombie-Britannique,Bâtiments,59,9.008
2021,Colombie-Britannique,Déchets et autres,59,2.126
2021,Colombie-Britannique,Agriculture,59,3.071
2021,Canada,Exploitation pétrolière et gazière,,209.354
2021,Canada,Transports,,146.764
2021,Canada,Industrie lourde,,79.145
2021,Canada,"Fabrication légère, construction et ressources forestières",,22.962
2021,Canada,Bâtiments,,84.817
2021,Canada,Déchets et autres,,23.236
2021,Canada,Agriculture,,69.548
2021,Manitoba,Inventaire provincial,46,20.653
2021,Manitoba,Exploitation pétrolière et gazière,46,0.962
2021,Manitoba,Transports,46,5.838
2021,Manitoba,Industrie lourde,46,1.129
2021,Manitoba,"Fabrication légère, construction et ressources forestières",46,1.049
2021,Manitoba,Bâtiments,46,2.845
2021,Manitoba,Déchets et autres,46,1.446
2021,Manitoba,Agriculture,46,7.325
2021,Nouveau-Brunswick,Inventaire provincial,13,12.028
2021,Nouveau-Brunswick,Exploitation pétrolière et gazière,13,2.9
2021,Nouveau-Brunswick,Transports,13,3.049
2021,Nouveau-Brunswick,Industrie lourde,13,0.636
2021,Nouveau-Brunswick,"Fabrication légère, construction et ressources forestières",13,0.416
2021,Nouveau-Brunswick,Bâtiments,13,0.878
2021,Nouveau-Brunswick,Déchets et autres,13,0.761
2021,Nouveau-Brunswick,Agriculture,13,0.472
2021,Terre-Neuve-et-Labrador,Inventaire provincial,10,8.209
2021,Terre-Neuve-et-Labrador,Exploitation pétrolière et gazière,10,1.357
2021,Terre-Neuve-et-Labrador,Transports,10,3.047
2021,Terre-Neuve-et-Labrador,Industrie lourde,10,1.459
