Year,Géographie,Sexe,Groupe d'âge,Selected demographic characteristics,Value
2016,Nouvelle-Écosse,Les deux sexes,75 ans et plus,Total identité autochtone,36.9
2016,Nouvelle-Écosse,Les deux sexes,75 ans et plus,First Nations (North American Indian),40.7
2016,Nouvelle-Écosse,Les deux sexes,75 ans et plus,data.M�tis,33.1
2016,Nouvelle-Écosse,Les deux sexes,75 ans et plus,Inuk (Inuit),75.0
2016,Nouvelle-Écosse,Les deux sexes,75 ans et plus,Identité non autochtone,54.2
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",73.9
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,72.6
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,87.8
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,92.6
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,81.1
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",Not a visible minority,73.4
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,65.6
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",First Nations (North American Indian),64.7
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",data.M�tis,66.1
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),79.2
2016,Nouvelle-Écosse,Hommes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,74.4
2016,Nouvelle-Écosse,Hommes,15 to 24 years,"Total, toutes les personnes",61.5
2016,Nouvelle-Écosse,Hommes,15 to 24 years,Non-immigrants,59.8
2016,Nouvelle-Écosse,Hommes,15 to 24 years,Immigrants,70.2
2016,Nouvelle-Écosse,Hommes,15 to 24 years,Résidents non permanents,88.2
2016,Nouvelle-Écosse,Hommes,15 to 24 years,Total de la population des minorités visibles,72.6
2016,Nouvelle-Écosse,Hommes,15 to 24 years,Not a visible minority,60.1
2016,Nouvelle-Écosse,Hommes,15 to 24 years,Total identité autochtone,52.8
2016,Nouvelle-Écosse,Hommes,15 to 24 years,First Nations (North American Indian),49.7
2016,Nouvelle-Écosse,Hommes,15 to 24 years,data.M�tis,57.6
2016,Nouvelle-Écosse,Hommes,15 to 24 years,Inuk (Inuit),61.5
2016,Nouvelle-Écosse,Hommes,15 to 24 years,Identité non autochtone,62.2
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,"Total, toutes les personnes",81.1
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Non-immigrants,80.1
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Immigrants,92.1
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Résidents non permanents,96.3
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Total de la population des minorités visibles,87.5
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Not a visible minority,80.7
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Total identité autochtone,73.2
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,First Nations (North American Indian),72.1
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,data.M�tis,73.5
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Inuk (Inuit),87.9
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Identité non autochtone,81.6
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,"Total, toutes les personnes",65.9
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Non-immigrants,63.9
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Immigrants,87.1
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Résidents non permanents,77.8
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Total de la population des minorités visibles,63.9
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Not a visible minority,66.0
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Total identité autochtone,54.1
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,First Nations (North American Indian),57.4
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,data.M�tis,51.6
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Inuk (Inuit),66.7
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Identité non autochtone,66.3
2016,Nouvelle-Écosse,Hommes,75 ans et plus,"Total, toutes les personnes",51.9
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Non-immigrants,48.9
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Immigrants,79.0
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Résidents non permanents,75.0
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Total de la population des minorités visibles,57.4
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Not a visible minority,51.7
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Total identité autochtone,38.0
2016,Nouvelle-Écosse,Hommes,75 ans et plus,First Nations (North American Indian),39.0
2016,Nouvelle-Écosse,Hommes,75 ans et plus,data.M�tis,34.6
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Inuk (Inuit),66.7
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Identité non autochtone,52.2
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",79.6
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,78.9
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,87.3
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,92.6
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,82.3
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",Not a visible minority,79.4
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,75.3
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",First Nations (North American Indian),74.0
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",data.M�tis,76.6
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),78.1
2016,Nouvelle-Écosse,Femmes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,79.8
2016,Nouvelle-Écosse,Femmes,15 to 24 years,"Total, toutes les personnes",64.6
2016,Nouvelle-Écosse,Femmes,15 to 24 years,Non-immigrants,63.8
2016,Nouvelle-Écosse,Femmes,15 to 24 years,Immigrants,65.6
2016,Nouvelle-Écosse,Femmes,15 to 24 years,Résidents non permanents,86.9
2016,Nouvelle-Écosse,Femmes,15 to 24 years,Total de la population des minorités visibles,70.5
2016,Nouvelle-Écosse,Femmes,15 to 24 years,Not a visible minority,63.9
2016,Nouvelle-Écosse,Femmes,15 to 24 years,Total identité autochtone,60.2
2016,Nouvelle-Écosse,Femmes,15 to 24 years,First Nations (North American Indian),56.7
2016,Nouvelle-Écosse,Femmes,15 to 24 years,data.M�tis,64.0
2016,Nouvelle-Écosse,Femmes,15 to 24 years,Inuk (Inuit),71.4
2016,Nouvelle-Écosse,Femmes,15 to 24 years,Identité non autochtone,65.0
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,"Total, toutes les personnes",88.3
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,Non-immigrants,87.9
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,Immigrants,92.3
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,Résidents non permanents,97.3
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,Total de la population des minorités visibles,89.8
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,Not a visible minority,88.2
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,Total identité autochtone,84.6
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,First Nations (North American Indian),82.9
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,data.M�tis,86.2
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,Inuk (Inuit),83.7
2016,Nouvelle-Écosse,Femmes,25 à 64 ans,Identité non autochtone,88.5
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,"Total, toutes les personnes",69.7
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,Non-immigrants,68.1
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,Immigrants,87.3
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,Résidents non permanents,83.3
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,Total de la population des minorités visibles,65.2
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,Not a visible minority,69.8
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,Total identité autochtone,55.8
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,First Nations (North American Indian),59.0
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,data.M�tis,54.1
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,Inuk (Inuit),60.0
2016,Nouvelle-Écosse,Femmes,65 à 74 ans,Identité non autochtone,70.1
2016,Nouvelle-Écosse,Femmes,75 ans et plus,"Total, toutes les personnes",55.3
2016,Nouvelle-Écosse,Femmes,75 ans et plus,Non-immigrants,53.5
2016,Nouvelle-Écosse,Femmes,75 ans et plus,Immigrants,75.7
2016,Nouvelle-Écosse,Femmes,75 ans et plus,Résidents non permanents,50.0
2016,Nouvelle-Écosse,Femmes,75 ans et plus,Total de la population des minorités visibles,55.4
2016,Nouvelle-Écosse,Femmes,75 ans et plus,Not a visible minority,55.4
2016,Nouvelle-Écosse,Femmes,75 ans et plus,Total identité autochtone,36.1
2016,Nouvelle-Écosse,Femmes,75 ans et plus,First Nations (North American Indian),41.2
2016,Nouvelle-Écosse,Femmes,75 ans et plus,data.M�tis,31.7
2016,Nouvelle-Écosse,Femmes,75 ans et plus,Inuk (Inuit),100.0
2016,Nouvelle-Écosse,Femmes,75 ans et plus,Identité non autochtone,55.8
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",75.3
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,74.7
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,84.7
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,87.6
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,82.3
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Not a visible minority,75.1
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,66.4
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",First Nations (North American Indian),66.1
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.M�tis,66.3
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),69.5
2016,Nouveau-Brunswick,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,75.6
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,"Total, toutes les personnes",63.6
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,Non-immigrants,63.6
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,Immigrants,56.6
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,Résidents non permanents,79.6
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,Total de la population des minorités visibles,63.1
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,Not a visible minority,63.6
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,Total identité autochtone,57.9
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,First Nations (North American Indian),57.2
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,data.M�tis,56.7
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,Inuk (Inuit),65.0
2016,Nouveau-Brunswick,Les deux sexes,15 to 24 years,Identité non autochtone,63.9
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",84.2
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,Non-immigrants,83.8
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,Immigrants,90.5
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,Résidents non permanents,91.1
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,90.4
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,Not a visible minority,84.0
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,Total identité autochtone,73.7
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,First Nations (North American Indian),72.8
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,data.M�tis,74.3
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,Inuk (Inuit),70.6
2016,Nouveau-Brunswick,Les deux sexes,25 à 64 ans,Identité non autochtone,84.6
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",62.7
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,Non-immigrants,61.5
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,Immigrants,85.1
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,Résidents non permanents,81.8
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,76.1
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,Not a visible minority,62.6
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,Total identité autochtone,48.2
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,First Nations (North American Indian),49.1
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,data.M�tis,46.7
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,Inuk (Inuit),80.0
2016,Nouveau-Brunswick,Les deux sexes,65 à 74 ans,Identité non autochtone,63.1
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,"Total, toutes les personnes",45.8
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,Non-immigrants,44.2
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,Immigrants,72.1
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,Résidents non permanents,50.0
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,56.3
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,Not a visible minority,45.7
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,Total identité autochtone,29.0
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,First Nations (North American Indian),34.4
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,data.M�tis,22.2
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,Inuk (Inuit),0.0
2016,Nouveau-Brunswick,Les deux sexes,75 ans et plus,Identité non autochtone,46.1
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",72.3
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,71.6
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,84.1
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,87.3
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,82.5
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",Not a visible minority,72.0
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,62.4
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",First Nations (North American Indian),62.2
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",data.M�tis,61.7
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),76.9
2016,Nouveau-Brunswick,Hommes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,72.7
2016,Nouveau-Brunswick,Hommes,15 to 24 years,"Total, toutes les personnes",62.4
2016,Nouveau-Brunswick,Hommes,15 to 24 years,Non-immigrants,62.3
2016,Nouveau-Brunswick,Hommes,15 to 24 years,Immigrants,54.0
2016,Nouveau-Brunswick,Hommes,15 to 24 years,Résidents non permanents,82.1
2016,Nouveau-Brunswick,Hommes,15 to 24 years,Total de la population des minorités visibles,64.7
2016,Nouveau-Brunswick,Hommes,15 to 24 years,Not a visible minority,62.3
2016,Nouveau-Brunswick,Hommes,15 to 24 years,Total identité autochtone,55.5
2016,Nouveau-Brunswick,Hommes,15 to 24 years,First Nations (North American Indian),54.8
2016,Nouveau-Brunswick,Hommes,15 to 24 years,data.M�tis,55.3
2016,Nouveau-Brunswick,Hommes,15 to 24 years,Inuk (Inuit),66.7
2016,Nouveau-Brunswick,Hommes,15 to 24 years,Identité non autochtone,62.8
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,"Total, toutes les personnes",80.6
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,Non-immigrants,80.0
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,Immigrants,89.6
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,Résidents non permanents,90.4
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,Total de la population des minorités visibles,90.9
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,Not a visible minority,80.2
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,Total identité autochtone,69.4
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,First Nations (North American Indian),68.0
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,data.M�tis,70.2
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,Inuk (Inuit),81.3
2016,Nouveau-Brunswick,Hommes,25 à 64 ans,Identité non autochtone,81.0
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,"Total, toutes les personnes",60.4
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,Non-immigrants,59.0
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,Immigrants,86.4
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,Résidents non permanents,60.0
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,Total de la population des minorités visibles,71.6
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,Not a visible minority,60.3
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,Total identité autochtone,42.2
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,First Nations (North American Indian),45.1
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,data.M�tis,39.3
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,Inuk (Inuit),100.0
2016,Nouveau-Brunswick,Hommes,65 à 74 ans,Identité non autochtone,60.9
2016,Nouveau-Brunswick,Hommes,75 ans et plus,"Total, toutes les personnes",42.5
2016,Nouveau-Brunswick,Hommes,75 ans et plus,Non-immigrants,40.3
2016,Nouveau-Brunswick,Hommes,75 ans et plus,Immigrants,75.8
2016,Nouveau-Brunswick,Hommes,75 ans et plus,Résidents non permanents,0.0
2016,Nouveau-Brunswick,Hommes,75 ans et plus,Total de la population des minorités visibles,62.8
2016,Nouveau-Brunswick,Hommes,75 ans et plus,Not a visible minority,42.2
2016,Nouveau-Brunswick,Hommes,75 ans et plus,Total identité autochtone,27.4
2016,Nouveau-Brunswick,Hommes,75 ans et plus,First Nations (North American Indian),37.8
2016,Nouveau-Brunswick,Hommes,75 ans et plus,data.M�tis,17.0
2016,Nouveau-Brunswick,Hommes,75 ans et plus,Inuk (Inuit),0.0
2016,Nouveau-Brunswick,Hommes,75 ans et plus,Identité non autochtone,42.8
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",78.1
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,77.6
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,85.3
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,87.4
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,82.1
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",Not a visible minority,78.0
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,70.5
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",First Nations (North American Indian),69.8
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",data.M�tis,71.3
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),62.5
2016,Nouveau-Brunswick,Femmes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,78.4
2016,Nouveau-Brunswick,Femmes,15 to 24 years,"Total, toutes les personnes",64.8
2016,Nouveau-Brunswick,Femmes,15 to 24 years,Non-immigrants,64.9
2016,Nouveau-Brunswick,Femmes,15 to 24 years,Immigrants,59.6
2016,Nouveau-Brunswick,Femmes,15 to 24 years,Résidents non permanents,76.9
2016,Nouveau-Brunswick,Femmes,15 to 24 years,Total de la population des minorités visibles,61.0
2016,Nouveau-Brunswick,Femmes,15 to 24 years,Not a visible minority,65.0
2016,Nouveau-Brunswick,Femmes,15 to 24 years,Total identité autochtone,60.1
2016,Nouveau-Brunswick,Femmes,15 to 24 years,First Nations (North American Indian),59.3
2016,Nouveau-Brunswick,Femmes,15 to 24 years,data.M�tis,59.8
2016,Nouveau-Brunswick,Femmes,15 to 24 years,Inuk (Inuit),72.7
2016,Nouveau-Brunswick,Femmes,15 to 24 years,Identité non autochtone,65.1
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,"Total, toutes les personnes",87.6
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,Non-immigrants,87.4
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,Immigrants,91.3
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,Résidents non permanents,92.6
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,Total de la population des minorités visibles,89.8
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,Not a visible minority,87.5
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,Total identité autochtone,77.9
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,First Nations (North American Indian),77.4
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,data.M�tis,78.8
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,Inuk (Inuit),61.1
2016,Nouveau-Brunswick,Femmes,25 à 64 ans,Identité non autochtone,88.0
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,"Total, toutes les personnes",65.0
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Non-immigrants,63.9
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Immigrants,84.0
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Résidents non permanents,100.0
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Total de la population des minorités visibles,81.8
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Not a visible minority,64.8
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Total identité autochtone,54.1
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,First Nations (North American Indian),51.6
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,data.M�tis,54.3
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Inuk (Inuit),75.0
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Identité non autochtone,65.2
2016,Nouveau-Brunswick,Femmes,75 ans et plus,"Total, toutes les personnes",48.4
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Non-immigrants,47.2
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Immigrants,68.8
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Résidents non permanents,66.7
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Total de la population des minorités visibles,45.9
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Not a visible minority,48.5
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Total identité autochtone,31.0
2016,Nouveau-Brunswick,Femmes,75 ans et plus,First Nations (North American Indian),33.3
2016,Nouveau-Brunswick,Femmes,75 ans et plus,data.M�tis,29.4
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Inuk (Inuit),0.0
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Identité non autochtone,48.7
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",77.2
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,76.8
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,78.8
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,88.6
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,79.4
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Not a visible minority,77.0
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,60.0
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",First Nations (North American Indian),54.8
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.M�tis,70.0
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),30.9
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,77.6
2016,Québec,Les deux sexes,15 to 24 years,"Total, toutes les personnes",65.2
2016,Québec,Les deux sexes,15 to 24 years,Non-immigrants,64.6
2016,Québec,Les deux sexes,15 to 24 years,Immigrants,65.7
2016,Québec,Les deux sexes,15 to 24 years,Résidents non permanents,87.5
2016,Québec,Les deux sexes,15 to 24 years,Total de la population des minorités visibles,67.5
2016,Québec,Les deux sexes,15 to 24 years,Not a visible minority,64.8
2016,Québec,Les deux sexes,15 to 24 years,Total identité autochtone,43.7
2016,Québec,Les deux sexes,15 to 24 years,First Nations (North American Indian),39.0
2016,Québec,Les deux sexes,15 to 24 years,data.M�tis,56.7
2016,Québec,Les deux sexes,15 to 24 years,Inuk (Inuit),23.0
2016,Québec,Les deux sexes,15 to 24 years,Identité non autochtone,65.9
2016,Québec,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",83.8
2016,Québec,Les deux sexes,25 à 64 ans,Non-immigrants,83.4
2016,Québec,Les deux sexes,25 à 64 ans,Immigrants,85.6
2016,Québec,Les deux sexes,25 à 64 ans,Résidents non permanents,90.3
2016,Québec,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,84.7
2016,Québec,Les deux sexes,25 à 64 ans,Not a visible minority,83.7
2016,Québec,Les deux sexes,25 à 64 ans,Total identité autochtone,66.0
2016,Québec,Les deux sexes,25 à 64 ans,First Nations (North American Indian),61.0
2016,Québec,Les deux sexes,25 à 64 ans,data.M�tis,75.3
2016,Québec,Les deux sexes,25 à 64 ans,Inuk (Inuit),35.3
2016,Québec,Les deux sexes,25 à 64 ans,Identité non autochtone,84.2
2016,Québec,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",72.2
2016,Québec,Les deux sexes,65 à 74 ans,Non-immigrants,72.8
2016,Québec,Les deux sexes,65 à 74 ans,Immigrants,68.7
