Year,Géographie,Industries,Environmental management practices,GeoCode,Environmental protection activities,Value
2019,Île-du-Prince-Édouard,"Total, industries",Pollution prevention plan,11,,10.7
2019,Île-du-Prince-Édouard,"Total, industries",Life cycle management,11,,4.9
2019,Île-du-Prince-Édouard,"Total, industries",ISO 14000 family certification,11,,
2019,Île-du-Prince-Édouard,"Total, industries",Environmental voluntary agreements or programs,11,,5.8
2019,Île-du-Prince-Édouard,"Total, industries",Green procurements policy or guidelines,11,,6.8
2019,Île-du-Prince-Édouard,"Total, industries",Environmental supply chain management policy,11,,3.9
2019,Île-du-Prince-Édouard,"Total, industries",New or improved environmental supply chain management policy,11,,0.0
2019,Île-du-Prince-Édouard,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",11,,7.8
2019,Île-du-Prince-Édouard,"Total, industries",Greenhouse gas emission inventory,11,,
2019,Île-du-Prince-Édouard,"Total, industries",Purchased carbon offset credits only or purchased more than sold,11,,
2019,Île-du-Prince-Édouard,"Total, industries",Redevances écologiques,11,,
2019,Île-du-Prince-Édouard,"Total, industries",Other environmental management practices,11,,2.9
2019,Nouvelle-Écosse,"Total, industries",Reported using one or more environmental management practices,12,,34.5
2019,Nouvelle-Écosse,"Total, industries",Environmental management system,12,,16.1
2019,Nouvelle-Écosse,"Total, industries",Pollution prevention plan,12,,18.2
2019,Nouvelle-Écosse,"Total, industries",Life cycle management,12,,3.1
2019,Nouvelle-Écosse,"Total, industries",ISO 14000 family certification,12,,2.5
2019,Nouvelle-Écosse,"Total, industries",Environmental voluntary agreements or programs,12,,4.3
2019,Nouvelle-Écosse,"Total, industries",Green procurements policy or guidelines,12,,8.3
2019,Nouvelle-Écosse,"Total, industries",Environmental supply chain management policy,12,,4.1
2019,Nouvelle-Écosse,"Total, industries",New or improved environmental supply chain management policy,12,,1.4
2019,Nouvelle-Écosse,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",12,,4.3
2019,Nouvelle-Écosse,"Total, industries",Greenhouse gas emission inventory,12,,7.0
2019,Nouvelle-Écosse,"Total, industries",Purchased carbon offset credits only or purchased more than sold,12,,0.0
2019,Nouvelle-Écosse,"Total, industries",Redevances écologiques,12,,0.0
2019,Nouvelle-Écosse,"Total, industries",Other environmental management practices,12,,4.8
2019,Nouveau-Brunswick,"Total, industries",Reported using one or more environmental management practices,13,,33.0
2019,Nouveau-Brunswick,"Total, industries",Environmental management system,13,,17.4
2019,Nouveau-Brunswick,"Total, industries",Pollution prevention plan,13,,17.8
2019,Nouveau-Brunswick,"Total, industries",Life cycle management,13,,2.6
2019,Nouveau-Brunswick,"Total, industries",ISO 14000 family certification,13,,5.7
2019,Nouveau-Brunswick,"Total, industries",Environmental voluntary agreements or programs,13,,8.0
2019,Nouveau-Brunswick,"Total, industries",Green procurements policy or guidelines,13,,7.7
2019,Nouveau-Brunswick,"Total, industries",Environmental supply chain management policy,13,,5.0
2019,Nouveau-Brunswick,"Total, industries",New or improved environmental supply chain management policy,13,,2.3
2019,Nouveau-Brunswick,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",13,,3.2
2019,Nouveau-Brunswick,"Total, industries",Greenhouse gas emission inventory,13,,8.3
2019,Nouveau-Brunswick,"Total, industries",Purchased carbon offset credits only or purchased more than sold,13,,
2019,Nouveau-Brunswick,"Total, industries",Redevances écologiques,13,,
2019,Nouveau-Brunswick,"Total, industries",Other environmental management practices,13,,1.4
2019,Québec,"Total, industries",Reported using one or more environmental management practices,24,,32.7
2019,Québec,"Total, industries",Environmental management system,24,,15.7
2019,Québec,"Total, industries",Pollution prevention plan,24,,16.0
2019,Québec,"Total, industries",Life cycle management,24,,8.6
2019,Québec,"Total, industries",ISO 14000 family certification,24,,9.0
2019,Québec,"Total, industries",Environmental voluntary agreements or programs,24,,7.1
2019,Québec,"Total, industries",Green procurements policy or guidelines,24,,9.2
2019,Québec,"Total, industries",Environmental supply chain management policy,24,,11.9
2019,Québec,"Total, industries",New or improved environmental supply chain management policy,24,,5.8
2019,Québec,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",24,,2.7
2019,Québec,"Total, industries",Greenhouse gas emission inventory,24,,11.1
2019,Québec,"Total, industries",Purchased carbon offset credits only or purchased more than sold,24,,1.6
2019,Québec,"Total, industries",Redevances écologiques,24,,0.8
2019,Québec,"Total, industries",Other environmental management practices,24,,4.3
2019,Ontario,"Total, industries",Reported using one or more environmental management practices,35,,39.1
2019,Ontario,"Total, industries",Environmental management system,35,,24.0
2019,Ontario,"Total, industries",Pollution prevention plan,35,,21.6
2019,Ontario,"Total, industries",Life cycle management,35,,9.0
2019,Ontario,"Total, industries",ISO 14000 family certification,35,,12.0
2019,Ontario,"Total, industries",Environmental voluntary agreements or programs,35,,8.5
2019,Ontario,"Total, industries",Green procurements policy or guidelines,35,,11.0
2019,Ontario,"Total, industries",Environmental supply chain management policy,35,,9.0
2019,Ontario,"Total, industries",New or improved environmental supply chain management policy,35,,5.6
2019,Ontario,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",35,,7.5
2019,Ontario,"Total, industries",Greenhouse gas emission inventory,35,,11.0
2019,Ontario,"Total, industries",Purchased carbon offset credits only or purchased more than sold,35,,0.2
2019,Ontario,"Total, industries",Redevances écologiques,35,,
2019,Ontario,"Total, industries",Other environmental management practices,35,,5.9
2019,Provinces des Prairies,"Total, industries",Reported using one or more environmental management practices,,,37.7
2019,Provinces des Prairies,"Total, industries",Environmental management system,,,20.4
2019,Provinces des Prairies,"Total, industries",Pollution prevention plan,,,16.0
2019,Provinces des Prairies,"Total, industries",Life cycle management,,,6.9
2019,Provinces des Prairies,"Total, industries",ISO 14000 family certification,,,4.4
2019,Provinces des Prairies,"Total, industries",Environmental voluntary agreements or programs,,,6.7
2019,Provinces des Prairies,"Total, industries",Green procurements policy or guidelines,,,5.3
2019,Provinces des Prairies,"Total, industries",Environmental supply chain management policy,,,3.4
2019,Provinces des Prairies,"Total, industries",New or improved environmental supply chain management policy,,,2.3
2019,Provinces des Prairies,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,,5.4
2019,Provinces des Prairies,"Total, industries",Greenhouse gas emission inventory,,,15.5
2019,Provinces des Prairies,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,,2.9
2019,Provinces des Prairies,"Total, industries",Redevances écologiques,,,1.8
2019,Provinces des Prairies,"Total, industries",Other environmental management practices,,,8.7
2019,Manitoba,"Total, industries",Reported using one or more environmental management practices,46,,29.5
2019,Manitoba,"Total, industries",Environmental management system,46,,14.8
2019,Manitoba,"Total, industries",Pollution prevention plan,46,,11.9
2019,Manitoba,"Total, industries",Life cycle management,46,,4.7
2019,Manitoba,"Total, industries",ISO 14000 family certification,46,,6.1
2019,Manitoba,"Total, industries",Environmental voluntary agreements or programs,46,,4.7
2019,Manitoba,"Total, industries",Green procurements policy or guidelines,46,,6.2
2019,Manitoba,"Total, industries",Environmental supply chain management policy,46,,6.3
2019,Manitoba,"Total, industries",New or improved environmental supply chain management policy,46,,1.4
2019,Manitoba,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",46,,7.1
2019,Manitoba,"Total, industries",Greenhouse gas emission inventory,46,,10.1
2019,Manitoba,"Total, industries",Purchased carbon offset credits only or purchased more than sold,46,,0.0
2019,Manitoba,"Total, industries",Redevances écologiques,46,,
2019,Manitoba,"Total, industries",Other environmental management practices,46,,4.9
2019,Saskatchewan,"Total, industries",Reported using one or more environmental management practices,47,,36.6
2019,Saskatchewan,"Total, industries",Environmental management system,47,,21.2
2019,Saskatchewan,"Total, industries",Pollution prevention plan,47,,17.5
2019,Saskatchewan,"Total, industries",Life cycle management,47,,5.8
2019,Saskatchewan,"Total, industries",ISO 14000 family certification,47,,4.4
2019,Saskatchewan,"Total, industries",Environmental voluntary agreements or programs,47,,6.6
2019,Saskatchewan,"Total, industries",Green procurements policy or guidelines,47,,2.2
2019,Saskatchewan,"Total, industries",Environmental supply chain management policy,47,,1.7
2019,Saskatchewan,"Total, industries",New or improved environmental supply chain management policy,47,,
2019,Saskatchewan,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",47,,2.1
2019,Saskatchewan,"Total, industries",Greenhouse gas emission inventory,47,,13.6
2019,Saskatchewan,"Total, industries",Purchased carbon offset credits only or purchased more than sold,47,,0.0
2019,Saskatchewan,"Total, industries",Redevances écologiques,47,,
2019,Saskatchewan,"Total, industries",Other environmental management practices,47,,13.3
2019,Alberta,"Total, industries",Reported using one or more environmental management practices,48,,39.8
2019,Alberta,"Total, industries",Environmental management system,48,,21.5
2019,Alberta,"Total, industries",Pollution prevention plan,48,,16.6
2019,Alberta,"Total, industries",Life cycle management,48,,7.7
2019,Alberta,"Total, industries",ISO 14000 family certification,48,,4.0
2019,Alberta,"Total, industries",Environmental voluntary agreements or programs,48,,7.2
2019,Alberta,"Total, industries",Green procurements policy or guidelines,48,,5.8
2019,Alberta,"Total, industries",Environmental supply chain management policy,48,,3.2
2019,Alberta,"Total, industries",New or improved environmental supply chain management policy,48,,3.0
2019,Alberta,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",48,,5.8
2019,Alberta,"Total, industries",Greenhouse gas emission inventory,48,,17.3
2019,Alberta,"Total, industries",Purchased carbon offset credits only or purchased more than sold,48,,4.3
2019,Alberta,"Total, industries",Redevances écologiques,48,,2.5
2019,Alberta,"Total, industries",Other environmental management practices,48,,8.5
2019,Colombie-Britannique,"Total, industries",Reported using one or more environmental management practices,59,,28.7
2019,Colombie-Britannique,"Total, industries",Environmental management system,59,,12.5
2019,Colombie-Britannique,"Total, industries",Pollution prevention plan,59,,11.6
2019,Colombie-Britannique,"Total, industries",Life cycle management,59,,3.9
2019,Colombie-Britannique,"Total, industries",ISO 14000 family certification,59,,4.1
2019,Colombie-Britannique,"Total, industries",Environmental voluntary agreements or programs,59,,6.3
2019,Colombie-Britannique,"Total, industries",Green procurements policy or guidelines,59,,10.5
2019,Colombie-Britannique,"Total, industries",Environmental supply chain management policy,59,,3.6
2019,Colombie-Britannique,"Total, industries",New or improved environmental supply chain management policy,59,,2.5
2019,Colombie-Britannique,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",59,,3.7
2019,Colombie-Britannique,"Total, industries",Greenhouse gas emission inventory,59,,8.3
2019,Colombie-Britannique,"Total, industries",Purchased carbon offset credits only or purchased more than sold,59,,0.9
2019,Colombie-Britannique,"Total, industries",Redevances écologiques,59,,0.2
2019,Colombie-Britannique,"Total, industries",Other environmental management practices,59,,3.0
2019,Territoires,"Total, industries",Reported using one or more environmental management practices,,,40.3
2019,Territoires,"Total, industries",Environmental management system,,,25.8
2019,Territoires,"Total, industries",Pollution prevention plan,,,21.0
2019,Territoires,"Total, industries",Life cycle management,,,6.5
2019,Territoires,"Total, industries",ISO 14000 family certification,,,
2019,Territoires,"Total, industries",Environmental voluntary agreements or programs,,,
2019,Territoires,"Total, industries",Green procurements policy or guidelines,,,6.5
2019,Territoires,"Total, industries",Environmental supply chain management policy,,,
2019,Territoires,"Total, industries",New or improved environmental supply chain management policy,,,4.8
2019,Territoires,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,,9.7
2019,Territoires,"Total, industries",Greenhouse gas emission inventory,,,14.5
2019,Territoires,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,,
2019,Territoires,"Total, industries",Redevances écologiques,,,
2019,Territoires,"Total, industries",Other environmental management practices,,,8.1
2020,Canada,"Total, industries",Environmental management system,,,18.3
2020,Canada,"Total, industries",Pollution prevention plan,,,15.6
2020,Canada,"Total, industries",Life cycle management,,,7.1
2020,Canada,"Total, industries",ISO 14000 family certification,,,7.2
2020,Canada,"Total, industries",Environmental voluntary agreements or programs,,,6.1
2020,Canada,"Total, industries",Green procurements policy or guidelines,,,7.7
2020,Canada,"Total, industries",Environmental supply chain management policy,,,7.8
2020,Canada,"Total, industries",New or improved environmental supply chain management policy,,,4.0
2020,Canada,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,,5.7
2020,Canada,"Total, industries",Greenhouse gas emission inventory,,,11.8
2020,Canada,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,,1.3
2020,Canada,"Total, industries",Redevances écologiques,,,0.7
2020,Canada,"Total, industries",Other environmental management practices,,,4.5
2020,Canada,Exploitation forestière (sauf à forfait),Reported using one or more environmental management practices,,,23.9
2020,Canada,Exploitation forestière (sauf à forfait),Environmental management system,,,17.5
2020,Canada,Exploitation forestière (sauf à forfait),Pollution prevention plan,,,11.6
2020,Canada,Exploitation forestière (sauf à forfait),Life cycle management,,,3.2
2020,Canada,Exploitation forestière (sauf à forfait),ISO 14000 family certification,,,7.9
2020,Canada,Exploitation forestière (sauf à forfait),Environmental voluntary agreements or programs,,,1.7
2020,Canada,Exploitation forestière (sauf à forfait),Green procurements policy or guidelines,,,1.9
2020,Canada,Exploitation forestière (sauf à forfait),Environmental supply chain management policy,,,6.5
2020,Canada,Exploitation forestière (sauf à forfait),New or improved environmental supply chain management policy,,,2.0
2020,Canada,Exploitation forestière (sauf à forfait),"Environmental incentive programs, grants, loans, or tax credits",,,
2020,Canada,Exploitation forestière (sauf à forfait),Greenhouse gas emission inventory,,,1.7
2020,Canada,Exploitation forestière (sauf à forfait),Purchased carbon offset credits only or purchased more than sold,,,0.0
2020,Canada,Exploitation forestière (sauf à forfait),Redevances écologiques,,,0.4
2020,Canada,Exploitation forestière (sauf à forfait),Other environmental management practices,,,1.9
2020,Canada,Extraction de pétrole et de gaz,Reported using one or more environmental management practices,,,68.4
2020,Canada,Extraction de pétrole et de gaz,Environmental management system,,,55.3
2020,Canada,Extraction de pétrole et de gaz,Pollution prevention plan,,,39.8
2020,Canada,Extraction de pétrole et de gaz,Life cycle management,,,15.1
2020,Canada,Extraction de pétrole et de gaz,ISO 14000 family certification,,,11.1
2020,Canada,Extraction de pétrole et de gaz,Environmental voluntary agreements or programs,,,22.0
2020,Canada,Extraction de pétrole et de gaz,Green procurements policy or guidelines,,,3.0
2020,Canada,Extraction de pétrole et de gaz,Environmental supply chain management policy,,,1.3
2020,Canada,Extraction de pétrole et de gaz,New or improved environmental supply chain management policy,,,
2020,Canada,Extraction de pétrole et de gaz,"Environmental incentive programs, grants, loans, or tax credits",,,27.1
2020,Canada,Extraction de pétrole et de gaz,Greenhouse gas emission inventory,,,64.7
2020,Canada,Extraction de pétrole et de gaz,Purchased carbon offset credits only or purchased more than sold,,,13.7
2020,Canada,Extraction de pétrole et de gaz,Redevances écologiques,,,7.3
2020,Canada,Extraction de pétrole et de gaz,Other environmental management practices,,,18.1
2020,Canada,Extraction minière et exploitation en carrière,Reported using one or more environmental management practices,,,91.3
2020,Canada,Extraction minière et exploitation en carrière,Environmental management system,,,76.1
2020,Canada,Extraction minière et exploitation en carrière,Pollution prevention plan,,,50.0
2020,Canada,Extraction minière et exploitation en carrière,Life cycle management,,,15.2
2020,Canada,Extraction minière et exploitation en carrière,ISO 14000 family certification,,,17.4
2020,Canada,Extraction minière et exploitation en carrière,Environmental voluntary agreements or programs,,,29.3
2020,Canada,Extraction minière et exploitation en carrière,Green procurements policy or guidelines,,,14.1
2020,Canada,Extraction minière et exploitation en carrière,Environmental supply chain management policy,,,9.8
2020,Canada,Extraction minière et exploitation en carrière,New or improved environmental supply chain management policy,,,5.4
2020,Canada,Extraction minière et exploitation en carrière,"Environmental incentive programs, grants, loans, or tax credits",,,26.1
2020,Canada,Extraction minière et exploitation en carrière,Greenhouse gas emission inventory,,,68.5
2020,Canada,Extraction minière et exploitation en carrière,Purchased carbon offset credits only or purchased more than sold,,,8.7
2020,Canada,Extraction minière et exploitation en carrière,Redevances écologiques,,,
2020,Canada,Extraction minière et exploitation en carrière,Other environmental management practices,,,12.0
2020,Canada,"Production, transport et distribution d'électricité",Reported using one or more environmental management practices,,,72.4
2020,Canada,"Production, transport et distribution d'électricité",Environmental management system,,,50.5
2020,Canada,"Production, transport et distribution d'électricité",Pollution prevention plan,,,42.0
2020,Canada,"Production, transport et distribution d'électricité",Life cycle management,,,28.0
2020,Canada,"Production, transport et distribution d'électricité",ISO 14000 family certification,,,9.4
2020,Canada,"Production, transport et distribution d'électricité",Environmental voluntary agreements or programs,,,16.4
2020,Canada,"Production, transport et distribution d'électricité",Green procurements policy or guidelines,,,14.7
2020,Canada,"Production, transport et distribution d'électricité",Environmental supply chain management policy,,,18.4
2020,Canada,"Production, transport et distribution d'électricité",New or improved environmental supply chain management policy,,,8.1
2020,Canada,"Production, transport et distribution d'électricité","Environmental incentive programs, grants, loans, or tax credits",,,12.0
2020,Canada,"Production, transport et distribution d'électricité",Greenhouse gas emission inventory,,,43.6
2020,Canada,"Production, transport et distribution d'électricité",Purchased carbon offset credits only or purchased more than sold,,,4.7
2020,Canada,"Production, transport et distribution d'électricité",Redevances écologiques,,,2.5
2020,Canada,"Production, transport et distribution d'électricité",Other environmental management practices,,,10.4
2020,Canada,Distribution de gaz naturel,Reported using one or more environmental management practices,,,69.7
2020,Canada,Distribution de gaz naturel,Environmental management system,,,63.6
2020,Canada,Distribution de gaz naturel,Pollution prevention plan,,,9.1
2020,Canada,Distribution de gaz naturel,Life cycle management,,,12.1
2020,Canada,Distribution de gaz naturel,ISO 14000 family certification,,,
2020,Canada,Distribution de gaz naturel,Environmental voluntary agreements or programs,,,54.5
2020,Canada,Distribution de gaz naturel,Green procurements policy or guidelines,,,9.1
2020,Canada,Distribution de gaz naturel,Environmental supply chain management policy,,,
2020,Canada,Distribution de gaz naturel,New or improved environmental supply chain management policy,,,0.0
2020,Canada,Distribution de gaz naturel,"Environmental incentive programs, grants, loans, or tax credits",,,12.1
2020,Canada,Distribution de gaz naturel,Greenhouse gas emission inventory,,,63.6
2020,Canada,Distribution de gaz naturel,Purchased carbon offset credits only or purchased more than sold,,,18.2
2020,Canada,Distribution de gaz naturel,Redevances écologiques,,,
2020,Canada,Distribution de gaz naturel,Other environmental management practices,,,42.4
2020,Canada,Fabrication d'aliments,Reported using one or more environmental management practices,,,41.2
2020,Canada,Fabrication d'aliments,Environmental management system,,,19.4
2020,Canada,Fabrication d'aliments,Pollution prevention plan,,,20.2
2020,Canada,Fabrication d'aliments,Life cycle management,,,5.3
2020,Canada,Fabrication d'aliments,ISO 14000 family certification,,,4.3
2020,Canada,Fabrication d'aliments,Environmental voluntary agreements or programs,,,5.0
2020,Canada,Fabrication d'aliments,Green procurements policy or guidelines,,,16.4
2020,Canada,Fabrication d'aliments,Environmental supply chain management policy,,,6.1
2020,Canada,Fabrication d'aliments,New or improved environmental supply chain management policy,,,4.4
2020,Canada,Fabrication d'aliments,"Environmental incentive programs, grants, loans, or tax credits",,,13.6
2020,Canada,Fabrication d'aliments,Greenhouse gas emission inventory,,,14.2
2020,Canada,Fabrication d'aliments,Purchased carbon offset credits only or purchased more than sold,,,2.3
2020,Canada,Fabrication d'aliments,Redevances écologiques,,,0.9
2020,Canada,Fabrication d'aliments,Other environmental management practices,,,3.4
2020,Canada,Fabrication de boissons et de produits du tabac,Reported using one or more environmental management practices,,,50.5
2020,Canada,Fabrication de boissons et de produits du tabac,Environmental management system,,,19.1
2020,Canada,Fabrication de boissons et de produits du tabac,Pollution prevention plan,,,27.7
2020,Canada,Fabrication de boissons et de produits du tabac,Life cycle management,,,8.2
2020,Canada,Fabrication de boissons et de produits du tabac,ISO 14000 family certification,,,15.3
2020,Canada,Fabrication de boissons et de produits du tabac,Environmental voluntary agreements or programs,,,7.9
2020,Canada,Fabrication de boissons et de produits du tabac,Green procurements policy or guidelines,,,18.0
2020,Canada,Fabrication de boissons et de produits du tabac,Environmental supply chain management policy,,,6.0
2020,Canada,Fabrication de boissons et de produits du tabac,New or improved environmental supply chain management policy,,,5.2
2020,Canada,Fabrication de boissons et de produits du tabac,"Environmental incentive programs, grants, loans, or tax credits",,,5.2
2020,Canada,Fabrication de boissons et de produits du tabac,Greenhouse gas emission inventory,,,16.3
2020,Canada,Fabrication de boissons et de produits du tabac,Purchased carbon offset credits only or purchased more than sold,,,
2020,Canada,Fabrication de boissons et de produits du tabac,Redevances écologiques,,,1.7
2020,Canada,Fabrication de boissons et de produits du tabac,Other environmental management practices,,,13.9
2020,Canada,Fabrication de produits en bois,Reported using one or more environmental management practices,,,37.0
2020,Canada,Fabrication de produits en bois,Environmental management system,,,22.2
2020,Canada,Fabrication de produits en bois,Pollution prevention plan,,,14.7
2020,Canada,Fabrication de produits en bois,Life cycle management,,,5.6
2020,Canada,Fabrication de produits en bois,ISO 14000 family certification,,,1.7
2020,Canada,Fabrication de produits en bois,Environmental voluntary agreements or programs,,,13.5
2020,Canada,Fabrication de produits en bois,Green procurements policy or guidelines,,,3.1
2020,Canada,Fabrication de produits en bois,Environmental supply chain management policy,,,8.8
2020,Canada,Fabrication de produits en bois,New or improved environmental supply chain management policy,,,2.7
2020,Canada,Fabrication de produits en bois,"Environmental incentive programs, grants, loans, or tax credits",,,8.2
2020,Canada,Fabrication de produits en bois,Greenhouse gas emission inventory,,,17.7
2020,Canada,Fabrication de produits en bois,Purchased carbon offset credits only or purchased more than sold,,,2.2
2020,Canada,Fabrication de produits en bois,Redevances écologiques,,,1.6
2020,Canada,Fabrication de produits en bois,Other environmental management practices,,,3.4
2020,Canada,Fabrication du papier,Reported using one or more environmental management practices,,,68.6
2020,Canada,Fabrication du papier,Environmental management system,,,46.1
2020,Canada,Fabrication du papier,Pollution prevention plan,,,35.7
2020,Canada,Fabrication du papier,Life cycle management,,,15.7
2020,Canada,Fabrication du papier,ISO 14000 family certification,,,23.7
2020,Canada,Fabrication du papier,Environmental voluntary agreements or programs,,,47.3
2020,Canada,Fabrication du papier,Green procurements policy or guidelines,,,28.0
2020,Canada,Fabrication du papier,Environmental supply chain management policy,,,23.5
2020,Canada,Fabrication du papier,New or improved environmental supply chain management policy,,,6.8
2020,Canada,Fabrication du papier,"Environmental incentive programs, grants, loans, or tax credits",,,23.0
2020,Canada,Fabrication du papier,Greenhouse gas emission inventory,,,52.6
2020,Canada,Fabrication du papier,Purchased carbon offset credits only or purchased more than sold,,,5.8
2020,Canada,Fabrication du papier,Redevances écologiques,,,4.4
2020,Canada,Fabrication du papier,Other environmental management practices,,,9.3
2020,Canada,Fabrication de produits du pétrole et du charbon,Reported using one or more environmental management practices,,,88.5
2020,Canada,Fabrication de produits du pétrole et du charbon,Environmental management system,,,80.8
2020,Canada,Fabrication de produits du pétrole et du charbon,Pollution prevention plan,,,69.2
2020,Canada,Fabrication de produits du pétrole et du charbon,Life cycle management,,,30.8
2020,Canada,Fabrication de produits du pétrole et du charbon,ISO 14000 family certification,,,46.2
2020,Canada,Fabrication de produits du pétrole et du charbon,Environmental voluntary agreements or programs,,,11.5
2020,Canada,Fabrication de produits du pétrole et du charbon,Green procurements policy or guidelines,,,11.5
2020,Canada,Fabrication de produits du pétrole et du charbon,Environmental supply chain management policy,,,11.5
2020,Canada,Fabrication de produits du pétrole et du charbon,New or improved environmental supply chain management policy,,,
2020,Canada,Fabrication de produits du pétrole et du charbon,"Environmental incentive programs, grants, loans, or tax credits",,,19.2
2020,Canada,Fabrication de produits du pétrole et du charbon,Greenhouse gas emission inventory,,,65.4
2020,Canada,Fabrication de produits du pétrole et du charbon,Purchased carbon offset credits only or purchased more than sold,,,23.1
2020,Canada,Fabrication de produits du pétrole et du charbon,Redevances écologiques,,,
2020,Canada,Fabrication de produits du pétrole et du charbon,Other environmental management practices,,,19.2
2020,Canada,Fabrication de produits chimiques,Reported using one or more environmental management practices,,,68.3
2020,Canada,Fabrication de produits chimiques,Environmental management system,,,47.1
2020,Canada,Fabrication de produits chimiques,Pollution prevention plan,,,36.2
2020,Canada,Fabrication de produits chimiques,Life cycle management,,,8.9
2020,Canada,Fabrication de produits chimiques,ISO 14000 family certification,,,26.1
2020,Canada,Fabrication de produits chimiques,Environmental voluntary agreements or programs,,,5.9
2020,Canada,Fabrication de produits chimiques,Green procurements policy or guidelines,,,13.5
2020,Canada,Fabrication de produits chimiques,Environmental supply chain management policy,,,7.9
2020,Canada,Fabrication de produits chimiques,New or improved environmental supply chain management policy,,,10.4
2020,Canada,Fabrication de produits chimiques,"Environmental incentive programs, grants, loans, or tax credits",,,6.7
2020,Canada,Fabrication de produits chimiques,Greenhouse gas emission inventory,,,43.6
2020,Canada,Fabrication de produits chimiques,Purchased carbon offset credits only or purchased more than sold,,,2.3
2020,Canada,Fabrication de produits chimiques,Redevances écologiques,,,
2020,Canada,Fabrication de produits chimiques,Other environmental management practices,,,14.2
2020,Canada,Fabrication de produits minéraux non métalliques,Reported using one or more environmental management practices,,,45.7
2020,Canada,Fabrication de produits minéraux non métalliques,Environmental management system,,,26.2
2020,Canada,Fabrication de produits minéraux non métalliques,Pollution prevention plan,,,20.3
2020,Canada,Fabrication de produits minéraux non métalliques,Life cycle management,,,14.1
2020,Canada,Fabrication de produits minéraux non métalliques,ISO 14000 family certification,,,6.1
2020,Canada,Fabrication de produits minéraux non métalliques,Environmental voluntary agreements or programs,,,3.2
2020,Canada,Fabrication de produits minéraux non métalliques,Green procurements policy or guidelines,,,14.9
2020,Canada,Fabrication de produits minéraux non métalliques,Environmental supply chain management policy,,,14.0
2020,Canada,Fabrication de produits minéraux non métalliques,New or improved environmental supply chain management policy,,,2.1
2020,Canada,Fabrication de produits minéraux non métalliques,"Environmental incentive programs, grants, loans, or tax credits",,,6.3
2020,Canada,Fabrication de produits minéraux non métalliques,Greenhouse gas emission inventory,,,16.7
2020,Canada,Fabrication de produits minéraux non métalliques,Purchased carbon offset credits only or purchased more than sold,,,0.7
2020,Canada,Fabrication de produits minéraux non métalliques,Redevances écologiques,,,0.9
2020,Canada,Fabrication de produits minéraux non métalliques,Other environmental management practices,,,3.8
2020,Canada,Première transformation des métaux,Reported using one or more environmental management practices,,,85.4
2020,Canada,Première transformation des métaux,Environmental management system,,,69.9
2020,Canada,Première transformation des métaux,Pollution prevention plan,,,57.4
2020,Canada,Première transformation des métaux,Life cycle management,,,29.3
2020,Canada,Première transformation des métaux,ISO 14000 family certification,,,55.3
2020,Canada,Première transformation des métaux,Environmental voluntary agreements or programs,,,37.0
2020,Canada,Première transformation des métaux,Green procurements policy or guidelines,,,20.3
2020,Canada,Première transformation des métaux,Environmental supply chain management policy,,,23.5
2020,Canada,Première transformation des métaux,New or improved environmental supply chain management policy,,,7.8
2020,Canada,Première transformation des métaux,"Environmental incentive programs, grants, loans, or tax credits",,,26.0
2020,Canada,Première transformation des métaux,Greenhouse gas emission inventory,,,65.2
2020,Canada,Première transformation des métaux,Purchased carbon offset credits only or purchased more than sold,,,15.6
2020,Canada,Première transformation des métaux,Redevances écologiques,,,9.4
2020,Canada,Première transformation des métaux,Other environmental management practices,,,11.5
2020,Canada,Fabrication de produits métalliques,Reported using one or more environmental management practices,,,28.4
2020,Canada,Fabrication de produits métalliques,Environmental management system,,,10.9
2020,Canada,Fabrication de produits métalliques,Pollution prevention plan,,,11.0
2020,Canada,Fabrication de produits métalliques,Life cycle management,,,2.3
2020,Canada,Fabrication de produits métalliques,ISO 14000 family certification,,,4.3
2020,Canada,Fabrication de produits métalliques,Environmental voluntary agreements or programs,,,1.2
2020,Canada,Fabrication de produits métalliques,Green procurements policy or guidelines,,,4.6
2020,Canada,Fabrication de produits métalliques,Environmental supply chain management policy,,,3.5
2020,Canada,Fabrication de produits métalliques,New or improved environmental supply chain management policy,,,6.3
2020,Canada,Fabrication de produits métalliques,"Environmental incentive programs, grants, loans, or tax credits",,,2.7
2020,Canada,Fabrication de produits métalliques,Greenhouse gas emission inventory,,,2.8
2020,Canada,Fabrication de produits métalliques,Purchased carbon offset credits only or purchased more than sold,,,0.2
2020,Canada,Fabrication de produits métalliques,Redevances écologiques,,,0.0
2020,Canada,Fabrication de produits métalliques,Other environmental management practices,,,4.4
