Year,Géographie,Type de région,Mode d'occupation,Select housing-vulnerable populations,GeoCode,Value
2018,Canada (provinces seulement),Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,33.0
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,"Total, mode d'occupation",,,8.4
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,Propriétaire,,,2.8
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,3.1
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,Locataire,,,22.0
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,19.0
2018,Terre-Neuve-et-Labrador,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,31.0
2018,Île-du-Prince-Édouard,Agglomérations de recensement,"Total, mode d'occupation",,,8.0
2018,Île-du-Prince-Édouard,Agglomérations de recensement,Propriétaire,,,5.2
2018,Île-du-Prince-Édouard,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,3.4
2018,Île-du-Prince-Édouard,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.5
2018,Île-du-Prince-Édouard,Agglomérations de recensement,Locataire,,,13.4
2018,Île-du-Prince-Édouard,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,11.3
2018,Île-du-Prince-Édouard,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,26.0
2018,Nouvelle-Écosse,Agglomérations de recensement,"Total, mode d'occupation",,,11.6
2018,Nouvelle-Écosse,Agglomérations de recensement,Propriétaire,,,6.8
2018,Nouvelle-Écosse,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,8.4
2018,Nouvelle-Écosse,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,6.6
2018,Nouvelle-Écosse,Agglomérations de recensement,Locataire,,,24.0
2018,Nouvelle-Écosse,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,19.7
2018,Nouvelle-Écosse,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,43.0
2018,Nouveau-Brunswick,Agglomérations de recensement,"Total, mode d'occupation",,,3.4
2018,Nouveau-Brunswick,Agglomérations de recensement,Propriétaire,,,1.3
2018,Nouveau-Brunswick,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2018,Nouveau-Brunswick,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,1.4
2018,Nouveau-Brunswick,Agglomérations de recensement,Locataire,,,10.6
2018,Nouveau-Brunswick,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,5.0
2018,Nouveau-Brunswick,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,32.0
2018,Québec,Agglomérations de recensement,"Total, mode d'occupation",,,5.4
2018,Québec,Agglomérations de recensement,Propriétaire,,,
2018,Québec,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2018,Québec,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,
2018,Québec,Agglomérations de recensement,Locataire,,,13.9
2018,Québec,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,14.0
2018,Québec,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,12.0
2018,Ontario,Agglomérations de recensement,"Total, mode d'occupation",,,10.9
2018,Ontario,Agglomérations de recensement,Propriétaire,,,3.8
2018,Ontario,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,6.3
2018,Ontario,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,3.4
2018,Ontario,Agglomérations de recensement,Locataire,,,28.0
2018,Ontario,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,27.0
2018,Ontario,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,34.0
2018,Manitoba,Agglomérations de recensement,"Total, mode d'occupation",,,7.7
2018,Manitoba,Agglomérations de recensement,Propriétaire,,,2.4
2018,Manitoba,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,2.5
2018,Manitoba,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,2.4
2018,Manitoba,Agglomérations de recensement,Locataire,,,18.7
2018,Manitoba,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,13.7
2018,Manitoba,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,38.0
2018,Saskatchewan,Agglomérations de recensement,"Total, mode d'occupation",,,11.9
2018,Saskatchewan,Agglomérations de recensement,Propriétaire,,,5.3
2018,Saskatchewan,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,5.1
2018,Saskatchewan,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.4
2018,Saskatchewan,Agglomérations de recensement,Locataire,,,28.0
2018,Saskatchewan,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,19.7
2018,Saskatchewan,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,52.0
2018,Alberta,Agglomérations de recensement,"Total, mode d'occupation",,,8.8
2018,Alberta,Agglomérations de recensement,Propriétaire,,,5.6
2018,Alberta,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,6.3
2018,Alberta,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.5
2018,Alberta,Agglomérations de recensement,Locataire,,,18.2
2018,Alberta,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,15.3
2018,Alberta,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,46.0
2018,Colombie-Britannique,Agglomérations de recensement,"Total, mode d'occupation",,,10.5
2018,Colombie-Britannique,Agglomérations de recensement,Propriétaire,,,5.1
2018,Colombie-Britannique,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2018,Colombie-Britannique,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.7
2018,Colombie-Britannique,Agglomérations de recensement,Locataire,,,26.0
2018,Colombie-Britannique,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,24.0
2018,Colombie-Britannique,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,40.0
2018,,,,,,8.5
2018,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,5.9
2018,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,3.2
2018,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,6.2
2018,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,18.9
2018,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,17.0
2018,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,28.0
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,8.7
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,5.4
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.5
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,28.0
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,25.0
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,41.0
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,10.4
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,9.4
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,9.4
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,15.6
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,16.0
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,14.1
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,8.7
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,4.8
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,5.0
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,4.8
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,23.0
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,18.3
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,43.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,7.9
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,4.3
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,1.7
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,4.5
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,23.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,22.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,27.0
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,5.9
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,3.9
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,4.0
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,13.3
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,13.1
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,14.4
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,8.6
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,5.5
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,1.0
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,6.1
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,22.0
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,22.0
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,21.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,10.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,7.2
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,8.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,22.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,20.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,25.0
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,13.0
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,9.9
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,11.0
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,9.7
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,29.0
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,18.4
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,47.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,9.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,8.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,3.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,8.7
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,12.9
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,9.6
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,33.0
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,12.1
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,9.2
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,6.2
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,9.6
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,22.0
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,18.2
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,49.0
2018,,,,,,13.0
2018,Canada (provinces seulement),Grands centres de population urbains,Propriétaire,,,7.2
2018,Canada (provinces seulement),Grands centres de population urbains,Propriétaire qui est un accédant à la propriété,,,8.3
2018,Canada (provinces seulement),Grands centres de population urbains,Propriétaire qui n'est pas un accédant à la propriété,,,7.0
2018,Canada (provinces seulement),Grands centres de population urbains,Locataire,,,23.0
2018,Canada (provinces seulement),Grands centres de population urbains,Locataire n'habitant pas dans un logement social et abordable,,,22.0
2018,Canada (provinces seulement),Grands centres de population urbains,Locataire habitant dans un logement social et abordable,,,33.0
2018,,,,,,9.6
2018,Canada (provinces seulement),Moyens centres de population,Propriétaire,,,4.2
2018,Canada (provinces seulement),Moyens centres de population,Propriétaire qui est un accédant à la propriété,,,2.2
2018,Canada (provinces seulement),Moyens centres de population,Propriétaire qui n'est pas un accédant à la propriété,,,4.5
2018,Canada (provinces seulement),Moyens centres de population,Locataire,,,21.0
2018,Canada (provinces seulement),Moyens centres de population,Locataire n'habitant pas dans un logement social et abordable,,,19.3
2018,Canada (provinces seulement),Moyens centres de population,Locataire habitant dans un logement social et abordable,,,28.0
2018,,,,,,8.9
2018,Canada (provinces seulement),Petits centres de population,Propriétaire,,,3.5
2018,Canada (provinces seulement),Petits centres de population,Propriétaire qui est un accédant à la propriété,,,3.4
2018,Canada (provinces seulement),Petits centres de population,Propriétaire qui n'est pas un accédant à la propriété,,,3.6
2018,Canada (provinces seulement),Petits centres de population,Locataire,,,22.0
2018,Canada (provinces seulement),Petits centres de population,Locataire n'habitant pas dans un logement social et abordable,,,20.0
2018,Canada (provinces seulement),Petits centres de population,Locataire habitant dans un logement social et abordable,,,31.0
2018,,,,,,7.4
2018,Canada (provinces seulement),Régions rurales,Propriétaire,,,5.8
2018,Canada (provinces seulement),Régions rurales,Propriétaire qui est un accédant à la propriété,,,3.2
2018,Canada (provinces seulement),Régions rurales,Propriétaire qui n'est pas un accédant à la propriété,,,6.1
2018,Canada (provinces seulement),Régions rurales,Locataire,,,18.5
2018,Canada (provinces seulement),Régions rurales,Locataire n'habitant pas dans un logement social et abordable,,,16.9
2018,Canada (provinces seulement),Régions rurales,Locataire habitant dans un logement social et abordable,,,30.0
2021,,,,,,9.8
2021,Canada (provinces seulement),Canada (provinces seulement),Propriétaire,,,5.1
2021,Canada (provinces seulement),Canada (provinces seulement),Propriétaire qui est un accédant à la propriété,,,4.1
2021,Canada (provinces seulement),Canada (provinces seulement),Propriétaire qui n'est pas un accédant à la propriété,,,5.3
2021,Canada (provinces seulement),Canada (provinces seulement),Locataire,,,19.7
2021,Canada (provinces seulement),Canada (provinces seulement),Locataire n'habitant pas dans un logement social et abordable,,,18.7
2021,Canada (provinces seulement),Canada (provinces seulement),Locataire habitant dans un logement social et abordable,,,27.0
2021,Terre-Neuve-et-Labrador,Province,"Total, mode d'occupation",,10,7.4
2021,Terre-Neuve-et-Labrador,Province,Propriétaire,,10,4.0
2021,Terre-Neuve-et-Labrador,Province,Propriétaire qui est un accédant à la propriété,,10,1.5
2021,Terre-Neuve-et-Labrador,Province,Propriétaire qui n'est pas un accédant à la propriété,,10,4.2
2021,Terre-Neuve-et-Labrador,Province,Locataire,,10,18.9
2021,Terre-Neuve-et-Labrador,Province,Locataire n'habitant pas dans un logement social et abordable,,10,15.7
2021,Terre-Neuve-et-Labrador,Province,Locataire habitant dans un logement social et abordable,,10,33.0
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,"Total, mode d'occupation",,,7.7
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,Propriétaire,,,2.4
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,Propriétaire qui est un accédant à la propriété,,,
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,Propriétaire qui n'est pas un accédant à la propriété,,,2.4
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,Locataire,,,19.4
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,Locataire n'habitant pas dans un logement social et abordable,,,15.1
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,Locataire habitant dans un logement social et abordable,,,38.0
2021,Terre-Neuve-et-Labrador,Petits centres de population,"Total, mode d'occupation",,,7.7
2021,Terre-Neuve-et-Labrador,Petits centres de population,Propriétaire,,,2.4
2021,Terre-Neuve-et-Labrador,Petits centres de population,Propriétaire qui est un accédant à la propriété,,,
2021,Terre-Neuve-et-Labrador,Petits centres de population,Propriétaire qui n'est pas un accédant à la propriété,,,2.6
2021,Terre-Neuve-et-Labrador,Petits centres de population,Locataire,,,18.9
2021,Terre-Neuve-et-Labrador,Petits centres de population,Locataire n'habitant pas dans un logement social et abordable,,,17.1
2021,Terre-Neuve-et-Labrador,Petits centres de population,Locataire habitant dans un logement social et abordable,,,27.0
2021,Terre-Neuve-et-Labrador,Régions rurales,"Total, mode d'occupation",,,7.0
2021,Terre-Neuve-et-Labrador,Régions rurales,Propriétaire,,,5.9
2021,Terre-Neuve-et-Labrador,Régions rurales,Propriétaire qui est un accédant à la propriété,,,
2021,Terre-Neuve-et-Labrador,Régions rurales,Propriétaire qui n'est pas un accédant à la propriété,,,6.2
2021,Terre-Neuve-et-Labrador,Régions rurales,Locataire,,,17.6
2021,Terre-Neuve-et-Labrador,Régions rurales,Locataire n'habitant pas dans un logement social et abordable,,,14.1
2021,Terre-Neuve-et-Labrador,Régions rurales,Locataire habitant dans un logement social et abordable,,,30.0
2021,Île-du-Prince-Édouard,Province,"Total, mode d'occupation",,11,7.2
2021,Île-du-Prince-Édouard,Province,Propriétaire,,11,4.0
2021,Île-du-Prince-Édouard,Province,Propriétaire qui est un accédant à la propriété,,11,4.0
2021,Île-du-Prince-Édouard,Province,Propriétaire qui n'est pas un accédant à la propriété,,11,4.0
2021,Île-du-Prince-Édouard,Province,Locataire,,11,14.5
2021,Île-du-Prince-Édouard,Province,Locataire n'habitant pas dans un logement social et abordable,,11,13.2
2021,Île-du-Prince-Édouard,Province,Locataire habitant dans un logement social et abordable,,11,19.6
2021,Île-du-Prince-Édouard,,"Total, mode d'occupation",,,7.8
2021,Île-du-Prince-Édouard,,Propriétaire,,,3.3
2021,Île-du-Prince-Édouard,,Propriétaire qui est un accédant à la propriété,,,
2021,Île-du-Prince-Édouard,,Propriétaire qui n'est pas un accédant à la propriété,,,2.4
2021,Île-du-Prince-Édouard,,Locataire,,,12.7
2021,Île-du-Prince-Édouard,,Locataire n'habitant pas dans un logement social et abordable,,,10.9
2021,Île-du-Prince-Édouard,,Locataire habitant dans un logement social et abordable,,,22.0
2021,Île-du-Prince-Édouard,Petits centres de population,"Total, mode d'occupation",,,10.2
2021,Île-du-Prince-Édouard,Petits centres de population,Propriétaire,,,4.0
2021,Île-du-Prince-Édouard,Petits centres de population,Propriétaire qui est un accédant à la propriété,,,
2021,Île-du-Prince-Édouard,Petits centres de population,Propriétaire qui n'est pas un accédant à la propriété,,,4.6
2021,Île-du-Prince-Édouard,Petits centres de population,Locataire,,,15.7
2021,Île-du-Prince-Édouard,Petits centres de population,Locataire n'habitant pas dans un logement social et abordable,,,13.9
2021,Île-du-Prince-Édouard,Petits centres de population,Locataire habitant dans un logement social et abordable,,,21.0
2021,Île-du-Prince-Édouard,Régions rurales,"Total, mode d'occupation",,,6.2
2021,Île-du-Prince-Édouard,Régions rurales,Propriétaire,,,4.3
2021,Île-du-Prince-Édouard,Régions rurales,Propriétaire qui est un accédant à la propriété,,,
2021,Île-du-Prince-Édouard,Régions rurales,Propriétaire qui n'est pas un accédant à la propriété,,,4.5
2021,Île-du-Prince-Édouard,Régions rurales,Locataire,,,17.2
2021,Île-du-Prince-Édouard,Régions rurales,Locataire n'habitant pas dans un logement social et abordable,,,17.8
2021,Île-du-Prince-Édouard,Régions rurales,Locataire habitant dans un logement social et abordable,,,14.6
2021,Nouvelle-Écosse,Province,"Total, mode d'occupation",,12,9.9
2021,Nouvelle-Écosse,Province,Propriétaire,,12,5.9
2021,Nouvelle-Écosse,Province,Propriétaire qui est un accédant à la propriété,,12,8.0
2021,Nouvelle-Écosse,Province,Propriétaire qui n'est pas un accédant à la propriété,,12,5.7
2021,Nouvelle-Écosse,Province,Locataire,,12,18.7
2021,Nouvelle-Écosse,Province,Locataire n'habitant pas dans un logement social et abordable,,12,16.5
2021,Nouvelle-Écosse,Province,Locataire habitant dans un logement social et abordable,,12,34.0
2021,Nouvelle-Écosse,Grands centres de population urbains,"Total, mode d'occupation",,,10.4
2021,Nouvelle-Écosse,Grands centres de population urbains,Propriétaire,,,3.4
2021,Nouvelle-Écosse,Grands centres de population urbains,Propriétaire qui est un accédant à la propriété,,,
2021,Nouvelle-Écosse,Grands centres de population urbains,Propriétaire qui n'est pas un accédant à la propriété,,,3.3
2021,Nouvelle-Écosse,Grands centres de population urbains,Locataire,,,18.4
2021,Nouvelle-Écosse,Grands centres de population urbains,Locataire n'habitant pas dans un logement social et abordable,,,16.0
2021,Nouvelle-Écosse,Grands centres de population urbains,Locataire habitant dans un logement social et abordable,,,47.0
2021,Nouvelle-Écosse,,"Total, mode d'occupation",,,10.7
2021,Nouvelle-Écosse,,Propriétaire,,,2.5
2021,Nouvelle-Écosse,,Propriétaire qui est un accédant à la propriété,,,
2021,Nouvelle-Écosse,,Propriétaire qui n'est pas un accédant à la propriété,,,3.0
2021,Nouvelle-Écosse,,Locataire,,,19.4
2021,Nouvelle-Écosse,,Locataire n'habitant pas dans un logement social et abordable,,,15.5
2021,Nouvelle-Écosse,,Locataire habitant dans un logement social et abordable,,,29.0
2021,Nouvelle-Écosse,Petits centres de population,"Total, mode d'occupation",,,9.9
2021,Nouvelle-Écosse,Petits centres de population,Propriétaire,,,4.3
2021,Nouvelle-Écosse,Petits centres de population,Propriétaire qui est un accédant à la propriété,,,13.9
2021,Nouvelle-Écosse,Petits centres de population,Propriétaire qui n'est pas un accédant à la propriété,,,3.5
2021,Nouvelle-Écosse,Petits centres de population,Locataire,,,18.6
2021,Nouvelle-Écosse,Petits centres de population,Locataire n'habitant pas dans un logement social et abordable,,,16.7
2021,Nouvelle-Écosse,Petits centres de population,Locataire habitant dans un logement social et abordable,,,26.0
2021,Nouvelle-Écosse,Régions rurales,"Total, mode d'occupation",,,9.4
2021,Nouvelle-Écosse,Régions rurales,Propriétaire,,,8.0
2021,Nouvelle-Écosse,Régions rurales,Propriétaire qui est un accédant à la propriété,,,10.6
2021,Nouvelle-Écosse,Régions rurales,Propriétaire qui n'est pas un accédant à la propriété,,,7.7
2021,Nouvelle-Écosse,Régions rurales,Locataire,,,19.6
2021,Nouvelle-Écosse,Régions rurales,Locataire n'habitant pas dans un logement social et abordable,,,18.3
2021,Nouvelle-Écosse,Régions rurales,Locataire habitant dans un logement social et abordable,,,28.0
2021,Nouveau-Brunswick,Province,"Total, mode d'occupation",,13,5.9
2021,Nouveau-Brunswick,Province,Propriétaire,,13,3.8
2021,Nouveau-Brunswick,Province,Propriétaire qui est un accédant à la propriété,,13,3.2
2021,Nouveau-Brunswick,Province,Propriétaire qui n'est pas un accédant à la propriété,,13,3.9
2021,Nouveau-Brunswick,Province,Locataire,,13,12.3
2021,Nouveau-Brunswick,Province,Locataire n'habitant pas dans un logement social et abordable,,13,11.1
2021,Nouveau-Brunswick,Province,Locataire habitant dans un logement social et abordable,,13,19.9
2021,Nouveau-Brunswick,Grands centres de population urbains,"Total, mode d'occupation",,,7.4
2021,Nouveau-Brunswick,Grands centres de population urbains,Propriétaire,,,2.0
2021,Nouveau-Brunswick,Grands centres de population urbains,Propriétaire qui est un accédant à la propriété,,,
2021,Nouveau-Brunswick,Grands centres de population urbains,Propriétaire qui n'est pas un accédant à la propriété,,,2.5
2021,Nouveau-Brunswick,Grands centres de population urbains,Locataire,,,16.4
