Year,Géographie,Catégorie de produits,GeoCode,Value
2019,Terre-Neuve-et-Labrador,Textiles,10,1.09
2019,Terre-Neuve-et-Labrador,Véhicules de transport,10,6.17
2019,Terre-Neuve-et-Labrador,Autres produits,10,1.76
2019,Île-du-Prince-Édouard,"Total, toutes les catégories de produits",11,1.38
2019,Île-du-Prince-Édouard,Matériaux de construction,11,1.29
2019,Île-du-Prince-Édouard,Équipements électriques et électroniques,11,0.91
2019,Île-du-Prince-Édouard,Emballages,11,1.35
2019,Île-du-Prince-Édouard,Films agricoles,11,1.2
2019,Île-du-Prince-Édouard,Textiles,11,1.04
2019,Île-du-Prince-Édouard,Véhicules de transport,11,1.24
2019,Île-du-Prince-Édouard,Autres produits,11,1.78
2019,Nouvelle-Écosse,"Total, toutes les catégories de produits",12,1.37
2019,Nouvelle-Écosse,Matériaux de construction,12,1.17
2019,Nouvelle-Écosse,Équipements électriques et électroniques,12,0.94
2019,Nouvelle-Écosse,Emballages,12,1.35
2019,Nouvelle-Écosse,Films agricoles,12,1.2
2019,Nouvelle-Écosse,Textiles,12,1.09
2019,Nouvelle-Écosse,Véhicules de transport,12,1.24
2019,Nouvelle-Écosse,Autres produits,12,1.79
2019,Nouveau-Brunswick,"Total, toutes les catégories de produits",13,1.39
2019,Nouveau-Brunswick,Matériaux de construction,13,1.16
2019,Nouveau-Brunswick,Équipements électriques et électroniques,13,0.98
2019,Nouveau-Brunswick,Emballages,13,1.35
2019,Nouveau-Brunswick,Films agricoles,13,1.2
2019,Nouveau-Brunswick,Textiles,13,1.08
2019,Nouveau-Brunswick,Véhicules de transport,13,1.24
2019,Nouveau-Brunswick,Autres produits,13,1.78
2019,Québec,"Total, toutes les catégories de produits",24,1.39
2019,Québec,Matériaux de construction,24,1.17
2019,Québec,Équipements électriques et électroniques,24,0.99
2019,Québec,Emballages,24,1.35
2019,Québec,Films agricoles,24,1.21
2019,Québec,Textiles,24,1.09
2019,Québec,Véhicules de transport,24,1.23
2019,Québec,Autres produits,24,1.82
2019,Ontario,"Total, toutes les catégories de produits",35,1.41
2019,Ontario,Matériaux de construction,35,1.17
2019,Ontario,Équipements électriques et électroniques,35,1.0
2019,Ontario,Emballages,35,1.35
2019,Ontario,Films agricoles,35,1.2
2019,Ontario,Textiles,35,1.09
2019,Ontario,Véhicules de transport,35,1.25
2019,Ontario,Autres produits,35,1.82
2019,Manitoba,"Total, toutes les catégories de produits",46,1.4
2019,Manitoba,Matériaux de construction,46,1.17
2019,Manitoba,Équipements électriques et électroniques,46,0.99
2019,Manitoba,Emballages,46,1.35
2019,Manitoba,Films agricoles,46,1.21
2019,Manitoba,Textiles,46,1.09
2019,Manitoba,Véhicules de transport,46,1.24
2019,Manitoba,Autres produits,46,1.82
2019,Saskatchewan,"Total, toutes les catégories de produits",47,1.38
2019,Saskatchewan,Matériaux de construction,47,1.17
2019,Saskatchewan,Équipements électriques et électroniques,47,0.99
2019,Saskatchewan,Emballages,47,1.35
2019,Saskatchewan,Films agricoles,47,1.2
2019,Saskatchewan,Textiles,47,1.09
2019,Saskatchewan,Véhicules de transport,47,1.24
2019,Saskatchewan,Autres produits,47,1.77
2019,Alberta,"Total, toutes les catégories de produits",48,1.42
2019,Alberta,Matériaux de construction,48,1.17
2019,Alberta,Équipements électriques et électroniques,48,1.03
2019,Alberta,Emballages,48,1.35
2019,Alberta,Films agricoles,48,1.2
2019,Alberta,Textiles,48,1.09
2019,Alberta,Véhicules de transport,48,1.24
2019,Alberta,Autres produits,48,1.8
2019,Colombie-Britannique,"Total, toutes les catégories de produits",59,1.4
2019,Colombie-Britannique,Matériaux de construction,59,1.17
2019,Colombie-Britannique,Équipements électriques et électroniques,59,0.96
2019,Colombie-Britannique,Emballages,59,1.35
2019,Colombie-Britannique,Films agricoles,59,1.19
2019,Colombie-Britannique,Textiles,59,1.09
2019,Colombie-Britannique,Véhicules de transport,59,1.24
2019,Colombie-Britannique,Autres produits,59,1.8
2019,Yukon,"Total, toutes les catégories de produits",60,2.03
2019,Yukon,Matériaux de construction,60,1.05
2019,Yukon,Équipements électriques et électroniques,60,1.03
2019,Yukon,Emballages,60,1.34
2019,Yukon,Films agricoles,60,0.0
2019,Yukon,Textiles,60,1.23
2019,Yukon,Véhicules de transport,60,5.43
2019,Yukon,Autres produits,60,1.77
2019,Territoires du Nord-Ouest,"Total, toutes les catégories de produits",61,2.28
2019,Territoires du Nord-Ouest,Matériaux de construction,61,1.34
2019,Territoires du Nord-Ouest,Équipements électriques et électroniques,61,1.04
2019,Territoires du Nord-Ouest,Emballages,61,1.34
2019,Territoires du Nord-Ouest,Films agricoles,61,0.0
2019,Territoires du Nord-Ouest,Textiles,61,1.0
2019,Territoires du Nord-Ouest,Véhicules de transport,61,5.15
2019,Territoires du Nord-Ouest,Autres produits,61,1.71
2019,Nunavut,"Total, toutes les catégories de produits",62,2.37
2019,Nunavut,Matériaux de construction,62,0.91
2019,Nunavut,Équipements électriques et électroniques,62,1.03
2019,Nunavut,Emballages,62,1.32
2019,Nunavut,Textiles,62,1.29
2019,Nunavut,Véhicules de transport,62,4.39
2019,Nunavut,Autres produits,62,1.57
2019,Enclaves territoriales du Canada à l'étranger,"Total, toutes les catégories de produits",,6.37
2019,Enclaves territoriales du Canada à l'étranger,Matériaux de construction,,5.56
2019,Enclaves territoriales du Canada à l'étranger,Équipements électriques et électroniques,,6.67
2019,Enclaves territoriales du Canada à l'étranger,Emballages,,6.34
2019,Enclaves territoriales du Canada à l'étranger,Textiles,,6.54
2019,Enclaves territoriales du Canada à l'étranger,Véhicules de transport,,6.85
2019,Enclaves territoriales du Canada à l'étranger,Autres produits,,6.42
2020,Canada,Matériaux de construction,,1.17
2020,Canada,Équipements électriques et électroniques,,1.0
2020,Canada,Matériel électronique,,1.07
2020,Canada,Gros appareils électroménagers,,0.3
2020,Canada,Autres équipements électriques et électroniques,,1.06
2020,Canada,Emballages,,1.35
2020,Canada,Bouteilles,,1.36
2020,Canada,Films,,1.35
2020,Canada,Rigides non-bouteilles,,1.35
2020,Canada,Autres produits d'emballage,,1.35
2020,Canada,Films agricoles,,1.2
2020,Canada,Textiles,,1.09
2020,Canada,Véhicules de transport,,1.37
2020,Canada,Véhicules légers,,1.43
2020,Canada,Autres véhicules de transport,,1.26
2020,Canada,Autres produits,,1.81
2020,Terre-Neuve-et-Labrador,"Total, toutes les catégories de produits",10,2.44
2020,Terre-Neuve-et-Labrador,Matériaux de construction,10,1.16
2020,Terre-Neuve-et-Labrador,Équipements électriques et électroniques,10,0.98
2020,Terre-Neuve-et-Labrador,Emballages,10,1.35
2020,Terre-Neuve-et-Labrador,Films agricoles,10,1.35
2020,Terre-Neuve-et-Labrador,Textiles,10,1.1
2020,Terre-Neuve-et-Labrador,Véhicules de transport,10,4.9
2020,Terre-Neuve-et-Labrador,Autres produits,10,1.79
2020,Île-du-Prince-Édouard,"Total, toutes les catégories de produits",11,1.38
2020,Île-du-Prince-Édouard,Matériaux de construction,11,1.27
2020,Île-du-Prince-Édouard,Équipements électriques et électroniques,11,0.94
2020,Île-du-Prince-Édouard,Emballages,11,1.36
2020,Île-du-Prince-Édouard,Films agricoles,11,1.17
2020,Île-du-Prince-Édouard,Textiles,11,1.02
2020,Île-du-Prince-Édouard,Véhicules de transport,11,1.24
2020,Île-du-Prince-Édouard,Autres produits,11,1.78
2020,Nouvelle-Écosse,"Total, toutes les catégories de produits",12,1.37
2020,Nouvelle-Écosse,Matériaux de construction,12,1.16
2020,Nouvelle-Écosse,Équipements électriques et électroniques,12,0.95
2020,Nouvelle-Écosse,Emballages,12,1.35
2020,Nouvelle-Écosse,Films agricoles,12,1.17
2020,Nouvelle-Écosse,Textiles,12,1.1
2020,Nouvelle-Écosse,Véhicules de transport,12,1.24
2020,Nouvelle-Écosse,Autres produits,12,1.8
2020,Nouveau-Brunswick,"Total, toutes les catégories de produits",13,1.39
2020,Nouveau-Brunswick,Matériaux de construction,13,1.16
2020,Nouveau-Brunswick,Équipements électriques et électroniques,13,0.99
2020,Nouveau-Brunswick,Emballages,13,1.35
2020,Nouveau-Brunswick,Films agricoles,13,1.17
2020,Nouveau-Brunswick,Textiles,13,1.1
2020,Nouveau-Brunswick,Véhicules de transport,13,1.23
2020,Nouveau-Brunswick,Autres produits,13,1.78
2020,Québec,"Total, toutes les catégories de produits",24,1.39
2020,Québec,Matériaux de construction,24,1.17
2020,Québec,Équipements électriques et électroniques,24,0.99
2020,Québec,Emballages,24,1.35
2020,Québec,Films agricoles,24,1.21
2020,Québec,Textiles,24,1.09
2020,Québec,Véhicules de transport,24,1.23
2020,Québec,Autres produits,24,1.82
2020,Ontario,"Total, toutes les catégories de produits",35,1.42
2020,Ontario,Matériaux de construction,35,1.17
2020,Ontario,Équipements électriques et électroniques,35,1.0
2020,Ontario,Emballages,35,1.35
2020,Ontario,Films agricoles,35,1.2
2020,Ontario,Textiles,35,1.09
2020,Ontario,Véhicules de transport,35,1.25
2020,Ontario,Autres produits,35,1.82
2020,Manitoba,"Total, toutes les catégories de produits",46,1.4
2020,Manitoba,Matériaux de construction,46,1.17
2020,Manitoba,Équipements électriques et électroniques,46,0.98
2020,Manitoba,Emballages,46,1.35
2020,Manitoba,Films agricoles,46,1.21
2020,Manitoba,Textiles,46,1.09
2020,Manitoba,Véhicules de transport,46,1.24
2020,Manitoba,Autres produits,46,1.82
2020,Saskatchewan,"Total, toutes les catégories de produits",47,1.38
2020,Saskatchewan,Matériaux de construction,47,1.17
2020,Saskatchewan,Équipements électriques et électroniques,47,0.99
2020,Saskatchewan,Emballages,47,1.35
2020,Saskatchewan,Films agricoles,47,1.2
2020,Saskatchewan,Textiles,47,1.09
2020,Saskatchewan,Véhicules de transport,47,1.24
2020,Saskatchewan,Autres produits,47,1.78
2020,Alberta,"Total, toutes les catégories de produits",48,1.42
2020,Alberta,Matériaux de construction,48,1.17
2020,Alberta,Équipements électriques et électroniques,48,1.03
2020,Alberta,Emballages,48,1.35
2020,Alberta,Films agricoles,48,1.2
2020,Alberta,Textiles,48,1.09
2020,Alberta,Véhicules de transport,48,1.24
2020,Alberta,Autres produits,48,1.8
2020,Colombie-Britannique,"Total, toutes les catégories de produits",59,1.41
2020,Colombie-Britannique,Matériaux de construction,59,1.17
2020,Colombie-Britannique,Équipements électriques et électroniques,59,0.94
2020,Colombie-Britannique,Emballages,59,1.35
2020,Colombie-Britannique,Films agricoles,59,1.19
2020,Colombie-Britannique,Textiles,59,1.09
2020,Colombie-Britannique,Véhicules de transport,59,1.24
2020,Colombie-Britannique,Autres produits,59,1.8
2020,Yukon,"Total, toutes les catégories de produits",60,2.28
2020,Yukon,Matériaux de construction,60,1.27
2020,Yukon,Équipements électriques et électroniques,60,1.06
2020,Yukon,Emballages,60,1.36
2020,Yukon,Films agricoles,60,0.0
2020,Yukon,Textiles,60,1.19
2020,Yukon,Véhicules de transport,60,6.17
2020,Yukon,Autres produits,60,1.76
2020,Territoires du Nord-Ouest,"Total, toutes les catégories de produits",61,2.23
2020,Territoires du Nord-Ouest,Matériaux de construction,61,1.23
2020,Territoires du Nord-Ouest,Équipements électriques et électroniques,61,1.08
2020,Territoires du Nord-Ouest,Emballages,61,1.34
2020,Territoires du Nord-Ouest,Films agricoles,61,0.0
2020,Territoires du Nord-Ouest,Textiles,61,1.23
2020,Territoires du Nord-Ouest,Véhicules de transport,61,5.17
2020,Territoires du Nord-Ouest,Autres produits,61,1.75
2020,Nunavut,"Total, toutes les catégories de produits",62,2.64
2020,Nunavut,Matériaux de construction,62,0.88
2020,Nunavut,Équipements électriques et électroniques,62,1.07
2020,Nunavut,Emballages,62,1.35
2020,Nunavut,Textiles,62,1.26
2020,Nunavut,Véhicules de transport,62,5.49
2020,Nunavut,Autres produits,62,1.56
2020,Enclaves territoriales du Canada à l'étranger,"Total, toutes les catégories de produits",,6.35
2020,Enclaves territoriales du Canada à l'étranger,Matériaux de construction,,4.55
2020,Enclaves territoriales du Canada à l'étranger,Équipements électriques et électroniques,,6.3
2020,Enclaves territoriales du Canada à l'étranger,Emballages,,6.35
2020,Enclaves territoriales du Canada à l'étranger,Textiles,,6.34
2020,Enclaves territoriales du Canada à l'étranger,Véhicules de transport,,6.41
2020,Enclaves territoriales du Canada à l'étranger,Autres produits,,6.44
2021,Canada,Matériaux de construction,,1.17
2021,Canada,Équipements électriques et électroniques,,0.98
2021,Canada,Matériel électronique,,1.07
2021,Canada,Gros appareils électroménagers,,0.3
2021,Canada,Autres équipements électriques et électroniques,,1.06
2021,Canada,Emballages,,1.35
2021,Canada,Bouteilles,,1.36
2021,Canada,Films,,1.35
2021,Canada,Rigides non-bouteilles,,1.35
2021,Canada,Autres produits d'emballage,,1.35
2021,Canada,Films agricoles,,1.2
2021,Canada,Textiles,,1.09
2021,Canada,Véhicules de transport,,1.37
2021,Canada,Véhicules légers,,1.42
2021,Canada,Autres véhicules de transport,,1.26
2021,Canada,Autres produits,,1.82
2021,Terre-Neuve-et-Labrador,"Total, toutes les catégories de produits",10,2.69
2021,Terre-Neuve-et-Labrador,Matériaux de construction,10,1.15
2021,Terre-Neuve-et-Labrador,Équipements électriques et électroniques,10,0.94
2021,Terre-Neuve-et-Labrador,Emballages,10,1.35
2021,Terre-Neuve-et-Labrador,Films agricoles,10,1.36
2021,Terre-Neuve-et-Labrador,Textiles,10,1.09
2021,Terre-Neuve-et-Labrador,Véhicules de transport,10,6.15
2021,Terre-Neuve-et-Labrador,Autres produits,10,1.8
2021,Île-du-Prince-Édouard,"Total, toutes les catégories de produits",11,1.37
2021,Île-du-Prince-Édouard,Matériaux de construction,11,1.27
2021,Île-du-Prince-Édouard,Équipements électriques et électroniques,11,0.99
2021,Île-du-Prince-Édouard,Emballages,11,1.35
2021,Île-du-Prince-Édouard,Films agricoles,11,1.17
2021,Île-du-Prince-Édouard,Textiles,11,1.02
2021,Île-du-Prince-Édouard,Véhicules de transport,11,1.25
2021,Île-du-Prince-Édouard,Autres produits,11,1.77
2021,Nouvelle-Écosse,"Total, toutes les catégories de produits",12,1.37
2021,Nouvelle-Écosse,Matériaux de construction,12,1.18
2021,Nouvelle-Écosse,Équipements électriques et électroniques,12,0.91
2021,Nouvelle-Écosse,Emballages,12,1.35
2021,Nouvelle-Écosse,Films agricoles,12,1.17
2021,Nouvelle-Écosse,Textiles,12,1.09
2021,Nouvelle-Écosse,Véhicules de transport,12,1.24
2021,Nouvelle-Écosse,Autres produits,12,1.8
2021,Nouveau-Brunswick,"Total, toutes les catégories de produits",13,1.39
2021,Nouveau-Brunswick,Matériaux de construction,13,1.16
2021,Nouveau-Brunswick,Équipements électriques et électroniques,13,0.96
2021,Nouveau-Brunswick,Emballages,13,1.35
2021,Nouveau-Brunswick,Films agricoles,13,1.17
2021,Nouveau-Brunswick,Textiles,13,1.08
2021,Nouveau-Brunswick,Véhicules de transport,13,1.24
2021,Nouveau-Brunswick,Autres produits,13,1.79
2021,Québec,"Total, toutes les catégories de produits",24,1.39
2021,Québec,Matériaux de construction,24,1.17
2021,Québec,Équipements électriques et électroniques,24,0.97
2021,Québec,Emballages,24,1.35
2021,Québec,Films agricoles,24,1.21
2021,Québec,Textiles,24,1.09
2021,Québec,Véhicules de transport,24,1.23
2021,Québec,Autres produits,24,1.82
2021,Ontario,"Total, toutes les catégories de produits",35,1.42
2021,Ontario,Matériaux de construction,35,1.17
2021,Ontario,Équipements électriques et électroniques,35,0.98
2021,Ontario,Emballages,35,1.35
2021,Ontario,Films agricoles,35,1.2
2021,Ontario,Textiles,35,1.09
2021,Ontario,Véhicules de transport,35,1.25
2021,Ontario,Autres produits,35,1.83
2021,Manitoba,"Total, toutes les catégories de produits",46,1.39
2021,Manitoba,Matériaux de construction,46,1.17
2021,Manitoba,Équipements électriques et électroniques,46,0.96
2021,Manitoba,Emballages,46,1.35
2021,Manitoba,Films agricoles,46,1.21
2021,Manitoba,Textiles,46,1.09
2021,Manitoba,Véhicules de transport,46,1.24
2021,Manitoba,Autres produits,46,1.84
2021,Saskatchewan,"Total, toutes les catégories de produits",47,1.39
2021,Saskatchewan,Matériaux de construction,47,1.17
2021,Saskatchewan,Équipements électriques et électroniques,47,0.96
2021,Saskatchewan,Emballages,47,1.35
2021,Saskatchewan,Films agricoles,47,1.2
2021,Saskatchewan,Textiles,47,1.09
2021,Saskatchewan,Véhicules de transport,47,1.24
2021,Saskatchewan,Autres produits,47,1.79
2021,Alberta,"Total, toutes les catégories de produits",48,1.42
2021,Alberta,Matériaux de construction,48,1.17
2021,Alberta,Équipements électriques et électroniques,48,1.02
2021,Alberta,Emballages,48,1.35
2021,Alberta,Films agricoles,48,1.2
2021,Alberta,Textiles,48,1.09
2021,Alberta,Véhicules de transport,48,1.24
2021,Alberta,Autres produits,48,1.8
2021,Colombie-Britannique,"Total, toutes les catégories de produits",59,1.41
2021,Colombie-Britannique,Matériaux de construction,59,1.17
2021,Colombie-Britannique,Équipements électriques et électroniques,59,0.92
2021,Colombie-Britannique,Emballages,59,1.35
2021,Colombie-Britannique,Films agricoles,59,1.2
2021,Colombie-Britannique,Textiles,59,1.09
2021,Colombie-Britannique,Véhicules de transport,59,1.24
2021,Colombie-Britannique,Autres produits,59,1.81
2021,Yukon,"Total, toutes les catégories de produits",60,2.31
2021,Yukon,Matériaux de construction,60,1.18
2021,Yukon,Équipements électriques et électroniques,60,1.06
2021,Yukon,Emballages,60,1.34
2021,Yukon,Films agricoles,60,0.0
2021,Yukon,Textiles,60,1.09
2021,Yukon,Véhicules de transport,60,6.23
2021,Yukon,Autres produits,60,1.75
2021,Territoires du Nord-Ouest,"Total, toutes les catégories de produits",61,2.27
2021,Territoires du Nord-Ouest,Matériaux de construction,61,1.16
2021,Territoires du Nord-Ouest,Équipements électriques et électroniques,61,1.05
2021,Territoires du Nord-Ouest,Emballages,61,1.36
2021,Territoires du Nord-Ouest,Films agricoles,61,0.0
2021,Territoires du Nord-Ouest,Textiles,61,1.15
2021,Territoires du Nord-Ouest,Véhicules de transport,61,5.52
2021,Territoires du Nord-Ouest,Autres produits,61,1.77
2021,Nunavut,"Total, toutes les catégories de produits",62,2.53
2021,Nunavut,Matériaux de construction,62,0.84
2021,Nunavut,Équipements électriques et électroniques,62,0.69
2021,Nunavut,Emballages,62,1.34
2021,Nunavut,Textiles,62,1.19
2021,Nunavut,Véhicules de transport,62,5.06
2021,Nunavut,Autres produits,62,1.64
2021,Enclaves territoriales du Canada à l'étranger,"Total, toutes les catégories de produits",,6.33
2021,Enclaves territoriales du Canada à l'étranger,Matériaux de construction,,5.56
2021,Enclaves territoriales du Canada à l'étranger,Équipements électriques et électroniques,,6.74
2021,Enclaves territoriales du Canada à l'étranger,Emballages,,6.37
2021,Enclaves territoriales du Canada à l'étranger,Textiles,,6.42
2021,Enclaves territoriales du Canada à l'étranger,Véhicules de transport,,6.25
2021,Enclaves territoriales du Canada à l'étranger,Autres produits,,6.38
2022,Canada,Matériaux de construction,,1.17
2022,Canada,Équipements électriques et électroniques,,0.97
2022,Canada,Matériel électronique,,1.07
2022,Canada,Gros appareils électroménagers,,0.3
2022,Canada,Autres équipements électriques et électroniques,,1.06
2022,Canada,Emballages,,1.35
2022,Canada,Bouteilles,,1.36
2022,Canada,Films,,1.35
2022,Canada,Rigides non-bouteilles,,1.35
2022,Canada,Autres produits d'emballage,,1.35
2022,Canada,Films agricoles,,1.2
2022,Canada,Textiles,,1.09
2022,Canada,Véhicules de transport,,1.35
2022,Canada,Véhicules légers,,1.4
2022,Canada,Autres véhicules de transport,,1.26
2022,Canada,Autres produits,,1.81
2022,Terre-Neuve-et-Labrador,"Total, toutes les catégories de produits",10,2.66
2022,Terre-Neuve-et-Labrador,Matériaux de construction,10,1.16
2022,Terre-Neuve-et-Labrador,Équipements électriques et électroniques,10,0.95
2022,Terre-Neuve-et-Labrador,Emballages,10,1.35
2022,Terre-Neuve-et-Labrador,Films agricoles,10,1.32
2022,Terre-Neuve-et-Labrador,Textiles,10,1.1
2022,Terre-Neuve-et-Labrador,Véhicules de transport,10,6.99
2022,Terre-Neuve-et-Labrador,Autres produits,10,1.8
2022,Île-du-Prince-Édouard,"Total, toutes les catégories de produits",11,1.37
2022,Île-du-Prince-Édouard,Matériaux de construction,11,1.28
2022,Île-du-Prince-Édouard,Équipements électriques et électroniques,11,0.84
2022,Île-du-Prince-Édouard,Emballages,11,1.35
2022,Île-du-Prince-Édouard,Films agricoles,11,1.16
2022,Île-du-Prince-Édouard,Textiles,11,1.03
2022,Île-du-Prince-Édouard,Véhicules de transport,11,1.24
2022,Île-du-Prince-Édouard,Autres produits,11,1.76
2022,Nouvelle-Écosse,"Total, toutes les catégories de produits",12,1.38
2022,Nouvelle-Écosse,Matériaux de construction,12,1.16
2022,Nouvelle-Écosse,Équipements électriques et électroniques,12,0.91
2022,Nouvelle-Écosse,Emballages,12,1.35
2022,Nouvelle-Écosse,Films agricoles,12,1.16
2022,Nouvelle-Écosse,Textiles,12,1.1
2022,Nouvelle-Écosse,Véhicules de transport,12,1.24
2022,Nouvelle-Écosse,Autres produits,12,1.79
2022,Nouveau-Brunswick,"Total, toutes les catégories de produits",13,1.39
2022,Nouveau-Brunswick,Matériaux de construction,13,1.16
2022,Nouveau-Brunswick,Équipements électriques et électroniques,13,0.99
2022,Nouveau-Brunswick,Emballages,13,1.35
2022,Nouveau-Brunswick,Films agricoles,13,1.16
2022,Nouveau-Brunswick,Textiles,13,1.08
2022,Nouveau-Brunswick,Véhicules de transport,13,1.24
2022,Nouveau-Brunswick,Autres produits,13,1.79
2022,Québec,"Total, toutes les catégories de produits",24,1.39
2022,Québec,Matériaux de construction,24,1.17
2022,Québec,Équipements électriques et électroniques,24,0.96
2022,Québec,Emballages,24,1.35
2022,Québec,Films agricoles,24,1.19
2022,Québec,Textiles,24,1.09
2022,Québec,Véhicules de transport,24,1.23
2022,Québec,Autres produits,24,1.82
2022,Ontario,"Total, toutes les catégories de produits",35,1.42
2022,Ontario,Matériaux de construction,35,1.17
2022,Ontario,Équipements électriques et électroniques,35,0.97
2022,Ontario,Emballages,35,1.35
2022,Ontario,Films agricoles,35,1.2
2022,Ontario,Textiles,35,1.09
2022,Ontario,Véhicules de transport,35,1.25
2022,Ontario,Autres produits,35,1.83
2022,Manitoba,"Total, toutes les catégories de produits",46,1.4
2022,Manitoba,Matériaux de construction,46,1.16
2022,Manitoba,Équipements électriques et électroniques,46,0.94
2022,Manitoba,Emballages,46,1.35
2022,Manitoba,Films agricoles,46,1.19
2022,Manitoba,Textiles,46,1.09
2022,Manitoba,Véhicules de transport,46,1.24
2022,Manitoba,Autres produits,46,1.84
2022,Saskatchewan,"Total, toutes les catégories de produits",47,1.38
2022,Saskatchewan,Matériaux de construction,47,1.16
2022,Saskatchewan,Équipements électriques et électroniques,47,0.96
2022,Saskatchewan,Emballages,47,1.35
2022,Saskatchewan,Films agricoles,47,1.2
2022,Saskatchewan,Textiles,47,1.09
2022,Saskatchewan,Véhicules de transport,47,1.24
2022,Saskatchewan,Autres produits,47,1.79
2022,Alberta,"Total, toutes les catégories de produits",48,1.42
2022,Alberta,Matériaux de construction,48,1.17
2022,Alberta,Équipements électriques et électroniques,48,1.01
2022,Alberta,Emballages,48,1.35
2022,Alberta,Films agricoles,48,1.2
2022,Alberta,Textiles,48,1.09
2022,Alberta,Véhicules de transport,48,1.24
2022,Alberta,Autres produits,48,1.79
2022,Colombie-Britannique,"Total, toutes les catégories de produits",59,1.4
2022,Colombie-Britannique,Matériaux de construction,59,1.17
2022,Colombie-Britannique,Équipements électriques et électroniques,59,0.92
2022,Colombie-Britannique,Emballages,59,1.35
2022,Colombie-Britannique,Films agricoles,59,1.18
2022,Colombie-Britannique,Textiles,59,1.09
2022,Colombie-Britannique,Véhicules de transport,59,1.24
2022,Colombie-Britannique,Autres produits,59,1.79
2022,Yukon,"Total, toutes les catégories de produits",60,2.21
2022,Yukon,Matériaux de construction,60,1.08
2022,Yukon,Équipements électriques et électroniques,60,1.04
2022,Yukon,Emballages,60,1.36
2022,Yukon,Films agricoles,60,0.0
2022,Yukon,Textiles,60,0.99
2022,Yukon,Véhicules de transport,60,6.01
2022,Yukon,Autres produits,60,1.75
2022,Territoires du Nord-Ouest,"Total, toutes les catégories de produits",61,2.48
2022,Territoires du Nord-Ouest,Matériaux de construction,61,0.96
2022,Territoires du Nord-Ouest,Équipements électriques et électroniques,61,1.12
2022,Territoires du Nord-Ouest,Emballages,61,1.34
2022,Territoires du Nord-Ouest,Films agricoles,61,0.0
2022,Territoires du Nord-Ouest,Textiles,61,1.08
2022,Territoires du Nord-Ouest,Véhicules de transport,61,5.45
2022,Territoires du Nord-Ouest,Autres produits,61,1.75
2022,Nunavut,"Total, toutes les catégories de produits",62,2.64
2022,Nunavut,Matériaux de construction,62,1.01
2022,Nunavut,Équipements électriques et électroniques,62,0.78
2022,Nunavut,Emballages,62,1.33
2022,Nunavut,Textiles,62,1.44
2022,Nunavut,Véhicules de transport,62,5.64
2022,Nunavut,Autres produits,62,1.61
2022,Enclaves territoriales du Canada à l'étranger,"Total, toutes les catégories de produits",,6.35
2022,Enclaves territoriales du Canada à l'étranger,Matériaux de construction,,5.56
2022,Enclaves territoriales du Canada à l'étranger,Équipements électriques et électroniques,,6.59
2022,Enclaves territoriales du Canada à l'étranger,Emballages,,6.32
2022,Enclaves territoriales du Canada à l'étranger,Textiles,,6.34
2022,Enclaves territoriales du Canada à l'étranger,Véhicules de transport,,6.15
2022,Enclaves territoriales du Canada à l'étranger,Autres produits,,6.43
